station_code,timestamp,entries,exits
Herald_Sq_34St,2021-01-03 17:00:00,1636,1730
Herald_Sq_34St,2021-01-03 18:00:00,2413,2412
Herald_Sq_34St,2021-01-03 19:00:00,1800,1385
Herald_Sq_34St,2021-01-03 20:00:00,1221,1082
Herald_Sq_34St,2021-01-03 21:00:00,553,526
Herald_Sq_34St,2021-01-03 22:00:00,415,367
Herald_Sq_34St,2021-01-03 23:00:00,295,319
Herald_Sq_34St,2021-01-04 00:00:00,515,531
Herald_Sq_34St,2021-01-04 01:00:00,484,465
Herald_Sq_34St,2021-01-04 02:00:00,360,347
Herald_Sq_34St,2021-01-04 03:00:00,480,452
Herald_Sq_34St,2021-01-04 04:00:00,522,522
Herald_Sq_34St,2021-01-04 05:00:00,921,826
Herald_Sq_34St,2021-01-04 06:00:00,1676,1576
Herald_Sq_34St,2021-01-04 07:00:00,2962,2414
Herald_Sq_34St,2021-01-04 08:00:00,3478,3366
Herald_Sq_34St,2021-01-04 09:00:00,3172,2153
Herald_Sq_34St,2021-01-04 10:00:00,2624,2393
Herald_Sq_34St,2021-01-04 11:00:00,1397,1275
Herald_Sq_34St,2021-01-04 12:00:00,1204,1107
Herald_Sq_34St,2021-01-04 13:00:00,1132,1055
Herald_Sq_34St,2021-01-04 14:00:00,903,821
Herald_Sq_34St,2021-01-04 15:00:00,1880,1709
Herald_Sq_34St,2021-01-04 16:00:00,1989,1778
Herald_Sq_34St,2021-01-04 17:00:00,3520,3490
Herald_Sq_34St,2021-01-04 18:00:00,3864,3091
Herald_Sq_34St,2021-01-04 19:00:00,2822,2713
Herald_Sq_34St,2021-01-04 20:00:00,1713,1739
Herald_Sq_34St,2021-01-04 21:00:00,1100,818
Herald_Sq_34St,2021-01-04 22:00:00,539,447
Herald_Sq_34St,2021-01-04 23:00:00,399,315
Herald_Sq_34St,2021-01-05 00:00:00,439,365
Herald_Sq_34St,2021-01-05 01:00:00,395,423
Herald_Sq_34St,2021-01-05 02:00:00,304,206
Herald_Sq_34St,2021-01-05 03:00:00,564,479
Herald_Sq_34St,2021-01-05 04:00:00,580,566
Herald_Sq_34St,2021-01-05 05:00:00,672,645
Herald_Sq_34St,2021-01-05 06:00:00,2104,1983
Herald_Sq_34St,2021-01-05 07:00:00,2659,2720
Herald_Sq_34St,2021-01-05 08:00:00,3928,3669
Herald_Sq_34St,2021-01-05 09:00:00,3165,3114
Herald_Sq_34St,2021-01-05 10:00:00,1502,1299
Herald_Sq_34St,2021-01-05 11:00:00,1486,1359
Herald_Sq_34St,2021-01-05 12:00:00,1000,986
Herald_Sq_34St,2021-01-05 13:00:00,1048,862
Herald_Sq_34St,2021-01-05 14:00:00,1523,1315
Herald_Sq_34St,2021-01-05 15:00:00,1768,1480
Herald_Sq_34St,2021-01-05 16:00:00,2352,1930
Herald_Sq_34St,2021-01-05 17:00:00,3405,2900
Herald_Sq_34St,2021-01-05 18:00:00,3273,2994
Herald_Sq_34St,2021-01-05 19:00:00,3132,2737
Herald_Sq_34St,2021-01-05 20:00:00,1857,1739
Herald_Sq_34St,2021-01-05 21:00:00,1329,1240
Herald_Sq_34St,2021-01-05 22:00:00,676,669
Herald_Sq_34St,2021-01-05 23:00:00,450,459
Herald_Sq_34St,2021-01-06 00:00:00,401,375
Herald_Sq_34St,2021-01-06 01:00:00,343,338
Herald_Sq_34St,2021-01-06 02:00:00,470,496
Herald_Sq_34St,2021-01-06 03:00:00,331,344
Herald_Sq_34St,2021-01-06 04:00:00,421,382
Herald_Sq_34St,2021-01-06 05:00:00,906,781
Herald_Sq_34St,2021-01-06 06:00:00,2148,2276
Herald_Sq_34St,2021-01-06 07:00:00,2665,2550
Herald_Sq_34St,2021-01-06 08:00:00,4183,3469
Herald_Sq_34St,2021-01-06 09:00:00,2352,2335
Herald_Sq_34St,2021-01-06 10:00:00,2416,2122
Herald_Sq_34St,2021-01-06 11:00:00,1355,1156
Herald_Sq_34St,2021-01-06 12:00:00,842,769
Herald_Sq_34St,2021-01-06 13:00:00,1055,893
Herald_Sq_34St,2021-01-06 14:00:00,1481,1374
Herald_Sq_34St,2021-01-06 15:00:00,1783,1758
Herald_Sq_34St,2021-01-06 16:00:00,2938,2974
Herald_Sq_34St,2021-01-06 17:00:00,3923,3407
Herald_Sq_34St,2021-01-06 18:00:00,3138,2895
Herald_Sq_34St,2021-01-06 19:00:00,3090,2785
Herald_Sq_34St,2021-01-06 20:00:00,1950,2081
Herald_Sq_34St,2021-01-06 21:00:00,1245,1142
Herald_Sq_34St,2021-01-06 22:00:00,785,764
Herald_Sq_34St,2021-01-06 23:00:00,470,442
Herald_Sq_34St,2021-01-07 00:00:00,451,422
Herald_Sq_34St,2021-01-07 01:00:00,327,297
Herald_Sq_34St,2021-01-07 02:00:00,555,467
Herald_Sq_34St,2021-01-07 03:00:00,420,389
Herald_Sq_34St,2021-01-07 04:00:00,381,365
Herald_Sq_34St,2021-01-07 05:00:00,850,703
Herald_Sq_34St,2021-01-07 06:00:00,1954,1630
Herald_Sq_34St,2021-01-07 07:00:00,2286,2229
Herald_Sq_34St,2021-01-07 08:00:00,4218,3830
Herald_Sq_34St,2021-01-07 09:00:00,2584,2025
Herald_Sq_34St,2021-01-07 10:00:00,1829,1687
Herald_Sq_34St,2021-01-07 11:00:00,1093,1077
Herald_Sq_34St,2021-01-07 12:00:00,1093,1071
Herald_Sq_34St,2021-01-07 13:00:00,1125,826
Herald_Sq_34St,2021-01-07 14:00:00,916,912
Herald_Sq_34St,2021-01-07 15:00:00,1648,1768
Herald_Sq_34St,2021-01-07 16:00:00,2424,2164
Herald_Sq_34St,2021-01-07 17:00:00,4080,3619
Herald_Sq_34St,2021-01-07 18:00:00,3365,3295
Herald_Sq_34St,2021-01-07 19:00:00,3685,3644
Herald_Sq_34St,2021-01-07 20:00:00,2576,2350
Herald_Sq_34St,2021-01-07 21:00:00,1170,1034
Herald_Sq_34St,2021-01-07 22:00:00,556,453
Herald_Sq_34St,2021-01-07 23:00:00,441,462
Herald_Sq_34St,2021-01-08 00:00:00,373,359
Herald_Sq_34St,2021-01-08 01:00:00,506,462
Herald_Sq_34St,2021-01-08 02:00:00,381,393
Herald_Sq_34St,2021-01-08 03:00:00,385,323
Herald_Sq_34St,2021-01-08 04:00:00,689,580
Herald_Sq_34St,2021-01-08 05:00:00,1005,907
Herald_Sq_34St,2021-01-08 06:00:00,1737,1260
Herald_Sq_34St,2021-01-08 07:00:00,2735,2395
Herald_Sq_34St,2021-01-08 08:00:00,4046,3610
Herald_Sq_34St,2021-01-08 09:00:00,2723,2786
Herald_Sq_34St,2021-01-08 10:00:00,2424,1955
Herald_Sq_34St,2021-01-08 11:00:00,1915,1911
Herald_Sq_34St,2021-01-08 12:00:00,1143,869
Herald_Sq_34St,2021-01-08 13:00:00,1081,929
Herald_Sq_34St,2021-01-08 14:00:00,1056,939
Herald_Sq_34St,2021-01-08 15:00:00,1391,1335
Herald_Sq_34St,2021-01-08 16:00:00,2338,2246
Herald_Sq_34St,2021-01-08 17:00:00,3507,3309
Herald_Sq_34St,2021-01-08 18:00:00,4284,3538
Herald_Sq_34St,2021-01-08 19:00:00,3453,3838
Herald_Sq_34St,2021-01-08 20:00:00,1717,1427
Herald_Sq_34St,2021-01-08 21:00:00,1149,997
Herald_Sq_34St,2021-01-08 22:00:00,634,561
Herald_Sq_34St,2021-01-08 23:00:00,463,424
Herald_Sq_34St,2021-01-09 00:00:00,216,223
Herald_Sq_34St,2021-01-09 01:00:00,245,224
Herald_Sq_34St,2021-01-09 02:00:00,244,218
Herald_Sq_34St,2021-01-09 03:00:00,262,238
Herald_Sq_34St,2021-01-09 04:00:00,302,245
Herald_Sq_34St,2021-01-09 05:00:00,534,493
Herald_Sq_34St,2021-01-09 06:00:00,986,806
Herald_Sq_34St,2021-01-09 07:00:00,1457,1442
Herald_Sq_34St,2021-01-09 08:00:00,1797,1499
Herald_Sq_34St,2021-01-09 09:00:00,1501,1464
Herald_Sq_34St,2021-01-09 10:00:00,1288,1181
Herald_Sq_34St,2021-01-09 11:00:00,800,809
Herald_Sq_34St,2021-01-09 12:00:00,580,507
Herald_Sq_34St,2021-01-09 13:00:00,677,609
Herald_Sq_34St,2021-01-09 14:00:00,589,541
Herald_Sq_34St,2021-01-09 15:00:00,1140,817
Herald_Sq_34St,2021-01-09 16:00:00,1183,954
Herald_Sq_34St,2021-01-09 17:00:00,1375,1158
Herald_Sq_34St,2021-01-09 18:00:00,1733,1526
Herald_Sq_34St,2021-01-09 19:00:00,1934,1717
Herald_Sq_34St,2021-01-09 20:00:00,1145,1121
Herald_Sq_34St,2021-01-09 21:00:00,458,431
Herald_Sq_34St,2021-01-09 22:00:00,271,264
Herald_Sq_34St,2021-01-09 23:00:00,264,230
Herald_Sq_34St,2021-01-10 00:00:00,218,211
Herald_Sq_34St,2021-01-10 01:00:00,272,285
Herald_Sq_34St,2021-01-10 02:00:00,218,181
Herald_Sq_34St,2021-01-10 03:00:00,253,249
Herald_Sq_34St,2021-01-10 04:00:00,347,357
Herald_Sq_34St,2021-01-10 05:00:00,647,632
Herald_Sq_34St,2021-01-10 06:00:00,894,845
Herald_Sq_34St,2021-01-10 07:00:00,1508,1346
Herald_Sq_34St,2021-01-10 08:00:00,1900,1817
Herald_Sq_34St,2021-01-10 09:00:00,1721,1523
Herald_Sq_34St,2021-01-10 10:00:00,1369,1177
Herald_Sq_34St,2021-01-10 11:00:00,524,423
Herald_Sq_34St,2021-01-10 12:00:00,533,473
Herald_Sq_34St,2021-01-10 13:00:00,638,570
Herald_Sq_34St,2021-01-10 14:00:00,595,596
Herald_Sq_34St,2021-01-10 15:00:00,1030,941
Herald_Sq_34St,2021-01-10 16:00:00,1297,1100
Herald_Sq_34St,2021-01-10 17:00:00,2096,1849
Herald_Sq_34St,2021-01-10 18:00:00,1947,1731
Herald_Sq_34St,2021-01-10 19:00:00,2228,2322
Herald_Sq_34St,2021-01-10 20:00:00,1421,1288
Herald_Sq_34St,2021-01-10 21:00:00,493,475
Herald_Sq_34St,2021-01-10 22:00:00,385,377
Herald_Sq_34St,2021-01-10 23:00:00,313,283
Herald_Sq_34St,2021-01-11 00:00:00,432,377
Herald_Sq_34St,2021-01-11 01:00:00,426,366
Herald_Sq_34St,2021-01-11 02:00:00,413,354
Herald_Sq_34St,2021-01-11 03:00:00,412,373
Herald_Sq_34St,2021-01-11 04:00:00,471,439
Herald_Sq_34St,2021-01-11 05:00:00,1041,866
Herald_Sq_34St,2021-01-11 06:00:00,1446,1283
Herald_Sq_34St,2021-01-11 07:00:00,2915,2429
Herald_Sq_34St,2021-01-11 08:00:00,3242,2427
Herald_Sq_34St,2021-01-11 09:00:00,3130,2845
Herald_Sq_34St,2021-01-11 10:00:00,2686,2566
Herald_Sq_34St,2021-01-11 11:00:00,1230,1026
Herald_Sq_34St,2021-01-11 12:00:00,1206,1081
Herald_Sq_34St,2021-01-11 13:00:00,1266,1276
Herald_Sq_34St,2021-01-11 14:00:00,1214,1188
Herald_Sq_34St,2021-01-11 15:00:00,1440,1512
Herald_Sq_34St,2021-01-11 16:00:00,2691,2545
Herald_Sq_34St,2021-01-11 17:00:00,2942,2691
Herald_Sq_34St,2021-01-11 18:00:00,3731,3195
Herald_Sq_34St,2021-01-11 19:00:00,3800,3352
Herald_Sq_34St,2021-01-11 20:00:00,1802,1723
Herald_Sq_34St,2021-01-11 21:00:00,1024,972
Herald_Sq_34St,2021-01-11 22:00:00,805,647
Herald_Sq_34St,2021-01-11 23:00:00,586,593
Herald_Sq_34St,2021-01-12 00:00:00,466,449
Herald_Sq_34St,2021-01-12 01:00:00,498,434
Herald_Sq_34St,2021-01-12 02:00:00,377,309
Herald_Sq_34St,2021-01-12 03:00:00,290,246
Herald_Sq_34St,2021-01-12 04:00:00,476,457
Herald_Sq_34St,2021-01-12 05:00:00,865,785
Herald_Sq_34St,2021-01-12 06:00:00,1828,1653
Herald_Sq_34St,2021-01-12 07:00:00,2923,2409
Herald_Sq_34St,2021-01-12 08:00:00,3037,2467
Herald_Sq_34St,2021-01-12 09:00:00,2742,2415
Herald_Sq_34St,2021-01-12 10:00:00,2589,2472
Herald_Sq_34St,2021-01-12 11:00:00,1489,1528
Herald_Sq_34St,2021-01-12 12:00:00,1424,1467
Herald_Sq_34St,2021-01-12 13:00:00,1069,1018
Herald_Sq_34St,2021-01-12 14:00:00,1271,1097
Herald_Sq_34St,2021-01-12 15:00:00,1579,1476
Herald_Sq_34St,2021-01-12 16:00:00,2695,2519
Herald_Sq_34St,2021-01-12 17:00:00,3797,3771
Herald_Sq_34St,2021-01-12 18:00:00,4114,3709
Herald_Sq_34St,2021-01-12 19:00:00,4014,3394
Herald_Sq_34St,2021-01-12 20:00:00,1890,1841
Herald_Sq_34St,2021-01-12 21:00:00,1060,902
Herald_Sq_34St,2021-01-12 22:00:00,606,515
Herald_Sq_34St,2021-01-12 23:00:00,480,436
Herald_Sq_34St,2021-01-13 00:00:00,394,427
Herald_Sq_34St,2021-01-13 01:00:00,472,412
Herald_Sq_34St,2021-01-13 02:00:00,446,422
Herald_Sq_34St,2021-01-13 03:00:00,416,369
Herald_Sq_34St,2021-01-13 04:00:00,448,421
Herald_Sq_34St,2021-01-13 05:00:00,1021,1014
Herald_Sq_34St,2021-01-13 06:00:00,1299,1160
Herald_Sq_34St,2021-01-13 07:00:00,3342,3121
Herald_Sq_34St,2021-01-13 08:00:00,4022,3288
Herald_Sq_34St,2021-01-13 09:00:00,3369,3279
Herald_Sq_34St,2021-01-13 10:00:00,2264,1814
Herald_Sq_34St,2021-01-13 11:00:00,1727,1786
Herald_Sq_34St,2021-01-13 12:00:00,922,890
Herald_Sq_34St,2021-01-13 13:00:00,1143,1192
Herald_Sq_34St,2021-01-13 14:00:00,1064,1095
Herald_Sq_34St,2021-01-13 15:00:00,1788,1587
Herald_Sq_34St,2021-01-13 16:00:00,2440,2529
Herald_Sq_34St,2021-01-13 17:00:00,3302,2843
Herald_Sq_34St,2021-01-13 18:00:00,3463,3454
Herald_Sq_34St,2021-01-13 19:00:00,3965,3683
Herald_Sq_34St,2021-01-13 20:00:00,1823,1611
Herald_Sq_34St,2021-01-13 21:00:00,960,905
Herald_Sq_34St,2021-01-13 22:00:00,716,631
Herald_Sq_34St,2021-01-13 23:00:00,438,380
Herald_Sq_34St,2021-01-14 00:00:00,490,543
Herald_Sq_34St,2021-01-14 01:00:00,412,366
Herald_Sq_34St,2021-01-14 02:00:00,468,379
Herald_Sq_34St,2021-01-14 03:00:00,396,403
Herald_Sq_34St,2021-01-14 04:00:00,650,493
Herald_Sq_34St,2021-01-14 05:00:00,662,602
Herald_Sq_34St,2021-01-14 06:00:00,1748,1394
Herald_Sq_34St,2021-01-14 07:00:00,3218,3054
Herald_Sq_34St,2021-01-14 08:00:00,3392,3102
Herald_Sq_34St,2021-01-14 09:00:00,2612,2534
Herald_Sq_34St,2021-01-14 10:00:00,1860,1687
Herald_Sq_34St,2021-01-14 11:00:00,1679,1613
Herald_Sq_34St,2021-01-14 12:00:00,1262,1013
Herald_Sq_34St,2021-01-14 13:00:00,1101,884
Herald_Sq_34St,2021-01-14 14:00:00,1378,1325
Herald_Sq_34St,2021-01-14 15:00:00,2001,1676
Herald_Sq_34St,2021-01-14 16:00:00,3061,2492
Herald_Sq_34St,2021-01-14 17:00:00,3237,2667
Herald_Sq_34St,2021-01-14 18:00:00,3570,3078
Herald_Sq_34St,2021-01-14 19:00:00,3158,2862
Herald_Sq_34St,2021-01-14 20:00:00,1807,1939
Herald_Sq_34St,2021-01-14 21:00:00,904,789
Herald_Sq_34St,2021-01-14 22:00:00,675,654
Herald_Sq_34St,2021-01-14 23:00:00,401,376
Herald_Sq_34St,2021-01-15 00:00:00,489,490
Herald_Sq_34St,2021-01-15 01:00:00,426,378
Herald_Sq_34St,2021-01-15 02:00:00,450,382
Herald_Sq_34St,2021-01-15 03:00:00,485,412
Herald_Sq_34St,2021-01-15 04:00:00,477,392
Herald_Sq_34St,2021-01-15 05:00:00,969,814
Herald_Sq_34St,2021-01-15 06:00:00,1941,1727
Herald_Sq_34St,2021-01-15 07:00:00,3569,3475
Herald_Sq_34St,2021-01-15 08:00:00,2144,1972
Herald_Sq_34St,2021-01-15 09:00:00,2788,2580
Herald_Sq_34St,2021-01-15 10:00:00,2466,2416
Herald_Sq_34St,2021-01-15 11:00:00,1525,1218
Herald_Sq_34St,2021-01-15 12:00:00,945,778
Herald_Sq_34St,2021-01-15 13:00:00,1013,1027
Herald_Sq_34St,2021-01-15 14:00:00,1161,1150
Herald_Sq_34St,2021-01-15 15:00:00,1715,1801
Herald_Sq_34St,2021-01-15 16:00:00,2072,1594
Herald_Sq_34St,2021-01-15 17:00:00,3609,3760
Herald_Sq_34St,2021-01-15 18:00:00,3536,3114
Herald_Sq_34St,2021-01-15 19:00:00,3370,3374
Herald_Sq_34St,2021-01-15 20:00:00,2299,2142
Herald_Sq_34St,2021-01-15 21:00:00,1095,954
Herald_Sq_34St,2021-01-15 22:00:00,765,625
Herald_Sq_34St,2021-01-15 23:00:00,551,486
Herald_Sq_34St,2021-01-16 00:00:00,297,231
Herald_Sq_34St,2021-01-16 01:00:00,232,184
Herald_Sq_34St,2021-01-16 02:00:00,199,161
Herald_Sq_34St,2021-01-16 03:00:00,250,235
Herald_Sq_34St,2021-01-16 04:00:00,355,387
Herald_Sq_34St,2021-01-16 05:00:00,573,594
Herald_Sq_34St,2021-01-16 06:00:00,1144,1146
Herald_Sq_34St,2021-01-16 07:00:00,1879,1644
Herald_Sq_34St,2021-01-16 08:00:00,1910,1728
Herald_Sq_34St,2021-01-16 09:00:00,1847,1659
Herald_Sq_34St,2021-01-16 10:00:00,1369,1128
Herald_Sq_34St,2021-01-16 11:00:00,742,640
Herald_Sq_34St,2021-01-16 12:00:00,667,581
Herald_Sq_34St,2021-01-16 13:00:00,471,378
Herald_Sq_34St,2021-01-16 14:00:00,715,645
Herald_Sq_34St,2021-01-16 15:00:00,1016,840
Herald_Sq_34St,2021-01-16 16:00:00,1777,1504
Herald_Sq_34St,2021-01-16 17:00:00,2000,1793
Herald_Sq_34St,2021-01-16 18:00:00,2488,2590
Herald_Sq_34St,2021-01-16 19:00:00,2301,1992
Herald_Sq_34St,2021-01-16 20:00:00,1186,1026
Herald_Sq_34St,2021-01-16 21:00:00,619,641
Herald_Sq_34St,2021-01-16 22:00:00,386,404
Herald_Sq_34St,2021-01-16 23:00:00,259,228
Herald_Sq_34St,2021-01-17 00:00:00,258,231
Herald_Sq_34St,2021-01-17 01:00:00,260,227
Herald_Sq_34St,2021-01-17 02:00:00,321,324
Herald_Sq_34St,2021-01-17 03:00:00,205,192
Herald_Sq_34St,2021-01-17 04:00:00,266,265
Herald_Sq_34St,2021-01-17 05:00:00,594,466
Herald_Sq_34St,2021-01-17 06:00:00,1094,1117
Herald_Sq_34St,2021-01-17 07:00:00,1314,1287
Herald_Sq_34St,2021-01-17 08:00:00,1643,1327
Herald_Sq_34St,2021-01-17 09:00:00,1576,1319
Herald_Sq_34St,2021-01-17 10:00:00,1327,1331
Herald_Sq_34St,2021-01-17 11:00:00,858,763
Herald_Sq_34St,2021-01-17 12:00:00,822,748
Herald_Sq_34St,2021-01-17 13:00:00,709,642
Herald_Sq_34St,2021-01-17 14:00:00,699,652
Herald_Sq_34St,2021-01-17 15:00:00,802,717
Herald_Sq_34St,2021-01-17 16:00:00,1489,1242
Herald_Sq_34St,2021-01-17 17:00:00,1838,1724
Herald_Sq_34St,2021-01-17 18:00:00,2207,2029
Herald_Sq_34St,2021-01-17 19:00:00,1933,1732
Herald_Sq_34St,2021-01-17 20:00:00,1181,1147
Herald_Sq_34St,2021-01-17 21:00:00,630,504
Herald_Sq_34St,2021-01-17 22:00:00,343,331
Herald_Sq_34St,2021-01-17 23:00:00,218,189
Herald_Sq_34St,2021-01-18 00:00:00,449,407
Herald_Sq_34St,2021-01-18 01:00:00,483,418
Herald_Sq_34St,2021-01-18 02:00:00,449,357
Herald_Sq_34St,2021-01-18 03:00:00,357,323
Herald_Sq_34St,2021-01-18 04:00:00,449,381
Herald_Sq_34St,2021-01-18 05:00:00,923,869
Herald_Sq_34St,2021-01-18 06:00:00,1745,1657
Herald_Sq_34St,2021-01-18 07:00:00,3814,3093
Herald_Sq_34St,2021-01-18 08:00:00,3907,3474
Herald_Sq_34St,2021-01-18 09:00:00,2540,2119
Herald_Sq_34St,2021-01-18 10:00:00,2105,1936
Herald_Sq_34St,2021-01-18 11:00:00,1474,1441
Herald_Sq_34St,2021-01-18 12:00:00,1184,1135
Herald_Sq_34St,2021-01-18 13:00:00,860,669
Herald_Sq_34St,2021-01-18 14:00:00,990,969
Herald_Sq_34St,2021-01-18 15:00:00,1707,1801
Herald_Sq_34St,2021-01-18 16:00:00,2086,2173
Herald_Sq_34St,2021-01-18 17:00:00,3051,2681
Herald_Sq_34St,2021-01-18 18:00:00,4650,4074
Herald_Sq_34St,2021-01-18 19:00:00,3222,3018
Herald_Sq_34St,2021-01-18 20:00:00,1912,1549
Herald_Sq_34St,2021-01-18 21:00:00,1035,1015
Herald_Sq_34St,2021-01-18 22:00:00,587,547
Herald_Sq_34St,2021-01-18 23:00:00,505,442
Herald_Sq_34St,2021-01-19 00:00:00,456,468
Herald_Sq_34St,2021-01-19 01:00:00,508,445
Herald_Sq_34St,2021-01-19 02:00:00,448,439
Herald_Sq_34St,2021-01-19 03:00:00,462,432
Herald_Sq_34St,2021-01-19 04:00:00,618,591
Herald_Sq_34St,2021-01-19 05:00:00,862,838
Herald_Sq_34St,2021-01-19 06:00:00,1816,1736
Herald_Sq_34St,2021-01-19 07:00:00,2770,2779
Herald_Sq_34St,2021-01-19 08:00:00,3218,3176
Herald_Sq_34St,2021-01-19 09:00:00,3444,3326
Herald_Sq_34St,2021-01-19 10:00:00,2421,2069
Herald_Sq_34St,2021-01-19 11:00:00,1047,1004
Herald_Sq_34St,2021-01-19 12:00:00,1182,1294
Herald_Sq_34St,2021-01-19 13:00:00,1102,1043
Herald_Sq_34St,2021-01-19 14:00:00,847,802
Herald_Sq_34St,2021-01-19 15:00:00,1286,1377
Herald_Sq_34St,2021-01-19 16:00:00,2497,2177
Herald_Sq_34St,2021-01-19 17:00:00,3129,2811
Herald_Sq_34St,2021-01-19 18:00:00,4087,3860
Herald_Sq_34St,2021-01-19 19:00:00,3796,3659
Herald_Sq_34St,2021-01-19 20:00:00,2103,2071
Herald_Sq_34St,2021-01-19 21:00:00,973,976
Herald_Sq_34St,2021-01-19 22:00:00,732,650
Herald_Sq_34St,2021-01-19 23:00:00,512,468
Herald_Sq_34St,2021-01-20 00:00:00,391,346
Herald_Sq_34St,2021-01-20 01:00:00,463,451
Herald_Sq_34St,2021-01-20 02:00:00,464,435
Herald_Sq_34St,2021-01-20 03:00:00,458,430
Herald_Sq_34St,2021-01-20 04:00:00,601,550
Herald_Sq_34St,2021-01-20 05:00:00,804,766
Herald_Sq_34St,2021-01-20 06:00:00,1372,1292
Herald_Sq_34St,2021-01-20 07:00:00,2966,2430
Herald_Sq_34St,2021-01-20 08:00:00,4139,3986
Herald_Sq_34St,2021-01-20 09:00:00,4116,3380
Herald_Sq_34St,2021-01-20 10:00:00,2049,1944
Herald_Sq_34St,2021-01-20 11:00:00,1513,1316
Herald_Sq_34St,2021-01-20 12:00:00,1428,1194
Herald_Sq_34St,2021-01-20 13:00:00,1122,1152
Herald_Sq_34St,2021-01-20 14:00:00,1263,1142
Herald_Sq_34St,2021-01-20 15:00:00,1603,1559
Herald_Sq_34St,2021-01-20 16:00:00,2535,2378
Herald_Sq_34St,2021-01-20 17:00:00,3041,2105
Herald_Sq_34St,2021-01-20 18:00:00,4172,4173
Herald_Sq_34St,2021-01-20 19:00:00,3913,3119
Herald_Sq_34St,2021-01-20 20:00:00,2119,2068
Herald_Sq_34St,2021-01-20 21:00:00,1074,967
Herald_Sq_34St,2021-01-20 22:00:00,596,508
Herald_Sq_34St,2021-01-20 23:00:00,437,406
Herald_Sq_34St,2021-01-21 00:00:00,509,486
Herald_Sq_34St,2021-01-21 01:00:00,418,404
Herald_Sq_34St,2021-01-21 02:00:00,477,520
Herald_Sq_34St,2021-01-21 03:00:00,422,392
Herald_Sq_34St,2021-01-21 04:00:00,472,436
Herald_Sq_34St,2021-01-21 05:00:00,990,808
Herald_Sq_34St,2021-01-21 06:00:00,1977,2114
Herald_Sq_34St,2021-01-21 07:00:00,2516,2160
Herald_Sq_34St,2021-01-21 08:00:00,3752,3914
Herald_Sq_34St,2021-01-21 09:00:00,3582,3663
Herald_Sq_34St,2021-01-21 10:00:00,2988,3121
Herald_Sq_34St,2021-01-21 11:00:00,1285,1026
Herald_Sq_34St,2021-01-21 12:00:00,923,873
Herald_Sq_34St,2021-01-21 13:00:00,1310,1278
Herald_Sq_34St,2021-01-21 14:00:00,964,967
Herald_Sq_34St,2021-01-21 15:00:00,1638,1494
Herald_Sq_34St,2021-01-21 16:00:00,2651,2318
Herald_Sq_34St,2021-01-21 17:00:00,3208,2541
Herald_Sq_34St,2021-01-21 18:00:00,4189,3308
Herald_Sq_34St,2021-01-21 19:00:00,3030,2748
Herald_Sq_34St,2021-01-21 20:00:00,2106,1674
Herald_Sq_34St,2021-01-21 21:00:00,1030,931
Herald_Sq_34St,2021-01-21 22:00:00,657,594
Herald_Sq_34St,2021-01-21 23:00:00,517,494
Herald_Sq_34St,2021-01-22 00:00:00,420,411
Herald_Sq_34St,2021-01-22 01:00:00,456,470
Herald_Sq_34St,2021-01-22 02:00:00,415,351
Herald_Sq_34St,2021-01-22 03:00:00,490,459
Herald_Sq_34St,2021-01-22 04:00:00,529,530
Herald_Sq_34St,2021-01-22 05:00:00,1094,1040
Herald_Sq_34St,2021-01-22 06:00:00,2214,1803
Herald_Sq_34St,2021-01-22 07:00:00,2638,2556
Herald_Sq_34St,2021-01-22 08:00:00,3419,2987
Herald_Sq_34St,2021-01-22 09:00:00,3769,3336
Herald_Sq_34St,2021-01-22 10:00:00,2298,2042
Herald_Sq_34St,2021-01-22 11:00:00,1596,1495
Herald_Sq_34St,2021-01-22 12:00:00,1023,881
Herald_Sq_34St,2021-01-22 13:00:00,1007,792
Herald_Sq_34St,2021-01-22 14:00:00,1444,1304
Herald_Sq_34St,2021-01-22 15:00:00,1671,1511
Herald_Sq_34St,2021-01-22 16:00:00,2916,2741
Herald_Sq_34St,2021-01-22 17:00:00,2327,2149
Herald_Sq_34St,2021-01-22 18:00:00,3602,3394
Herald_Sq_34St,2021-01-22 19:00:00,3700,3323
Herald_Sq_34St,2021-01-22 20:00:00,2166,1942
Herald_Sq_34St,2021-01-22 21:00:00,1181,1039
Herald_Sq_34St,2021-01-22 22:00:00,653,536
Herald_Sq_34St,2021-01-22 23:00:00,428,362
Herald_Sq_34St,2021-01-23 00:00:00,195,197
Herald_Sq_34St,2021-01-23 01:00:00,180,157
Herald_Sq_34St,2021-01-23 02:00:00,243,245
Herald_Sq_34St,2021-01-23 03:00:00,236,236
Herald_Sq_34St,2021-01-23 04:00:00,231,191
Herald_Sq_34St,2021-01-23 05:00:00,535,523
Herald_Sq_34St,2021-01-23 06:00:00,1291,1034
Herald_Sq_34St,2021-01-23 07:00:00,1364,1304
Herald_Sq_34St,2021-01-23 08:00:00,1821,1711
Herald_Sq_34St,2021-01-23 09:00:00,1695,1557
Herald_Sq_34St,2021-01-23 10:00:00,1252,1088
Herald_Sq_34St,2021-01-23 11:00:00,739,671
Herald_Sq_34St,2021-01-23 12:00:00,515,413
Herald_Sq_34St,2021-01-23 13:00:00,725,677
Herald_Sq_34St,2021-01-23 14:00:00,627,517
Herald_Sq_34St,2021-01-23 15:00:00,789,590
Herald_Sq_34St,2021-01-23 16:00:00,1467,1191
