_id,BUSINESS DATE,STATION,00:00 Hrs To     01:00 Hrs,01:00 Hrs To     02:00 Hrs,02:00 Hrs To     03:00 Hrs,03:00 Hrs To     04:00 Hrs,04:00 Hrs To     05:00 Hrs,05:00 Hrs To     06:00 Hrs,06:00 Hrs To     07:00 Hrs,07:00 Hrs To     08:00 Hrs,08:00 Hrs To     09:00 Hrs,09:00 Hrs To     10:00 Hrs,10:00 Hrs To     11:00 Hrs,11:00 Hrs To     12:00 Hrs,12:00 Hrs To     13:00 Hrs,13:00 Hrs To     14:00 Hrs,14:00 Hrs To     15:00 Hrs,15:00 Hrs To     16:00 Hrs,16:00 Hrs To     17:00 Hrs,17:00 Hrs To     18:00 Hrs,18:00 Hrs To     19:00 Hrs,19:00 Hrs To     20:00 Hrs,20:00 Hrs To     21:00 Hrs,21:00 Hrs To     22:00 Hrs,22:00 Hrs To     23:00 Hrs,23:00 Hrs To Last train,TOTAL
181,2025-08-03,28-Sandal Soap Factory,0,0,0,0,0,0,32,166,185,255,328,457,632,750,910,1172,1266,1222,1125,1199,1060,771,642,67,12239
182,2025-08-03,29-Mahalakshmi,0,0,0,0,0,0,31,164,232,330,473,633,808,930,913,1022,799,713,827,709,610,408,102,14,9718
183,2025-08-03,210-Rajajinagar,0,0,0,0,0,0,32,174,249,364,554,582,737,655,676,631,622,649,516,447,370,280,159,19,7716
184,2025-08-03,211-Kuvempu Road,0,0,0,0,0,0,25,119,163,251,315,334,391,298,295,293,277,292,257,251,137,124,70,5,3897
185,2025-08-03,212-Srirampura,0,0,0,0,0,0,19,141,163,280,327,308,354,338,328,319,277,342,274,247,184,153,61,9,4124
186,2025-08-03,213-Mantri Square Sampige Road,0,0,0,0,0,0,37,152,271,412,462,571,798,1003,1108,1400,1595,1849,1613,1764,1354,1203,738,54,16384
187,2025-08-03,215-Chickpete,0,0,0,0,0,0,9,236,405,638,857,1216,1583,2313,2870,3360,2292,2965,2326,1974,960,333,107,9,24453
188,2025-08-03,216-KR Market,0,0,0,0,0,0,38,226,256,278,285,353,471,579,666,685,619,709,520,496,366,206,131,14,6898
189,2025-08-03,217-National College,0,0,0,0,0,0,16,152,251,316,469,597,606,634,780,830,595,583,577,529,447,357,154,20,7913
190,2025-08-03,218-Lalbagh,0,0,0,0,0,0,13,60,115,179,197,215,280,387,472,502,565,618,598,374,178,132,63,21,4969
191,2025-08-03,219-South End Circle,0,0,0,0,0,0,11,123,103,149,237,267,323,429,409,307,318,470,689,322,246,182,113,9,4707
192,2025-08-03,220-Jayanagar,0,0,0,0,0,0,31,162,195,328,454,589,744,919,955,964,1113,1174,1078,949,715,580,348,26,11324
193,2025-08-03,221-RV Road,0,0,0,0,0,0,23,103,146,208,309,396,382,478,426,536,491,464,407,385,288,217,136,10,5405
194,2025-08-03,222-Banashankarl,0,0,0,0,0,0,36,308,410,518,898,1110,1113,1090,838,754,829,817,788,645,449,306,205,35,11149
195,2025-08-03,223-JP Nagar,0,0,0,0,0,0,62,216,243,387,583,642,670,554,613,578,656,577,686,491,364,347,224,16,7909
196,2025-08-03,224-Puttenahalli,0,0,0,0,0,0,64,234,282,333,477,605,594,577,482,477,472,431,389,385,276,246,128,10,6462
197,2025-08-03,225-Konanakunte Cross,0,0,0,0,0,0,46,267,298,444,685,839,817,786,921,980,1053,1079,1011,1089,760,691,532,56,12354
198,2025-08-03,226-Doddakallasandra,0,0,0,0,0,0,21,126,173,219,270,265,282,340,315,320,325,267,292,281,202,166,46,5,3915
199,2025-08-03,227-Vajarahalli,0,0,0,0,0,0,22,105,183,238,271,290,381,327,304,294,288,328,246,275,167,106,88,8,3921
200,2025-08-03,228-Thalghattapura,0,0,0,0,0,0,11,51,110,160,146,208,197,199,160,206,196,186,167,118,97,66,54,0,2332
201,2025-08-03,229-Silk Institute,0,0,0,0,0,0,49,160,214,329,476,557,505,477,500,443,453,504,472,406,261,139,50,3,5998
202,2025-08-03,230-Manjunatha Nagar,1,0,0,0,0,0,15,41,42,62,70,69,67,64,76,61,96,67,88,85,38,90,52,1,1085
203,2025-08-03,231-Chikkabidarakallu,0,0,0,0,0,0,10,104,128,179,238,278,294,252,256,265,219,228,183,199,100,100,44,0,3077
204,2025-08-03,232-Madavara,0,0,0,0,0,0,31,183,192,414,557,632,526,499,480,549,546,603,536,500,359,459,302,0,7368
205,2025-08-03,32-Jayadeva Hospital,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
206,2025-08-04,11-Baiyappanahalli,0,0,0,0,33,117,431,929,2087,3190,1682,775,500,442,342,510,610,888,985,807,351,243,134,7,15063
207,2025-08-04,12-SV Road,0,0,0,0,4,40,115,377,762,983,574,434,348,360,341,575,978,1379,1133,899,421,216,94,30,10063
208,2025-08-04,13-Indiranagar,0,0,0,0,17,69,231,678,1418,2034,1418,871,763,826,853,1253,1781,2340,3561,2723,1398,885,412,39,23570
209,2025-08-04,14-Halasuru,0,0,0,0,3,39,206,564,1115,1623,983,549,401,347,428,361,455,547,759,608,331,273,124,18,9734
210,2025-08-04,15-Trinity,0,0,0,0,2,23,63,185,278,317,324,288,337,442,436,515,896,2099,3988,2916,1080,557,261,17,15024
211,2025-08-04,16-MG Road,0,0,0,0,4,13,76,168,369,428,432,670,763,971,1063,1356,1741,2456,3978,2962,1551,925,642,133,20701
212,2025-08-04,17-Cubbon Park,0,0,0,0,7,20,48,228,467,491,404,438,573,596,574,870,1172,2209,3284,2030,850,437,241,39,14978
213,2025-08-04,18-Vidhana Soudha,0,0,0,0,1,5,52,106,282,285,421,414,683,792,729,889,1212,3071,2313,1206,529,230,77,5,13302
214,2025-08-04,19-Sir.M. Visveshwaraya,0,0,0,0,5,12,34,167,304,326,439,821,1006,1024,953,1098,1615,2483,2347,1227,757,319,125,14,15076
215,2025-08-04,110-Kempegowda,0,0,0,85,785,1366,1911,1979,2607,2749,2069,1848,1694,1561,1564,1457,1871,2299,2475,2638,2074,1515,870,305,35722
216,2025-08-04,111-Bangalore City Station,0,0,0,6,245,394,1079,1189,1502,2423,1187,861,610,360,617,344,404,716,722,516,434,757,286,56,14708
217,2025-08-04,112-Magadi Road,0,0,0,0,3,64,199,535,1085,1452,1165,489,364,332,270,256,383,293,327,334,227,99,95,13,7985
218,2025-08-04,113-Hosahalli,0,0,0,0,8,63,217,791,1726,2210,1523,658,483,402,360,384,343,444,482,345,260,179,72,8,10958
219,2025-08-04,114-Vijayanagar,0,0,0,0,8,104,275,876,1968,2528,1622,717,522,539,458,414,485,505,515,444,342,195,116,10,12643
220,2025-08-04,115-Attiguppe,0,0,0,0,5,87,254,715,1611,1931,1155,521,406,349,295,322,293,312,338,258,245,136,83,13,9329
221,2025-08-04,116-Deepanjali Nagar,0,0,0,0,59,127,160,399,741,806,485,256,209,189,152,126,169,177,202,206,147,115,50,9,4784
222,2025-08-04,117-Mysuru Road,0,0,0,0,2,30,173,513,1253,1544,821,310,270,278,273,315,350,336,280,225,141,94,61,7,7276
223,2025-08-04,118-Nayandahalli,0,0,0,0,2,22,50,166,275,302,177,128,103,107,101,136,134,127,162,158,93,65,44,6,2358
224,2025-08-04,119-Rajarajeshwari Nagar,0,0,0,0,4,47,151,472,902,1045,626,364,283,293,236,213,314,376,276,265,208,118,79,13,6285
225,2025-08-04,120-Jnanabharathi,0,0,0,0,3,28,118,355,837,852,483,287,267,186,182,210,197,216,166,140,83,52,31,20,4713
226,2025-08-04,121-Pattangere,0,0,0,0,4,48,78,309,585,694,352,260,465,520,405,529,796,609,495,225,127,61,50,3,6615
227,2025-08-04,122-Kengeri Bus Terminal,0,0,0,0,25,92,267,711,1007,1104,670,504,438,415,333,380,370,455,361,331,199,165,88,7,7922
228,2025-08-04,123-Kengeri,0,0,0,0,5,50,288,756,1231,1171,665,454,340,238,211,214,268,272,400,305,214,201,72,1,7356
229,2025-08-04,124-Challaghatta,0,0,0,0,9,51,105,304,693,690,467,398,321,385,313,450,534,504,447,357,154,102,43,3,6330
230,2025-08-04,125-Benniganahalli,1,0,0,0,123,359,697,1724,3262,4225,3608,2111,1490,1214,963,1034,1205,1475,1730,1562,1231,663,324,54,29055
231,2025-08-04,126-Krishnarajapura,3,0,0,0,63,243,540,1156,1919,2947,1801,1329,1350,951,596,840,1235,1334,1504,1190,854,539,250,12,20656
232,2025-08-04,127-Singayyanapalya,1,0,0,0,5,33,87,252,668,861,559,328,277,303,238,434,656,721,900,712,433,312,195,14,7989
233,2025-08-04,128-Garudacharpalya,1,0,0,0,11,43,122,251,478,537,366,268,236,230,266,404,709,1166,1463,818,426,259,116,7,8177
234,2025-08-04,129-Hoodi,0,0,0,0,1,22,143,302,719,868,627,350,286,251,204,314,424,516,838,601,260,256,99,4,7085
235,2025-08-04,130-Seetharampalya,0,0,0,0,1,18,101,215,473,601,452,236,219,239,349,551,1183,1471,1497,947,493,367,166,3,9582
236,2025-08-04,131-Kundalahalli,0,0,0,0,1,10,65,133,278,328,323,200,178,271,393,783,1325,1484,1366,952,413,340,112,5,8960
237,2025-08-04,132-Nallur Halli,0,0,0,0,2,5,50,163,294,367,311,201,248,314,320,464,1260,1295,1452,1042,509,306,97,12,8712
238,2025-08-04,133-Sri Sathya Sai Hospital,6,0,0,0,0,2,36,56,122,110,161,289,341,420,479,766,1517,1759,2196,1325,690,512,132,20,10939
239,2025-08-04,134-Pattandur Agrahara,10,0,0,0,0,12,41,80,187,230,239,355,440,551,557,1041,1668,2023,2412,1668,770,679,310,20,13293
240,2025-08-04,135-Kadugodi Tree Park,1,0,0,0,4,60,205,491,1698,2199,1911,1006,491,595,469,358,455,469,535,417,278,279,101,0,12022
241,2025-08-04,136-Hopefarm Channasandra,0,0,0,0,2,14,48,131,471,607,377,160,101,77,73,89,95,158,152,111,79,45,11,1,2802
242,2025-08-04,137-Whitefield (Kadugodi),0,0,0,0,25,115,320,867,1529,1891,1102,735,387,357,339,279,278,327,299,313,160,125,68,0,9516
243,2025-08-04,21-Nagasandra,0,0,0,0,5,77,261,844,1674,1789,944,649,426,393,422,489,580,653,651,497,282,186,121,4,10947
244,2025-08-04,22-Dasarahalli,0,0,0,0,10,102,326,963,1832,2003,1158,743,569,588,429,507,502,501,562,438,287,241,133,6,11900
245,2025-08-04,23-Jalahalli,0,0,0,1,21,97,231,599,958,985,656,482,418,373,319,298,363,529,711,448,259,198,100,6,8052
246,2025-08-04,24-Peenya Industry,0,0,0,0,2,13,46,183,353,346,217,121,106,77,67,62,107,285,350,170,47,30,25,2,2609
247,2025-08-04,25-Peenya,0,0,0,0,1,27,86,293,626,745,473,195,150,108,123,129,173,352,457,290,137,59,50,2,4476
248,2025-08-04,26-Yeshwanthpur Industry,0,0,0,0,32,140,278,466,859,882,605,489,342,329,302,409,460,545,1037,739,453,228,168,15,8778
249,2025-08-04,27-Yeshwanthpur,0,0,0,0,734,1159,805,1308,2004,1426,1124,632,693,663,547,338,504,796,776,772,1523,395,257,61,16517
250,2025-08-04,28-Sandal Soap Factory,0,0,0,0,8,38,125,298,648,636,493,361,451,441,507,609,706,1079,1541,1175,704,392,319,27,10558
251,2025-08-04,29-Mahalakshmi,0,0,0,0,10,59,162,554,1070,1267,839,493,505,484,424,366,390,571,649,488,349,147,74,2,8903
252,2025-08-04,210-Rajajinagar,0,0,0,0,7,52,163,663,1326,1496,1047,632,569,539,529,594,616,656,891,731,444,220,143,13,11331
253,2025-08-04,211-Kuvempu Road,0,0,0,0,5,28,98,412,798,1038,596,334,260,219,227,219,232,249,302,271,154,107,37,6,5592
254,2025-08-04,212-Srirampura,0,0,0,0,2,46,91,353,785,1036,635,367,270,311,272,266,314,336,427,365,229,115,56,8,6284
255,2025-08-04,213-Mantri Square Sampige Road,0,0,0,0,2,33,136,451,933,1104,864,514,669,918,966,872,1101,1506,1790,1709,1026,753,467,44,15858
256,2025-08-04,215-Chickpete,0,0,0,0,0,16,68,166,285,386,259,289,577,941,1280,1592,1675,1666,1497,1528,1484,726,130,12,14577
257,2025-08-04,216-KR Market,0,0,0,0,14,147,200,295,435,502,401,380,409,643,613,710,1052,966,1047,861,683,318,141,17,9834
258,2025-08-04,217-National College,0,0,0,0,2,20,108,471,825,1018,861,597,600,895,1001,1107,1108,975,1041,933,537,311,92,3,12505
259,2025-08-04,218-Lalbagh,0,0,0,0,3,25,81,151,297,306,245,220,224,236,300,351,637,759,1079,771,372,160,48,4,6269
260,2025-08-04,219-South End Circle,0,0,0,0,2,20,57,215,349,445,332,223,299,524,481,870,898,843,1260,1047,526,240,100,8,8739
261,2025-08-04,220-Jayanagar,0,0,0,0,9,42,109,333,786,846,713,575,609,654,715,884,1664,1427,1718,1412,836,426,225,12,13995
262,2025-08-04,221-RV Road,0,0,0,0,2,29,99,297,667,823,526,417,375,412,438,440,661,683,1060,857,470,208,94,15,8573
263,2025-08-04,222-Banashankarl,0,0,0,0,8,64,220,624,1235,1425,949,755,719,743,711,643,836,1115,1131,1220,676,295,172,34,13575
264,2025-08-04,223-JP Nagar,0,0,0,0,3,65,154,583,1353,1602,974,548,453,438,455,418,494,660,890,685,425,246,140,16,10602
265,2025-08-04,224-Puttenahalli,0,0,0,0,14,59,162,696,1602,1846,1100,500,426,347,313,539,610,639,641,480,260,158,58,4,10454
266,2025-08-04,225-Konanakunte Cross,0,0,0,0,17,75,224,887,1472,1704,996,745,577,518,536,534,675,613,704,577,482,275,252,14,11877
267,2025-08-04,226-Doddakallasandra,0,0,0,0,8,28,88,541,880,930,495,295,196,219,198,202,220,204,363,248,122,60,45,4,5346
268,2025-08-04,227-Vajarahalli,0,0,0,0,6,35,108,548,757,795,455,256,275,233,299,301,327,267,289,228,122,74,42,7,5424
269,2025-08-04,228-Thalghattapura,0,0,0,0,4,23,62,281,486,563,295,168,124,133,113,169,228,143,153,129,69,29,21,0,3193
270,2025-08-04,229-Silk Institute,0,0,0,0,9,56,138,518,854,903,703,387,405,354,329,336,536,520,453,279,150,95,27,2,7054
271,2025-08-04,230-Manjunatha Nagar,0,0,0,0,0,14,33,125,229,190,156,108,64,62,30,33,57,57,63,62,54,36,13,0,1386
272,2025-08-04,231-Chikkabidarakallu,0,0,0,0,9,35,125,417,718,820,449,227,216,147,146,152,147,166,178,124,109,69,75,0,4329
273,2025-08-04,232-Madavara,0,0,0,0,7,64,215,633,1133,1131,661,490,368,311,303,393,379,355,438,275,206,138,97,0,7597
274,2025-08-05,11-Baiyappanahalli,0,0,0,0,29,75,274,809,2221,3246,1561,727,584,465,276,488,638,943,1151,858,401,311,121,6,15184
275,2025-08-05,12-SV Road,0,0,0,0,40,64,96,372,814,870,677,387,409,376,347,614,1022,1402,1381,1115,490,200,166,19,10861
276,2025-08-05,13-Indiranagar,0,0,0,0,4,43,187,707,1424,2141,1491,892,713,818,784,1159,1686,2408,3850,3127,1667,845,448,62,24456
277,2025-08-05,14-Halasuru,0,0,0,0,0,43,213,558,1228,1709,1073,607,405,375,412,348,472,600,825,698,537,318,115,16,10552
278,2025-08-05,15-Trinity,0,0,0,0,1,18,72,145,321,322,331,297,316,461,408,564,904,2152,3847,2997,1220,446,231,54,15107
279,2025-08-05,16-MG Road,0,0,0,0,0,21,57,162,394,401,420,714,775,895,964,1568,1750,2502,3842,3306,1777,963,647,125,21283
280,2025-08-05,17-Cubbon Park,0,0,0,0,0,24,55,248,482,556,447,381,528,604,779,839,1163,2340,3427,2285,909,417,223,44,15751
281,2025-08-05,18-Vidhana Soudha,0,0,0,0,0,10,48,101,229,284,405,348,522,653,750,875,1118,2863,2318,1268,585,236,63,5,12681
282,2025-08-05,19-Sir.M. Visveshwaraya,0,0,0,0,1,9,38,153,252,332,420,725,1080,999,959,1035,1357,2335,2255,1258,766,394,144,20,14532
283,2025-08-05,110-Kempegowda,0,0,0,0,234,947,1304,1561,1949,2285,1654,1393,1219,1260,1362,1266,1475,1825,2110,2164,1642,1221,702,124,27697
284,2025-08-05,111-Bangalore City Station,0,0,0,0,42,441,919,1086,1189,1962,1268,741,520,410,413,315,330,706,593,524,321,566,296,68,12710
285,2025-08-05,112-Magadi Road,0,0,0,0,5,79,190,573,1067,1510,1147,446,290,333,213,221,362,319,330,297,216,129,102,12,7841
286,2025-08-05,113-Hosahalli,0,0,0,0,5,75,222,792,1842,2293,1459,667,475,405,316,368,349,425,417,412,235,135,68,11,10971
287,2025-08-05,114-Vijayanagar,0,0,0,0,3,78,270,919,2101,2739,1612,722,564,474,332,362,396,394,491,463,320,230,143,16,12629
288,2025-08-05,115-Attiguppe,0,0,0,0,6,59,213,798,1691,2101,1143,482,374,323,272,323,275,335,316,319,200,156,104,10,9500
289,2025-08-05,116-Deepanjali Nagar,0,0,0,0,25,97,154,395,727,823,488,251,216,182,138,113,155,168,212,188,159,117,64,9,4681
290,2025-08-05,117-Mysuru Road,0,0,0,0,6,33,144,573,1359,1650,868,364,234,370,268,267,273,360,257,234,169,97,55,3,7584
291,2025-08-05,118-Nayandahalli,0,0,0,0,0,10,38,152,314,293,181,96,106,87,79,88,109,149,159,149,112,87,53,8,2270
292,2025-08-05,119-Rajarajeshwari Nagar,0,0,0,0,0,42,172,555,996,1077,643,340,273,270,236,228,219,344,317,279,199,115,73,11,6389
293,2025-08-05,120-Jnanabharathi,0,0,0,0,1,19,117,397,830,923,461,279,220,152,157,110,142,170,183,127,67,53,57,3,4468
294,2025-08-05,121-Pattangere,0,0,0,0,0,31,111,344,679,789,355,240,485,498,345,463,872,857,588,250,161,81,50,8,7207
295,2025-08-05,122-Kengeri Bus Terminal,0,0,0,0,8,69,177,607,881,972,526,376,303,358,195,214,257,354,266,219,152,158,48,7,6147
296,2025-08-05,123-Kengeri,0,0,0,0,1,37,135,380,808,829,403,241,183,167,121,132,194,218,309,188,139,113,53,0,4651
297,2025-08-05,124-Challaghatta,0,0,0,0,5,28,106,297,711,639,363,336,262,330,248,316,463,449,429,360,147,63,48,1,5601
298,2025-08-05,125-Benniganahalli,2,0,0,0,51,171,492,1407,3116,3864,3159,1760,1352,1024,780,836,1106,1420,1713,1706,886,530,271,35,25681
299,2025-08-05,126-Krishnarajapura,3,0,0,0,57,107,369,976,2177,2970,1909,1358,1034,795,489,805,1162,1435,1399,1221,945,602,258,21,20092
300,2025-08-05,127-Singayyanapalya,1,0,0,0,2,32,101,267,741,1019,584,331,297,336,280,393,639,740,960,849,550,324,284,23,8753
301,2025-08-05,128-Garudacharpalya,0,0,0,0,3,38,135,272,540,578,346,260,206,240,223,386,806,1279,1635,1003,495,329,145,7,8926
302,2025-08-05,129-Hoodi,0,0,0,0,0,36,125,324,801,898,595,360,269,242,208,220,391,569,893,717,365,278,101,0,7392
303,2025-08-05,130-Seetharampalya,0,0,0,0,1,40,93,209,527,659,455,262,222,240,356,595,1176,1679,1661,1176,644,384,237,3,10619
304,2025-08-05,131-Kundalahalli,0,0,0,0,0,18,67,134,296,333,277,239,186,284,397,703,1376,1670,1625,983,592,336,155,4,9675
305,2025-08-05,132-Nallur Halli,0,0,0,0,0,28,70,159,346,409,322,193,229,316,353,702,1281,1439,1745,1354,740,391,123,17,10217
306,2025-08-05,133-Sri Sathya Sai Hospital,5,0,0,0,0,5,42,62,126,112,211,308,402,387,564,843,1531,1995,2587,1742,978,365,161,20,12446
307,2025-08-05,134-Pattandur Agrahara,5,0,0,0,0,15,69,116,212,251,318,365,427,540,734,1099,1761,2345,2667,1783,1031,622,330,31,14721
308,2025-08-05,135-Kadugodi Tree Park,0,0,0,0,3,42,179,560,1840,2460,2198,1080,533,632,442,358,385,482,594,508,379,252,122,1,13050
309,2025-08-05,136-Hopefarm Channasandra,0,0,0,0,1,6,34,131,486,677,367,150,102,83,64,46,94,117,156,138,67,36,17,1,2773
310,2025-08-05,137-Whitefield (Kadugodi),0,0,0,0,2,66,334,726,1532,2094,1019,730,341,384,284,244,308,279,447,332,153,150,67,0,9492
311,2025-08-05,21-Nagasandra,0,0,0,0,8,52,214,825,1622,1623,829,467,353,354,290,336,416,540,547,350,194,185,63,4,9272
312,2025-08-05,22-Dasarahalli,0,0,0,0,2,93,277,915,1898,1744,1098,649,582,438,417,330,416,468,519,365,290,213,65,7,10786
313,2025-08-05,23-Jalahalli,0,0,0,0,0,86,161,488,913,875,517,427,336,388,280,252,304,489,685,421,213,128,70,9,7042
314,2025-08-05,24-Peenya Industry,0,0,0,0,1,7,56,190,324,350,179,123,107,79,64,71,81,294,320,188,52,35,23,2,2546
315,2025-08-05,25-Peenya,0,0,0,0,0,19,71,303,540,747,415,160,139,131,110,101,141,348,502,274,135,59,25,6,4226
316,2025-08-05,26-Yeshwanthpur Industry,0,0,0,0,5,90,136,355,647,623,474,285,282,270,274,271,333,478,1011,713,337,152,82,12,6830
317,2025-08-05,27-Yeshwanthpur,0,0,0,0,183,401,419,1131,1235,908,1563,650,614,576,376,716,350,725,635,742,979,665,229,27,13124
318,2025-08-05,28-Sandal Soap Factory,0,0,0,0,3,33,100,364,605,629,444,304,409,391,479,598,639,1100,1421,1323,677,461,379,41,10400
319,2025-08-05,29-Mahalakshmi,0,0,0,0,4,52,183,582,1132,1337,839,474,443,529,335,352,374,564,717,548,279,213,80,5,9042
320,2025-08-05,210-Rajajinagar,0,0,0,0,7,55,189,680,1424,1661,933,645,519,521,502,525,589,679,868,757,514,233,118,22,11441
321,2025-08-05,211-Kuvempu Road,0,0,0,0,1,38,112,423,825,1123,562,309,291,232,185,197,190,219,297,295,172,101,48,4,5624
322,2025-08-05,212-Srirampura,0,0,0,0,1,27,94,393,828,1080,653,369,281,269,202,266,266,336,378,375,218,136,57,5,6234
323,2025-08-05,213-Mantri Square Sampige Road,0,0,0,0,1,30,106,453,979,1188,824,568,633,894,979,839,1024,1436,1800,1635,1121,836,429,43,15818
324,2025-08-05,215-Chickpete,0,0,0,0,1,17,68,244,355,353,315,387,648,1081,1505,1444,1501,1478,1614,1480,1458,786,191,25,14951
325,2025-08-05,216-KR Market,0,0,0,0,1,84,157,295,463,480,403,403,494,600,668,740,933,865,911,811,673,328,150,25,9484
326,2025-08-05,217-National College,0,0,0,0,0,19,101,479,875,1085,909,611,516,799,914,1027,1015,914,1113,923,569,305,101,9,12284
327,2025-08-05,218-Lalbagh,0,0,0,0,2,14,54,162,297,325,227,207,259,244,321,338,552,673,1108,797,365,138,53,3,6139
328,2025-08-05,219-South End Circle,0,0,0,0,1,17,63,186,360,470,331,280,302,570,517,857,730,851,1311,1136,607,226,88,8,8911
329,2025-08-05,220-Jayanagar,0,0,0,0,2,27,101,346,774,891,732,552,518,680,667,836,1549,1333,1703,1373,801,459,184,23,13551
330,2025-08-05,221-RV Road,0,0,0,0,0,21,70,296,734,802,549,363,360,458,407,430,603,704,1107,889,481,244,103,13,8634
331,2025-08-05,222-Banashankarl,0,0,0,0,0,57,164,575,1171,1352,900,639,632,673,578,577,809,999,1210,1095,711,374,190,25,12731
332,2025-08-05,223-JP Nagar,0,0,0,0,2,70,157,623,1449,1641,926,510,405,397,316,353,531,639,910,755,418,256,106,15,10479
333,2025-08-05,224-Puttenahalli,0,0,0,0,2,48,158,756,1675,1948,1016,522,443,335,279,450,533,462,658,519,270,196,72,8,10350
334,2025-08-05,225-Konanakunte Cross,0,0,0,0,9,54,188,879,1508,1618,980,655,553,491,456,486,655,615,654,659,458,303,320,21,11562
335,2025-08-05,226-Doddakallasandra,0,0,0,0,4,19,100,551,927,941,502,330,207,211,162,165,183,210,327,230,142,54,28,4,5297
336,2025-08-05,227-Vajarahalli,0,0,0,0,2,19,69,549,847,890,470,345,249,271,215,258,260,263,294,239,135,97,54,5,5531
337,2025-08-05,228-Thalghattapura,0,0,0,0,1,24,57,299,515,541,269,161,105,199,89,79,154,150,135,141,58,42,24,0,3043
338,2025-08-05,229-Silk Institute,0,0,0,0,2,27,99,471,818,817,539,357,293,293,262,244,507,543,455,287,146,84,41,1,6286
339,2025-08-05,230-Manjunatha Nagar,0,0,0,0,0,17,30,121,219,175,93,77,35,62,50,36,41,43,74,44,26,20,7,0,1170
340,2025-08-05,231-Chikkabidarakallu,0,0,0,0,6,32,107,448,768,832,435,263,201,125,112,89,135,125,193,112,68,53,21,1,4126
341,2025-08-05,232-Madavara,0,0,0,0,2,66,161,541,995,1004,596,436,341,282,198,190,283,332,396,332,161,102,62,0,6480
342,2025-08-06,11-Baiyappanahalli,0,0,0,0,10,83,287,768,2185,3226,1550,801,568,504,374,547,667,983,1064,943,454,280,130,10,15434
343,2025-08-06,12-SV Road,0,0,0,0,9,48,117,407,831,885,618,443,368,401,328,692,1064,1482,1386,1160,498,255,144,28,11164
344,2025-08-06,13-Indiranagar,0,0,0,0,5,38,201,690,1443,2195,1541,902,760,858,929,1218,1842,2576,3708,3223,1753,950,606,76,25514
345,2025-08-06,14-Halasuru,0,0,0,0,0,48,203,587,1238,1732,1045,579,404,342,444,407,509,634,803,668,426,238,167,10,10484
346,2025-08-06,15-Trinity,0,0,0,0,2,11,63,176,344,369,382,349,333,461,461,566,902,2108,3968,3048,1264,589,243,39,15678
347,2025-08-06,16-MG Road,0,0,0,0,1,33,57,188,401,455,392,737,862,976,1139,1578,1772,2670,3846,3456,1923,1227,866,178,22757
348,2025-08-06,17-Cubbon Park,0,0,0,0,0,23,69,231,505,541,481,394,577,605,622,941,1242,2441,3475,2318,980,461,255,34,16195
349,2025-08-06,18-Vidhana Soudha,0,0,0,0,0,5,46,97,258,290,403,431,540,700,776,878,1149,2998,2447,1496,576,261,95,8,13454
350,2025-08-06,19-Sir.M. Visveshwaraya,0,0,0,0,0,6,46,145,264,325,454,757,998,967,949,1000,1463,2463,2385,1363,792,421,138,17,14953
351,2025-08-06,110-Kempegowda,0,0,0,0,176,633,949,1463,2004,2236,1629,1511,1553,1528,1675,1370,1707,2063,2350,2504,1924,1537,867,182,29861
352,2025-08-06,111-Bangalore City Station,0,0,0,0,75,181,675,810,1503,1730,987,704,545,484,384,357,398,682,529,548,406,495,232,62,11787
353,2025-08-06,112-Magadi Road,0,0,0,0,10,71,174,574,1081,1607,1184,481,369,292,262,249,343,337,358,322,219,129,82,20,8164
354,2025-08-06,113-Hosahalli,0,0,0,0,4,60,239,845,1915,2399,1586,713,522,417,369,333,357,505,495,449,289,184,67,8,11756
355,2025-08-06,114-Vijayanagar,0,0,0,0,6,95,277,899,2109,2838,1604,744,552,542,447,384,481,471,474,514,451,268,174,32,13362
356,2025-08-06,115-Attiguppe,0,0,0,0,9,68,212,747,1763,2021,1229,518,389,396,305,367,351,338,329,315,222,177,112,15,9883
357,2025-08-06,116-Deepanjali Nagar,0,0,0,0,19,66,127,325,697,773,515,236,219,220,131,176,141,183,212,256,161,138,79,12,4686
358,2025-08-06,117-Mysuru Road,0,0,0,0,3,28,160,605,1426,1725,896,384,277,467,333,210,255,361,254,265,147,98,65,9,7968
359,2025-08-06,118-Nayandahalli,0,0,0,0,0,15,46,149,261,264,183,104,109,110,91,90,133,134,135,143,111,51,50,10,2189
360,2025-08-06,119-Rajarajeshwari Nagar,0,0,0,0,0,41,177,519,993,1162,662,344,283,329,314,259,269,310,316,247,202,149,100,11,6687
361,2025-08-06,120-Jnanabharathi,0,0,0,0,0,27,112,413,873,954,544,316,291,182,199,150,173,209,177,128,99,76,37,0,4960
362,2025-08-06,121-Pattangere,0,0,0,0,0,46,101,349,639,771,331,217,339,639,424,636,742,672,613,274,144,89,61,6,7093
363,2025-08-06,122-Kengeri Bus Terminal,0,0,0,0,9,56,161,620,925,1035,605,449,417,410,333,311,377,394,363,303,190,140,88,5,7191
364,2025-08-06,123-Kengeri,0,0,0,0,5,17,117,416,948,976,527,319,275,201,166,215,226,293,345,258,199,141,68,1,5713
365,2025-08-06,124-Challaghatta,0,0,0,0,7,39,104,271,612,644,388,355,250,382,308,352,563,504,497,329,154,99,33,2,5893
