Unique ID,Datetime,Stop Name,Remote Unit,Line,Connecting Lines,Daytime Routes,North Direction Label,South Direction Label,Division,Structure,Borough,Neighborhood,Latitude,Longitude,Entries,Exits
430,2017-02-06 12:00:00,South Ferry,R001,Broadway - 7Av,R1,1,Uptown Bronx,,IRT,Subway,M,Financial District,40.702068,-74.013664,3184.0,3554.0
431,2017-02-06 12:00:00,Spring St,R282,8th Av - Fulton St,CE,CE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Financial District,40.726227,-74.003739,1281.0,612.0
432,2017-02-06 12:00:00,Spring St,R322,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Financial District,40.722301,-73.997141,1590.0,2431.0
433,2017-02-06 12:00:00,St Lawrence Av,R245,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Parkchester/Soundview,40.831509,-73.86761800000001,970.0,456.0
434,2017-02-06 12:00:00,Steinway St,R238,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Astoria,40.756879,-73.92074000000001,3151.0,1652.0
435,2017-02-06 12:00:00,Sterling St,R209,Nostrand,25,25,Manhattan,Flatbush,IRT,Subway,Bk,South Crown Heights/Lefferts Gardens,40.662742,-73.95085,1482.0,438.0
436,2017-02-06 12:00:00,Sutphin Blvd,R128,Queens Blvd,F,F,179 St,Manhattan,IND,Subway,Q,Hillcrest/Fresh Meadows,40.70546,-73.81070799999999,1189.0,449.0
437,2017-02-06 12:00:00,Sutphin Blvd - Archer Av - JFK Airport,R024,Queens - Archer,EJZ,EJZ,Jamaica Center,Manhattan,IND,Subway,Q,Jamaica/Hollis,40.700486,-73.807969,4936.0,2912.0
438,2017-02-06 12:00:00,Sutter Av,R349,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Elevated,Bk,Brownsville,40.669367,-73.901975,1104.0,464.0
440,2017-02-06 12:00:00,Times Sq - 42 St,R032,"Broadway - 7Av, Flushing, Lexington - Shuttle",1237ACENQRS,1237S,Uptown Bronx Queens,Downtown Brooklyn 34 St - Hudson Yards Grand Central,IRT,Subway,M,Clinton/Chelsea,40.75558333333333,-73.98713833333333,1050.0,3088.0
441,2017-02-06 12:00:00,Times Sq - 42 St,R032,"Broadway - 7Av, Flushing, Lexington - Shuttle",ACENQRS1237,1237S,Uptown Bronx Queens,Downtown Brooklyn 34 St - Hudson Yards Grand Central,IRT,Subway,M,Clinton/Chelsea,40.75558333333333,-73.98713833333333,1434.0,3390.0
442,2017-02-06 12:00:00,Times Sq - 42 St,R032,Broadway - Brighton,1237ACENQRS,NQRW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.754672,-73.986754,1405.0,4539.0
443,2017-02-06 12:00:00,Times Sq - 42 St,R033,"Broadway - 7Av, Flushing, Lexington - Shuttle",1237ACENQRS,1237S,Uptown Bronx Queens,Downtown Brooklyn 34 St - Hudson Yards Grand Central,IRT,Subway,M,Clinton/Chelsea,40.75558333333333,-73.98713833333333,5215.0,5764.0
444,2017-02-06 12:00:00,Tremont Av,R154,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Fordham/University Heights,40.85041,-73.905227,2409.0,938.0
445,2017-02-06 12:00:00,Union St,R231,4th Av,R,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Park Slope/Carroll Gardens,40.677316,-73.98311,1243.0,692.0
446,2017-02-06 12:00:00,Utica Av,R153,8th Av - Fulton St,AC,AC,Manhattan,Euclid - Lefferts - Rockaways,IND,Subway,Bk,Crown Heights/Prospect Heights,40.679364,-73.930729,3694.0,1639.0
447,2017-02-06 12:00:00,Van Cortlandt Park - 242 St,R117,Broadway - 7Av,1,1,,Manhattan,IRT,Elevated,Bx,Riverdale/Fieldston,40.889248,-73.898583,1499.0,270.0
448,2017-02-06 12:00:00,Van Siclen Av,R068,Eastern Pky,3,3,Manhattan,New Lots,IRT,Elevated,Bk,East New York/Starrett City,40.665449,-73.889395,1464.0,809.0
449,2017-02-06 12:00:00,Van Siclen Av,R434,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Bk,East New York/Starrett City,40.678024,-73.891688,677.0,479.0
450,2017-02-06 12:00:00,Van Siclen Av,R441,8th Av - Fulton St,C,C,Manhattan,Euclid Av,IND,Subway,Bk,East New York/Starrett City,40.67271,-73.89035799999999,788.0,451.0
451,2017-02-06 12:00:00,Vernon Blvd - Jackson Av,R276,Flushing,7,7,Flushing,Manhattan,IRT,Subway,Q,Woodside/Sunnyside,40.742626,-73.953581,3319.0,1347.0
452,2017-02-06 12:00:00,W 4 St,R138,"8th Av - Fulton St, 6th Av - Culver",ABCDEFM,ACEBDFM,Uptown - Queens Uptown - Queens,Downtown Brooklyn Downtown Brooklyn,IND,Subway,M,Financial District,40.732338,-74.000495,6372.0,9379.0
453,2017-02-06 12:00:00,W 8 St - NY Aquarium,R312,Broadway - Brighton,FQ,FQ,Manhattan,Stillwell Av,BMT,Elevated,Bk,Coney Island,40.576127,-73.975939,559.0,358.0
454,2017-02-06 12:00:00,Wakefield - 241 St,R145,Lenox - White Plains Rd,2,2,,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.903125,-73.85061999999999,912.0,730.0
455,2017-02-06 12:00:00,Wall St,R027,Clark St,23,23,Uptown Bronx,Brooklyn,IRT,Subway,M,Financial District,40.706821000000005,-74.0091,1790.0,6285.0
456,2017-02-06 12:00:00,Wall St,R043,Lexington Av,45,45,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Financial District,40.707557,-74.011862,3138.0,4881.0
457,2017-02-06 12:00:00,West Farms Sq - E Tremont Av,R387,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Elevated,Bx,Morrisania/Crotona,40.840295000000005,-73.880049,1896.0,887.0
458,2017-02-06 12:00:00,Westchester Sq - E Tremont Av,R107,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Morris Park/Bronxdale,40.839892,-73.842952,1593.0,1070.0
459,2017-02-06 12:00:00,Whitehall St,R001,Broadway,R1,RW,Uptown Queens,Brooklyn,BMT,Subway,M,Financial District,40.703087,-74.01299399999999,2727.0,5412.0
460,2017-02-06 12:00:00,Whitlock Av,R325,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Hunts Point/Longwood,40.826525,-73.88628299999999,417.0,246.0
461,2017-02-06 12:00:00,Wilson Av,R295,Canarsie,L,L,Manhattan,Canarsie - Rockaway Parkway,BMT,Subway,Bk,Bushwick,40.688764,-73.904046,1094.0,468.0
462,2017-02-06 12:00:00,Winthrop St,R451,Nostrand,25,25,Manhattan,Flatbush,IRT,Subway,Bk,South Crown Heights/Lefferts Gardens,40.656652,-73.9502,1864.0,403.0
463,2017-02-06 12:00:00,Woodhaven Blvd,R006,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.693879,-73.851576,969.0,260.0
464,2017-02-06 12:00:00,Woodhaven Blvd,R201,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Elmhurst/Corona,40.733106,-73.869229,5113.0,2245.0
465,2017-02-06 12:00:00,Woodlawn,R052,Jerome Av,4,4,,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.886037,-73.878751,1304.0,209.0
466,2017-02-06 12:00:00,Woodside - 61 St,R147,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.74563,-73.902984,4363.0,2348.0
467,2017-02-06 12:00:00,York St,R301,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Subway,Bk,Fort Greene/Brooklyn Heights,40.701397,-73.986751,1630.0,1599.0
468,2017-02-06 12:00:00,Zerega Av,R326,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Elevated,Bx,Parkchester/Soundview,40.836488,-73.847036,614.0,394.0
0,2017-02-06 16:00:00,1 Av,R248,Canarsie,L,L,8 Av,Brooklyn,BMT,Subway,M,Lower East Side/Chinatown,40.730953,-73.981628,6936.0,5266.0
1,2017-02-06 16:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,4264.0,1227.0
2,2017-02-06 16:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,2835.0,1876.0
3,2017-02-06 16:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,928.0,961.0
4,2017-02-06 16:00:00,103 St - Corona Plaza,R208,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.749865,-73.8627,3351.0,5520.0
5,2017-02-06 16:00:00,104 St,R007,Jamaica,JZ,JZ,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.695178000000006,-73.84433,293.0,322.0
6,2017-02-06 16:00:00,104 St,R354,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,Kew Gardens/Woodhaven,40.681711,-73.837683,205.0,273.0
7,2017-02-06 16:00:00,110 St,R181,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.79502,-73.94425,3373.0,2742.0
8,2017-02-06 16:00:00,111 St,R008,Jamaica,J,J,Jamaica,Manhattan,BMT,Elevated,Q,Kew Gardens/Woodhaven,40.697418,-73.836345,680.0,711.0
9,2017-02-06 16:00:00,111 St,R310,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Jackson Heights,40.75173,-73.855334,1616.0,2694.0
10,2017-02-06 16:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park/Howard Beach,40.684331,-73.832163,212.0,359.0
11,2017-02-06 16:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.94161700000001,4311.0,2279.0
12,2017-02-06 16:00:00,116 St,R324,Lenox - White Plains Rd,23,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.802098,-73.949625,2657.0,1600.0
13,2017-02-06 16:00:00,116 St,R333,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Central Harlem,40.805085,-73.954882,1166.0,1040.0
14,2017-02-06 16:00:00,116 St - Columbia University,R159,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Morningside Heights/Hamilton,40.807722,-73.96410999999999,6153.0,1753.0
15,2017-02-06 16:00:00,125 St,R034,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Elevated,M,Morningside Heights/Hamilton,40.815581,-73.958372,2104.0,2100.0
16,2017-02-06 16:00:00,125 St,R102,8th Av - Fulton St,ACBD,ABCD,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Central Harlem,40.811109,-73.952343,8830.0,6546.0
17,2017-02-06 16:00:00,125 St,R132,Lexington Av,456,456,Bronx,Downtown Brooklyn,IRT,Subway,M,East Harlem,40.804138,-73.93759399999999,6524.0,5424.0
18,2017-02-06 16:00:00,125 St,R205,Lenox - White Plains Rd,245,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.807754,-73.945495,1685.0,180.0
19,2017-02-06 16:00:00,125 St,R206,Lenox - White Plains Rd,23,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.807754,-73.945495,3259.0,899.0
20,2017-02-06 16:00:00,135 St,R207,Lenox - White Plains Rd,23,23,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.814229,-73.94077,4020.0,1004.0
21,2017-02-06 16:00:00,135 St,R332,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Central Harlem,40.817894,-73.947649,1649.0,1146.0
22,2017-02-06 16:00:00,137 St - City College,R169,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Morningside Heights/Hamilton,40.822008,-73.953676,3994.0,3604.0
23,2017-02-06 16:00:00,138 St - Grand Concourse,R307,Jerome Av,45,45,Woodlawn - Eastchester Dyre Av,Manhattan,IRT,Subway,Bx,Highbridge/Concourse,40.813224,-73.929849,1070.0,860.0
24,2017-02-06 16:00:00,14 St,R105,Broadway - 7Av,123FLM,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Financial District,40.737826,-74.000201,6402.0,3014.0
25,2017-02-06 16:00:00,14 St,R163,6th Av - Culver,FLM123,FM,Uptown Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.738228,-73.996209,6958.0,5414.0
26,2017-02-06 16:00:00,14 St,R175,8th Av - Fulton St,ACEL,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.740893,-74.00169,6649.0,2453.0
27,2017-02-06 16:00:00,14 St - Union Sq,R170,"Broadway - Brighton, Canarsie",456LNQR,NQRWL,Uptown Queens 8 Av,Downtown Brooklyn Brooklyn,BMT,Subway,M,Financial District,40.7352625,-73.990649,8605.0,4027.0
28,2017-02-06 16:00:00,14 St - Union Sq,R170,"Broadway - Brighton, Canarsie",LNQR456,NQRWL,Uptown Queens 8 Av,Downtown Brooklyn Brooklyn,BMT,Subway,M,Financial District,40.7352625,-73.990649,10551.0,8137.0
29,2017-02-06 16:00:00,14 St - Union Sq,R170,"Broadway - Brighton, Canarsie",LNRQ456,NQRWL,Uptown Queens 8 Av,Downtown Brooklyn Brooklyn,BMT,Subway,M,Financial District,40.7352625,-73.990649,5754.0,1056.0
30,2017-02-06 16:00:00,14 St - Union Sq,R170,Lexington Av,LNQR456,456,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Financial District,40.734673,-73.989951,9225.0,7700.0
31,2017-02-06 16:00:00,145 St,R101,"8th Av - Fulton St, Concourse",ABCD,ACBD,Uptown Bronx Uptown Bronx,Downtown Brooklyn Downtown Brooklyn,IND,Subway,M,Morningside Heights/Hamilton,40.824783,-73.944216,6379.0,7598.0
32,2017-02-06 16:00:00,145 St,R273,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Morningside Heights/Hamilton,40.826551,-73.95036,2118.0,2186.0
33,2017-02-06 16:00:00,145 St,R344,Lenox - White Plains Rd,3,3,148 St,Downtown Brooklyn,IRT,Subway,M,Central Harlem,40.820421,-73.936245,681.0,69.0
34,2017-02-06 16:00:00,149 St - Grand Concourse,R205,"Jerome Av, Lenox - White Plains Rd",245,425,Woodlawn Wakefield - Eastchester,Manhattan Manhattan,IRT,Subway,Bx,Highbridge/Concourse,40.8183925,-73.9270345,3930.0,1845.0
35,2017-02-06 16:00:00,155 St,R315,Concourse,BD,BD,Bronx,Downtown Brooklyn,IND,Subway,M,Central Harlem,40.830135,-73.938209,800.0,583.0
36,2017-02-06 16:00:00,155 St,R331,8th Av - Fulton St,C,C,Uptown,Downtown Brooklyn,IND,Subway,M,Morningside Heights/Hamilton,40.830518,-73.941514,472.0,665.0
37,2017-02-06 16:00:00,157 St,R193,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Washington Heights/Inwood,40.834041,-73.94489,2289.0,2066.0
38,2017-02-06 16:00:00,163 St - Amsterdam Av,R296,8th Av - Fulton St,C,C,Uptown,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.836013,-73.939892,734.0,368.0
39,2017-02-06 16:00:00,167 St,R104,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Highbridge/Concourse,40.833771,-73.91844,2191.0,1647.0
40,2017-02-06 16:00:00,167 St,R221,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Highbridge/Concourse,40.835537,-73.9214,2015.0,3455.0
41,2017-02-06 16:00:00,168 St,R035,8th Av - Fulton St,1AC,AC,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.840719,-73.939561,1319.0,258.0
42,2017-02-06 16:00:00,168 St,R035,8th Av - Fulton St,AC1,AC,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.840719,-73.939561,2050.0,980.0
43,2017-02-06 16:00:00,168 St - Washington Hts,R035,Broadway - 7Av,1AC,1,Uptown Bronx,Downtown,IRT,Subway,M,Washington Heights/Inwood,40.840556,-73.94013299999999,6297.0,3027.0
44,2017-02-06 16:00:00,169 St,R115,Queens Blvd,F,F,179 St,Manhattan,IND,Subway,Q,Hillcrest/Fresh Meadows,40.71047,-73.793604,2201.0,2897.0
45,2017-02-06 16:00:00,170 St,R243,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Highbridge/Concourse,40.840075,-73.91779100000001,2049.0,2273.0
46,2017-02-06 16:00:00,170 St,R443,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Highbridge/Concourse,40.839306,-73.9134,1428.0,1072.0
47,2017-02-06 16:00:00,174 St,R386,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Elevated,Bx,Morrisania/Crotona,40.837288,-73.887734,1496.0,1545.0
48,2017-02-06 16:00:00,174-175 Sts,R253,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Fordham/University Heights,40.8459,-73.910136,1424.0,675.0
49,2017-02-06 16:00:00,175 St,R126,8th Av - Fulton St,A,A,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.847391,-73.939704,2663.0,2684.0
50,2017-02-06 16:00:00,176 St,R309,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Fordham/University Heights,40.84848,-73.911794,1354.0,1047.0
51,2017-02-06 16:00:00,18 Av,R242,6th Av - Culver,F,F,Manhattan,Coney Island,IND,Elevated,Bk,Borough Park,40.629755,-73.97697099999999,1024.0,903.0
52,2017-02-06 16:00:00,18 Av,R372,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.607954,-74.001736,1029.0,689.0
53,2017-02-06 16:00:00,18 Av,R392,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Bensonhurst,40.620671,-73.990414,342.0,1489.0
54,2017-02-06 16:00:00,18 St,R321,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Clinton/Chelsea,40.741040000000005,-73.99787099999999,3417.0,1332.0
55,2017-02-06 16:00:00,181 St,R174,8th Av - Fulton St,A,A,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.851695,-73.937969,1765.0,2983.0
56,2017-02-06 16:00:00,181 St,R260,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Washington Heights/Inwood,40.849505,-73.933596,3334.0,3975.0
57,2017-02-06 16:00:00,182-183 Sts,R237,Concourse,BD,BD,Bedford Pk Blvd 205 St,Manhattan,IND,Subway,Bx,Fordham/University Heights,40.856093,-73.900741,980.0,521.0
58,2017-02-06 16:00:00,183 St,R275,Jerome Av,4,4,Woodlawn,Manhattan,IRT,Elevated,Bx,Fordham/University Heights,40.858407,-73.903879,1170.0,1197.0
59,2017-02-06 16:00:00,190 St,R280,8th Av - Fulton St,A,A,207 St,Downtown Brooklyn,IND,Subway,M,Washington Heights/Inwood,40.859022,-73.93418,365.0,360.0
60,2017-02-06 16:00:00,191 St,R274,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Washington Heights/Inwood,40.855225,-73.929412,2274.0,3112.0
61,2017-02-06 16:00:00,2 Av,R300,6th Av - Culver,F,F,Uptown Queens,Downtown Brooklyn,IND,Subway,M,Lower East Side/Chinatown,40.723402,-73.989938,4298.0,4497.0
62,2017-02-06 16:00:00,20 Av,R373,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.604556,-73.998168,729.0,758.0
63,2017-02-06 16:00:00,20 Av,R393,Sea Beach,N,N,Manhattan,Coney Island,BMT,Open Cut,Bk,Bensonhurst,40.61741,-73.985026,163.0,55.0
64,2017-02-06 16:00:00,207 St,R037,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Elevated,M,Washington Heights/Inwood,40.864621,-73.91882199999999,1708.0,1064.0
65,2017-02-06 16:00:00,21 St,R360,Crosstown,G,G,Court Sq,Brooklyn,IND,Subway,Q,Woodside/Sunnyside,40.744065,-73.949724,649.0,278.0
66,2017-02-06 16:00:00,21 St - Queensbridge,R303,63rd St,F,F,Jamaica,Manhattan,IND,Subway,Q,Astoria,40.754203,-73.942836,2945.0,1784.0
67,2017-02-06 16:00:00,215 St,R038,Broadway - 7Av,1,1,Bronx,Downtown,IRT,Elevated,M,Washington Heights/Inwood,40.869444,-73.915279,593.0,246.0
68,2017-02-06 16:00:00,219 St,R365,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.883895,-73.862633,596.0,521.0
69,2017-02-06 16:00:00,225 St,R366,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.888022,-73.860341,789.0,634.0
70,2017-02-06 16:00:00,23 St,R083,Broadway - Brighton,NR,RW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.741303,-73.98934399999999,10683.0,2816.0
71,2017-02-06 16:00:00,23 St,R111,8th Av - Fulton St,CE,CE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.745906,-73.998041,8510.0,3884.0
72,2017-02-06 16:00:00,23 St,R131,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Stuyvesant Town/Turtle Bay,40.739864,-73.986599,10059.0,4908.0
73,2017-02-06 16:00:00,23 St,R190,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Clinton/Chelsea,40.744081,-73.995657,4773.0,2799.0
74,2017-02-06 16:00:00,23 St,R203,6th Av - Culver,FM,FM,Uptown Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.742878000000005,-73.99282099999999,6129.0,2008.0
75,2017-02-06 16:00:00,23 St,R453,6th Av - Culver,FM,FM,Uptown Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.742878000000005,-73.99282099999999,4813.0,3249.0
76,2017-02-06 16:00:00,231 St,R040,Broadway - 7Av,1,1,242 St,Manhattan,IRT,Elevated,Bx,Riverdale/Fieldston,40.878856,-73.904834,2085.0,575.0
77,2017-02-06 16:00:00,233 St,R367,Lenox - White Plains Rd,25,25,Wakefield - 241 St,Manhattan,IRT,Elevated,Bx,Williamsbridge/Baychester,40.893193,-73.857473,938.0,528.0
78,2017-02-06 16:00:00,238 St,R306,Broadway - 7Av,1,1,242 St,Manhattan,IRT,Elevated,Bx,Riverdale/Fieldston,40.884667,-73.90087,629.0,27.0
79,2017-02-06 16:00:00,25 Av,R399,West End,D,D,Manhattan,Coney Island,BMT,Elevated,Bk,Bensonhurst,40.597704,-73.986829,973.0,522.0
80,2017-02-06 16:00:00,25 St,R278,4th Av,R,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Sunset Park,40.660397,-73.998091,629.0,244.0
81,2017-02-06 16:00:00,25 St,R455,4th Av,R,R,Manhattan,Bay Ridge - 95 St,BMT,Subway,Bk,Sunset Park,40.660397,-73.998091,315.0,618.0
82,2017-02-06 16:00:00,28 St,R082,Broadway - Brighton,NR,RW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.745494,-73.988691,5362.0,3309.0
83,2017-02-06 16:00:00,28 St,R143,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Stuyvesant Town/Turtle Bay,40.74307,-73.984264,7678.0,3780.0
84,2017-02-06 16:00:00,28 St,R272,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Clinton/Chelsea,40.747215,-73.993365,5415.0,1944.0
85,2017-02-06 16:00:00,3 Av,R330,Canarsie,L,L,8 Av,Brooklyn,BMT,Subway,M,Lower East Side/Chinatown,40.732849,-73.986122,2481.0,1457.0
86,2017-02-06 16:00:00,3 Av - 138 St,R445,Pelham,6,6,Pelham Bay Park,Manhattan,IRT,Subway,Bx,Hunts Point/Longwood,40.810476,-73.926138,1729.0,1599.0
87,2017-02-06 16:00:00,3 Av - 149 St,R053,Lenox - White Plains Rd,25,25,Wakefield - Eastchester,Manhattan,IRT,Subway,Bx,Hunts Point/Longwood,40.816109,-73.917757,6791.0,2620.0
88,2017-02-06 16:00:00,30 Av,R093,Astoria,NQ,NW,Astoria - Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.766779,-73.921479,2408.0,4177.0
89,2017-02-06 16:00:00,33 St,R176,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,Stuyvesant Town/Turtle Bay,40.746081,-73.982076,9889.0,4429.0
90,2017-02-06 16:00:00,33 St,R291,Flushing,7,7,Flushing,Manhattan,IRT,Elevated,Q,Woodside/Sunnyside,40.744587,-73.93099699999999,6670.0,1587.0
91,2017-02-06 16:00:00,34 St - 11 Av,R072,Flushing,7,7,Queens,,IRT,Subway,M,Clinton/Chelsea,40.755882,-74.00191,6180.0,1577.0
92,2017-02-06 16:00:00,34 St - Herald Sq,R022,6th Av - Culver,BDFMNQR,BDFM,Uptown Bronx - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.749719,-73.98782299999999,21076.0,12196.0
93,2017-02-06 16:00:00,34 St - Herald Sq,R022,Broadway - Brighton,BDFMNQR,NQRW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.749567,-73.98795,6793.0,2261.0
94,2017-02-06 16:00:00,34 St - Herald Sq,R023,Broadway - Brighton,BDFMNQR,NQRW,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Clinton/Chelsea,40.749567,-73.98795,8220.0,6143.0
95,2017-02-06 16:00:00,34 St - Penn Station,R012,8th Av - Fulton St,ACE,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.752287,-73.993391,13679.0,15208.0
96,2017-02-06 16:00:00,34 St - Penn Station,R013,8th Av - Fulton St,ACE,ACE,Uptown - Queens,Downtown Brooklyn,IND,Subway,M,Clinton/Chelsea,40.752287,-73.993391,6271.0,10413.0
97,2017-02-06 16:00:00,34 St - Penn Station,R031,Broadway - 7Av,123,123,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Clinton/Chelsea,40.750373,-73.991057,8768.0,15191.0
98,2017-02-06 16:00:00,36 Av,R091,Astoria,NQ,NW,Astoria - Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.756804,-73.929575,1759.0,1648.0
99,2017-02-06 16:00:00,36 St,R197,4th Av,DNR,DNR,Manhattan,Coney Island - Bay Ridge,BMT,Subway,Bk,Sunset Park,40.655144,-74.00354899999999,3657.0,1733.0
100,2017-02-06 16:00:00,36 St,R339,Queens Blvd,MR,MR,Forest Hills,Manhattan,IND,Subway,Q,Astoria,40.752039,-73.928781,2023.0,455.0
101,2017-02-06 16:00:00,39 Av,R090,Astoria,NQ,NW,Astoria - Ditmars Blvd,Manhattan,BMT,Elevated,Q,Astoria,40.752882,-73.932755,1109.0,367.0
102,2017-02-06 16:00:00,4 Av,R258,6th Av - Culver,DFGMNR,FG,Manhattan - Queens,Church Av - Coney Island,IND,Viaduct,Bk,Park Slope/Carroll Gardens,40.670272,-73.989779,1076.0,1594.0
