train_code,station_code,line,scheduled_departure,actual_departure,delay_min,status,occupancy_pct
TR-G20,ST07,Green,2026-08-18 08:30:00,2026-08-18 08:33:00,3,minor_delay,65.3
TR-G20,ST07,Green,2026-08-19 08:00:00,2026-08-19 08:10:00,10,delayed,96.4
TR-G20,ST07,Green,2026-08-20 05:45:00,2026-08-20 05:45:00,0,on_time,50.5
TR-G21,ST07,Green,2026-08-07 08:45:00,2026-08-07 08:55:00,10,delayed,34.5
TR-G21,ST07,Green,2026-08-08 06:45:00,2026-08-08 06:50:00,5,minor_delay,64.0
TR-G21,ST07,Green,2026-08-09 09:15:00,2026-08-09 09:18:00,3,minor_delay,71.5
TR-G21,ST07,Green,2026-08-10 05:00:00,2026-08-10 05:00:00,0,on_time,81.0
TR-G21,ST07,Green,2026-08-11 07:15:00,2026-08-11 07:18:00,3,minor_delay,102.9
TR-G21,ST07,Green,2026-08-12 05:15:00,2026-08-12 05:23:00,8,delayed,65.6
TR-G21,ST07,Green,2026-08-13 08:30:00,2026-08-13 08:35:00,5,minor_delay,60.8
TR-G21,ST07,Green,2026-08-14 06:45:00,2026-08-14 06:49:00,4,minor_delay,51.1
TR-G21,ST07,Green,2026-08-15 05:30:00,2026-08-15 05:34:00,4,minor_delay,46.1
TR-G21,ST07,Green,2026-08-16 08:45:00,2026-08-16 08:54:00,9,delayed,84.0
TR-G21,ST07,Green,2026-08-17 06:30:00,2026-08-17 06:30:00,0,on_time,110.0
TR-G21,ST07,Green,2026-08-18 05:30:00,2026-08-18 05:30:00,0,on_time,36.4
TR-G21,ST07,Green,2026-08-19 06:00:00,2026-08-19 06:01:00,1,on_time,33.0
TR-G21,ST07,Green,2026-08-20 05:30:00,2026-08-20 05:30:00,0,on_time,54.8
TR-G22,ST08,Green,2026-08-07 07:00:00,2026-08-07 07:04:00,4,minor_delay,94.2
TR-G22,ST08,Green,2026-08-08 08:30:00,2026-08-08 08:34:00,4,minor_delay,62.4
TR-G22,ST08,Green,2026-08-09 08:30:00,2026-08-09 08:40:00,10,delayed,57.1
TR-G22,ST08,Green,2026-08-10 07:30:00,2026-08-10 07:31:00,1,on_time,59.3
TR-G22,ST08,Green,2026-08-11 08:30:00,2026-08-11 08:31:00,1,on_time,63.8
TR-G22,ST08,Green,2026-08-12 06:00:00,2026-08-12 06:00:00,0,on_time,63.2
TR-G22,ST08,Green,2026-08-13 08:30:00,2026-08-13 08:41:00,11,delayed,57.3
TR-G22,ST08,Green,2026-08-14 07:30:00,2026-08-14 07:31:00,1,on_time,58.2
TR-G22,ST08,Green,2026-08-15 06:30:00,2026-08-15 06:30:00,0,on_time,75.6
TR-G22,ST08,Green,2026-08-16 06:15:00,2026-08-16 06:20:00,5,minor_delay,60.1
TR-G22,ST08,Green,2026-08-17 05:30:00,2026-08-17 05:30:00,0,on_time,94.1
TR-G22,ST08,Green,2026-08-18 06:45:00,2026-08-18 06:45:00,0,on_time,62.8
TR-G22,ST08,Green,2026-08-19 08:15:00,2026-08-19 08:17:00,2,on_time,58.9
TR-G22,ST08,Green,2026-08-20 07:00:00,2026-08-20 07:04:00,4,minor_delay,50.6
TR-G23,ST08,Green,2026-08-07 07:00:00,2026-08-07 07:06:00,6,minor_delay,81.2
TR-G23,ST08,Green,2026-08-08 07:00:00,2026-08-08 07:00:00,0,on_time,82.7
TR-G23,ST08,Green,2026-08-09 07:45:00,2026-08-09 07:47:00,2,on_time,58.3
TR-G23,ST08,Green,2026-08-10 08:15:00,2026-08-10 08:17:00,2,on_time,87.2
TR-G23,ST08,Green,2026-08-11 06:30:00,2026-08-11 06:30:00,0,on_time,90.5
TR-G23,ST08,Green,2026-08-12 08:15:00,2026-08-12 08:18:00,3,minor_delay,63.4
TR-G23,ST08,Green,2026-08-13 08:45:00,2026-08-13 08:47:00,2,on_time,101.2
TR-G23,ST08,Green,2026-08-14 09:15:00,2026-08-14 09:22:00,7,delayed,79.0
TR-G23,ST08,Green,2026-08-15 05:00:00,2026-08-15 05:04:00,4,minor_delay,60.4
TR-G23,ST08,Green,2026-08-16 07:30:00,2026-08-16 07:36:00,6,minor_delay,59.3
TR-G23,ST08,Green,2026-08-17 07:45:00,2026-08-17 07:47:00,2,on_time,62.2
TR-G23,ST08,Green,2026-08-18 08:30:00,2026-08-18 08:38:00,8,delayed,59.0
TR-G23,ST08,Green,2026-08-19 07:00:00,2026-08-19 07:03:00,3,minor_delay,107.1
TR-G23,ST08,Green,2026-08-20 05:45:00,2026-08-20 05:48:00,3,minor_delay,60.5
TR-G24,ST08,Green,2026-08-07 06:15:00,2026-08-07 06:23:00,8,delayed,65.5
TR-G24,ST08,Green,2026-08-08 06:45:00,2026-08-08 06:50:00,5,minor_delay,53.6
TR-G24,ST08,Green,2026-08-09 07:00:00,2026-08-09 07:03:00,3,minor_delay,36.8
TR-G24,ST08,Green,2026-08-10 06:45:00,2026-08-10 06:45:00,0,on_time,102.4
TR-G24,ST08,Green,2026-08-11 08:45:00,2026-08-11 08:49:00,4,minor_delay,47.5
TR-G24,ST08,Green,2026-08-12 05:00:00,2026-08-12 05:00:00,0,on_time,71.0
TR-G24,ST08,Green,2026-08-13 05:00:00,2026-08-13 05:04:00,4,minor_delay,66.4
TR-G24,ST08,Green,2026-08-14 07:15:00,2026-08-14 07:27:00,12,delayed,62.0
TR-G24,ST08,Green,2026-08-15 06:15:00,2026-08-15 06:16:00,1,on_time,89.1
TR-G24,ST08,Green,2026-08-16 09:15:00,2026-08-16 09:26:00,11,delayed,53.0
TR-G24,ST08,Green,2026-08-17 08:15:00,2026-08-17 08:19:00,4,minor_delay,43.5
TR-G24,ST08,Green,2026-08-18 05:00:00,2026-08-18 05:04:00,4,minor_delay,84.7
TR-G24,ST08,Green,2026-08-19 08:30:00,2026-08-19 08:35:00,5,minor_delay,82.7
TR-G24,ST08,Green,2026-08-20 06:30:00,2026-08-20 06:36:00,6,minor_delay,58.6
TR-G25,ST09,Green,2026-08-07 07:00:00,2026-08-07 07:06:00,6,minor_delay,54.5
TR-G25,ST09,Green,2026-08-08 08:30:00,2026-08-08 08:34:00,4,minor_delay,67.9
TR-G25,ST09,Green,2026-08-09 06:45:00,2026-08-09 06:51:00,6,minor_delay,62.9
TR-G25,ST09,Green,2026-08-10 09:00:00,2026-08-10 09:06:00,6,minor_delay,73.8
TR-G25,ST09,Green,2026-08-11 07:00:00,2026-08-11 07:10:00,10,delayed,80.1
TR-G25,ST09,Green,2026-08-12 07:00:00,2026-08-12 07:02:00,2,on_time,66.6
TR-G25,ST09,Green,2026-08-13 07:45:00,2026-08-13 07:51:00,6,minor_delay,79.4
TR-G25,ST09,Green,2026-08-14 06:30:00,2026-08-14 06:34:00,4,minor_delay,51.8
TR-G25,ST09,Green,2026-08-15 05:30:00,2026-08-15 05:35:00,5,minor_delay,77.6
TR-G25,ST09,Green,2026-08-16 06:45:00,2026-08-16 06:50:00,5,minor_delay,70.5
TR-G25,ST09,Green,2026-08-17 08:45:00,2026-08-17 08:52:00,7,delayed,76.6
TR-G25,ST09,Green,2026-08-18 05:15:00,2026-08-18 05:19:00,4,minor_delay,44.0
TR-G25,ST09,Green,2026-08-19 07:00:00,2026-08-19 07:03:00,3,minor_delay,60.1
TR-G25,ST09,Green,2026-08-20 05:30:00,2026-08-20 05:30:00,0,on_time,63.9
TR-G26,ST09,Green,2026-08-07 06:30:00,2026-08-07 06:30:00,0,on_time,72.1
TR-G26,ST09,Green,2026-08-08 09:15:00,2026-08-08 09:16:00,1,on_time,61.9
TR-G26,ST09,Green,2026-08-09 08:00:00,2026-08-09 08:02:00,2,on_time,85.1
TR-G26,ST09,Green,2026-08-10 08:45:00,2026-08-10 08:46:00,1,on_time,91.6
TR-G26,ST09,Green,2026-08-11 09:15:00,2026-08-11 09:17:00,2,on_time,65.9
TR-G26,ST09,Green,2026-08-12 08:15:00,2026-08-12 08:24:00,9,delayed,73.7
TR-G26,ST09,Green,2026-08-13 05:15:00,2026-08-13 05:19:00,4,minor_delay,68.8
TR-G26,ST09,Green,2026-08-14 09:00:00,2026-08-14 09:03:00,3,minor_delay,90.3
TR-G26,ST09,Green,2026-08-15 07:30:00,2026-08-15 07:37:00,7,delayed,63.6
TR-G26,ST09,Green,2026-08-16 08:45:00,2026-08-16 08:48:00,3,minor_delay,85.1
TR-G26,ST09,Green,2026-08-17 05:45:00,2026-08-17 05:46:00,1,on_time,73.3
TR-G26,ST09,Green,2026-08-18 08:30:00,2026-08-18 08:32:00,2,on_time,54.4
TR-G26,ST09,Green,2026-08-19 05:30:00,2026-08-19 05:36:00,6,minor_delay,33.0
TR-G26,ST09,Green,2026-08-20 06:15:00,2026-08-20 06:22:00,7,delayed,51.8
TR-G27,ST09,Green,2026-08-07 06:00:00,2026-08-07 06:07:00,7,delayed,70.3
TR-G27,ST09,Green,2026-08-08 08:00:00,2026-08-08 08:02:00,2,on_time,75.5
TR-G27,ST09,Green,2026-08-09 08:30:00,2026-08-09 08:30:00,0,on_time,47.7
TR-G27,ST09,Green,2026-08-10 05:00:00,2026-08-10 05:03:00,3,minor_delay,73.2
TR-G27,ST09,Green,2026-08-11 07:30:00,2026-08-11 07:37:00,7,delayed,59.1
TR-G27,ST09,Green,2026-08-12 05:45:00,2026-08-12 05:47:00,2,on_time,82.7
TR-G27,ST09,Green,2026-08-13 06:15:00,2026-08-13 06:16:00,1,on_time,39.1
TR-G27,ST09,Green,2026-08-14 07:15:00,2026-08-14 07:20:00,5,minor_delay,54.0
TR-G27,ST09,Green,2026-08-15 05:00:00,2026-08-15 05:03:00,3,minor_delay,44.5
TR-G27,ST09,Green,2026-08-16 07:30:00,2026-08-16 07:38:00,8,delayed,51.9
TR-G27,ST09,Green,2026-08-17 06:00:00,2026-08-17 06:03:00,3,minor_delay,73.4
TR-G27,ST09,Green,2026-08-18 08:45:00,2026-08-18 08:45:00,0,on_time,43.6
TR-G27,ST09,Green,2026-08-19 08:15:00,2026-08-19 08:27:00,12,delayed,78.3
TR-G27,ST09,Green,2026-08-20 08:45:00,2026-08-20 08:48:00,3,minor_delay,55.7
TR-R28,ST10,Red,2026-08-07 06:30:00,2026-08-07 06:30:00,0,on_time,76.3
TR-R28,ST10,Red,2026-08-08 08:45:00,2026-08-08 08:47:00,2,on_time,83.0
TR-R28,ST10,Red,2026-08-09 05:00:00,2026-08-09 05:00:00,0,on_time,75.7
TR-R28,ST10,Red,2026-08-10 07:15:00,2026-08-10 07:22:00,7,delayed,69.2
TR-R28,ST10,Red,2026-08-11 07:15:00,2026-08-11 07:16:00,1,on_time,77.8
TR-R28,ST10,Red,2026-08-12 06:30:00,2026-08-12 06:36:00,6,minor_delay,63.4
TR-R28,ST10,Red,2026-08-13 05:45:00,2026-08-13 05:49:00,4,minor_delay,79.9
TR-R28,ST10,Red,2026-08-14 08:45:00,2026-08-14 08:51:00,6,minor_delay,54.6
TR-R28,ST10,Red,2026-08-15 05:45:00,2026-08-15 05:48:00,3,minor_delay,107.0
TR-R28,ST10,Red,2026-08-16 07:30:00,2026-08-16 07:32:00,2,on_time,82.7
TR-R28,ST10,Red,2026-08-17 08:00:00,2026-08-17 08:01:00,1,on_time,90.5
TR-R28,ST10,Red,2026-08-18 05:15:00,2026-08-18 05:20:00,5,minor_delay,69.3
TR-R28,ST10,Red,2026-08-19 06:15:00,2026-08-19 06:15:00,0,on_time,77.4
TR-R28,ST10,Red,2026-08-20 05:15:00,2026-08-20 05:15:00,0,on_time,82.6
TR-R29,ST10,Red,2026-08-07 05:00:00,2026-08-07 05:09:00,9,delayed,90.9
TR-R29,ST10,Red,2026-08-08 07:30:00,2026-08-08 07:37:00,7,delayed,61.6
TR-R29,ST10,Red,2026-08-09 09:15:00,2026-08-09 09:17:00,2,on_time,53.2
TR-R29,ST10,Red,2026-08-10 05:15:00,2026-08-10 05:15:00,0,on_time,107.4
TR-R29,ST10,Red,2026-08-11 09:00:00,2026-08-11 09:06:00,6,minor_delay,38.8
TR-R29,ST10,Red,2026-08-12 06:15:00,2026-08-12 06:15:00,0,on_time,65.8
TR-R29,ST10,Red,2026-08-13 07:15:00,2026-08-13 07:16:00,1,on_time,58.8
TR-R29,ST10,Red,2026-08-14 05:00:00,2026-08-14 05:01:00,1,on_time,37.9
TR-R29,ST10,Red,2026-08-15 07:15:00,2026-08-15 07:20:00,5,minor_delay,57.5
TR-R29,ST10,Red,2026-08-16 07:45:00,2026-08-16 07:49:00,4,minor_delay,69.1
TR-R29,ST10,Red,2026-08-17 08:00:00,2026-08-17 08:00:00,0,on_time,60.3
TR-R29,ST10,Red,2026-08-18 05:15:00,2026-08-18 05:23:00,8,delayed,103.2
TR-R29,ST10,Red,2026-08-19 07:15:00,2026-08-19 07:18:00,3,minor_delay,66.2
TR-R29,ST10,Red,2026-08-20 07:45:00,2026-08-20 07:47:00,2,on_time,92.0
TR-R30,ST10,Red,2026-08-07 05:15:00,2026-08-07 05:15:00,0,on_time,73.8
TR-R30,ST10,Red,2026-08-08 05:00:00,2026-08-08 05:00:00,0,on_time,49.1
TR-R30,ST10,Red,2026-08-09 06:15:00,2026-08-09 06:18:00,3,minor_delay,90.0
TR-R30,ST10,Red,2026-08-10 06:00:00,2026-08-10 06:05:00,5,minor_delay,48.0
TR-R30,ST10,Red,2026-08-11 07:45:00,2026-08-11 07:48:00,3,minor_delay,81.9
TR-R30,ST10,Red,2026-08-12 07:00:00,2026-08-12 07:03:00,3,minor_delay,67.6
TR-R30,ST10,Red,2026-08-13 09:15:00,2026-08-13 09:18:00,3,minor_delay,59.7
TR-R30,ST10,Red,2026-08-14 06:00:00,2026-08-14 06:06:00,6,minor_delay,54.9
TR-R30,ST10,Red,2026-08-15 05:00:00,2026-08-15 05:00:00,0,on_time,93.4
TR-R30,ST10,Red,2026-08-16 06:30:00,2026-08-16 06:30:00,0,on_time,53.8
TR-R30,ST10,Red,2026-08-17 05:15:00,2026-08-17 05:26:00,11,delayed,69.5
TR-R30,ST10,Red,2026-08-18 08:30:00,2026-08-18 08:30:00,0,on_time,85.1
TR-R30,ST10,Red,2026-08-19 07:00:00,2026-08-19 07:10:00,10,delayed,71.0
TR-R30,ST10,Red,2026-08-20 07:00:00,2026-08-20 07:00:00,0,on_time,74.3
