trip_id,timestamp,route_id,city,route_type,origin_station,dest_station,boarding_count,alighting_count,passenger_count,occupancy_rate,delay_minutes,actual_travel_min,scheduled_travel_min,service_status,cancellation_flag,fare_type,weather_condition,temperature_c,route_length_km,headway_min,vehicle_capacity,operates_night,is_electric,is_peak_hour,is_weekend,is_holiday,is_school_hours,is_night_service,anomaly_flag,anomaly_type,hour,day_of_week,month,year,day_of_year,quarter,week_of_year,season,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos,doy_sin,doy_cos,board_6h_mean,board_6h_std,board_6h_max,occ_6h_mean,delay_6h_mean,board_24h_mean,board_24h_std,board_24h_max,occ_24h_mean,delay_24h_mean,board_7d_mean,board_7d_std,board_7d_max,occ_7d_mean,delay_7d_mean,board_lag_1,occ_lag_1,board_lag_24,occ_lag_24,board_lag_168,occ_lag_168,flow_imbalance,board_roc_1h,board_roc_24h,board_acc,occ_volatility,delay_cumsum_4h,route_popularity,efficiency_pax_km,reliability_score,weather_adj_demand,is_crowded,is_overcrowded,rush_intensity,transfer_prob,on_time_flag,consistency_score,board_zscore,is_board_anomaly,city_hour_mean_board,seasonal_deviation
TRIP_RT_NEW_007_0000010,2020-01-01 10:00:00,RT_NEW_007,New_York,metro,STN_NEW_0051,STN_NEW_0027,4,4,2,0.002,12,55.2,48.2,on_time,0,monthly_pass,cloudy,8.76,24.1,5,800,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,4.166666666666667,2.041241452319316,7.0,0.0011666666666666,2.0,2.4545454545454546,2.46429041972071,7.0,0.0006363636363636,1.0909090909090908,2.4545454545454546,2.46429041972071,7.0,0.0006363636363636,1.0909090909090908,5.0,0.002,,,,,0,-1.0,,1.0,1.4527,12.0,4.0,0.166,0.8864,3.8,0,0,0.0,0.6,1,0.9091,0.627,0,1.6,2.4
TRIP_RT_TOK_009_0000010,2020-01-01 10:00:00,RT_TOK_009,Tokyo,bus,STN_TOK_0045,STN_TOK_0214,3,3,1,0.012,0,99.6,98.0,minor_delay,0,monthly_pass,cloudy,10.51,49.0,14,80,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,3.5,2.428991560298224,7.0,0.006,0.0,2.090909090909091,2.385562636132007,7.0,0.0032727272727272,0.0,2.090909090909091,2.385562636132007,7.0,0.0032727272727272,0.0,5.0,0.012,,,,,0,-2.0,,0.0,1.7127,0.0,1.5,0.061,1.0,2.85,0,0,0.0,0.3,0,0.5455,0.381,0,3.6,-0.6
TRIP_RT_NEW_006_0000010,2020-01-01 10:00:00,RT_NEW_006,New_York,rail,STN_NEW_0082,STN_NEW_0102,3,3,0,0.0,0,57.5,59.8,on_time,0,standard,storm,6.42,29.9,51,600,0,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,2.6666666666666665,1.8618986725025253,5.0,0.0,0.0,1.4545454545454546,1.916436086262016,5.0,0.0,2.4545454545454546,1.4545454545454546,1.916436086262016,5.0,0.0,2.4545454545454546,4.0,0.0,,,,,0,-1.0,,0.0,0.0,0.0,3.0,0.1,0.7623,1.7999999999999998,0,0,0.0,0.5,1,0.7273,0.806,0,1.6,1.4
TRIP_RT_BER_008_0000010,2020-01-01 10:00:00,RT_BER_008,Berlin,tram,STN_BER_0043,STN_BER_0016,0,0,0,0.0,0,38.6,39.0,on_time,0,concession,cloudy,5.68,19.5,11,150,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.0,0.0,0.0,0.0,2.1666666666666665,0.0,0.0,0.0,0.0,1.181818181818182,0.0,0.0,0.0,0.0,1.181818181818182,0.0,0.0,,,,,0,0.0,,0.0,0.0,7.0,0.0,0.0,0.9158,0.0,0,0,0.0,0.4,1,0.9091,0.0,0,0.0,0.0
TRIP_RT_PAR_010_0000010,2020-01-01 10:00:00,RT_PAR_010,Paris,tram,STN_PAR_0223,STN_PAR_0215,1,1,0,0.0,0,58.2,60.4,minor_delay,0,tourist_pass,fog,0.16,30.2,7,150,0,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.6666666666666666,0.5163977794943223,1.0,0.0,1.8333333333333333,0.3636363636363636,0.504524979109513,1.0,0.0,1.818181818181818,0.3636363636363636,0.504524979109513,1.0,0.0,1.818181818181818,1.0,0.0,,,,,0,0.0,,0.0,0.0,11.0,1.0,0.033,0.8731,0.88,0,0,0.0,0.4,0,0.4545,1.261,0,0.5,0.5
TRIP_RT_TOK_000_0000010,2020-01-01 10:00:00,RT_TOK_000,Tokyo,bus,STN_TOK_0193,STN_TOK_0246,2,2,2,0.025,0,56.5,56.2,on_time,0,concession,light_rain,7.96,28.1,14,80,1,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,3.8333333333333335,2.6394443859772205,7.0,0.0123333333333333,2.833333333333333,2.272727272727273,2.649185123426036,7.0,0.0067272727272727,1.6363636363636365,2.272727272727273,2.649185123426036,7.0,0.0067272727272727,1.6363636363636365,6.0,0.025,,,,,0,-4.0,,-3.0,1.5161,17.0,1.0,0.071,0.8435,1.7,0,0,0.0,0.3,1,0.6364,-0.103,0,3.6,-1.6
TRIP_RT_PAR_008_0000010,2020-01-01 10:00:00,RT_PAR_008,Paris,tram,STN_PAR_0178,STN_PAR_0215,1,1,0,0.0,0,87.4,85.6,on_time,0,standard,light_rain,5.04,42.8,6,150,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.6666666666666666,0.5163977794943223,1.0,0.0,2.6666666666666665,0.3636363636363636,0.504524979109513,1.0,0.0,1.4545454545454546,0.3636363636363636,0.504524979109513,1.0,0.0,1.4545454545454546,1.0,0.0,,,,,0,0.0,,0.0,0.0,8.0,1.0,0.023,0.8977,0.85,0,0,0.0,0.4,1,0.7273,1.261,0,0.5,0.5
TRIP_RT_LON_009_0000010,2020-01-01 10:00:00,RT_LON_009,London,rail,STN_LON_0036,STN_LON_0163,0,0,0,0.0,0,27.2,28.0,diverted,0,tourist_pass,clear,7.82,14.0,20,600,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,1.0,0.894427190999916,2.0,0.0,0.0,0.5454545454545454,0.8201995322647244,2.0,0.0,0.0,0.5454545454545454,0.8201995322647244,2.0,0.0,0.0,1.0,0.0,,,,,0,-1.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.5,0,0.8182,-0.665,0,0.5,-0.5
TRIP_RT_LON_003_0000010,2020-01-01 10:00:00,RT_LON_003,London,metro,STN_LON_0174,STN_LON_0169,1,1,0,0.0,0,39.3,43.4,on_time,0,standard,snow,7.92,21.7,9,800,1,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,1.6666666666666667,1.2110601416389966,3.0,0.0,0.0,0.9090909090909092,1.2210278829367864,3.0,0.0,0.0,0.9090909090909092,1.2210278829367864,3.0,0.0,0.0,3.0,0.0,,,,,0,-2.0,,-2.0,0.0,0.0,1.0,0.046,1.0,0.7,0,0,0.0,0.6,1,0.6364,0.074,0,0.5,0.5
TRIP_RT_NEW_002_0000010,2020-01-01 10:00:00,RT_NEW_002,New_York,rail,STN_NEW_0068,STN_NEW_0172,3,3,0,0.0,0,94.4,91.4,on_time,0,standard,clear,3.45,45.7,49,600,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,2.5,1.760681686165901,5.0,0.0,0.0,1.3636363636363635,1.804035879506129,5.0,0.0,3.636363636363636,1.3636363636363635,1.804035879506129,5.0,0.0,3.636363636363636,3.0,0.0,,,,,0,0.0,,2.0,0.0,0.0,3.0,0.066,0.6977,3.0,0,0,0.0,0.5,1,0.5455,0.907,0,1.6,1.4
TRIP_RT_SIN_002_0000010,2020-01-01 10:00:00,RT_SIN_002,Singapore,bus,STN_SIN_0088,STN_SIN_0063,0,0,0,0.0,0,105.4,106.4,minor_delay,0,concession,cloudy,5.49,53.2,19,80,0,0,0,0,1,0,0,1,service_drop,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.3333333333333333,0.5163977794943223,1.0,0.0,0.0,0.1818181818181818,0.4045199174779452,1.0,0.0,0.8181818181818182,0.1818181818181818,0.4045199174779452,1.0,0.0,0.8181818181818182,0.0,0.0,,,,,0,0.0,,1.0,0.0,0.0,0.0,0.0,0.9135,0.0,0,0,0.0,0.3,0,0.6364,-0.449,0,0.2,-0.2
TRIP_RT_PAR_001_0000010,2020-01-01 10:00:00,RT_PAR_001,Paris,rail,STN_PAR_0259,STN_PAR_0067,1,1,0,0.0,0,57.1,57.4,minor_delay,0,group,light_rain,6.29,28.7,51,600,0,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,1.6666666666666667,1.2110601416389968,3.0,0.0,0.0,0.9090909090909092,1.2210278829367869,3.0,0.0,0.0,0.9090909090909092,1.2210278829367869,3.0,0.0,0.0,2.0,0.0,,,,,0,-1.0,,0.0,0.0,0.0,1.0,0.035,1.0,0.85,0,0,0.0,0.5,0,0.4545,0.074,0,0.5,0.5
TRIP_RT_PAR_012_0000010,2020-01-01 10:00:00,RT_PAR_012,Paris,rail,STN_PAR_0291,STN_PAR_0189,1,1,0,0.0,0,21.0,20.4,on_time,0,child,heavy_rain,7.36,10.2,26,600,0,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,1.3333333333333333,0.8164965809277261,2.0,0.0,0.0,0.7272727272727273,0.9045340337332908,2.0,0.0,0.0,0.7272727272727273,0.9045340337332908,2.0,0.0,0.0,2.0,0.0,,,,,0,-1.0,,-1.0,0.0,0.0,1.0,0.098,1.0,0.8,0,0,0.0,0.5,1,0.7273,0.302,0,0.5,0.5
TRIP_RT_SIN_000_0000010,2020-01-01 10:00:00,RT_SIN_000,Singapore,metro,STN_SIN_0035,STN_SIN_0083,0,0,0,0.0,4,99.9,96.4,on_time,0,standard,cloudy,7.45,48.2,5,800,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.8333333333333334,0.7527726527090811,2.0,0.0,0.8333333333333334,0.4545454545454545,0.6875516509523286,2.0,0.0,0.4545454545454545,0.4545454545454545,0.6875516509523286,2.0,0.0,0.4545454545454545,1.0,0.0,,,,,0,-1.0,,0.0,0.0,4.0,0.0,0.0,0.9604,0.0,0,0,0.0,0.6,1,0.8182,-0.661,0,0.2,-0.2
TRIP_RT_BER_007_0000010,2020-01-01 10:00:00,RT_BER_007,Berlin,rail,STN_BER_0026,STN_BER_0165,0,0,0,0.0,0,26.3,26.4,on_time,0,concession,cloudy,1.37,13.2,40,600,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.1666666666666666,0.408248290463863,1.0,0.0,1.6666666666666667,0.0909090909090909,0.3015113445777636,1.0,0.0,0.9090909090909092,0.0909090909090909,0.3015113445777636,1.0,0.0,0.9090909090909092,0.0,0.0,,,,,0,0.0,,1.0,0.0,10.0,0.0,0.0,0.9044,0.0,0,0,0.0,0.5,1,0.5455,-0.302,0,0.0,0.0
TRIP_RT_SIN_004_0000010,2020-01-01 10:00:00,RT_SIN_004,Singapore,metro,STN_SIN_0006,STN_SIN_0064,0,0,0,0.0,0,67.0,69.0,on_time,0,group,light_rain,6.55,34.5,6,800,0,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.8333333333333334,0.752772652709081,2.0,0.0,0.0,0.4545454545454545,0.6875516509523286,2.0,0.0,0.0,0.4545454545454545,0.6875516509523286,2.0,0.0,0.0,1.0,0.0,,,,,0,-1.0,,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.6,1,0.8182,-0.661,0,0.2,-0.2
TRIP_RT_TOK_002_0000010,2020-01-01 10:00:00,RT_TOK_002,Tokyo,bus,STN_TOK_0042,STN_TOK_0038,5,4,3,0.038,0,112.6,111.4,on_time,0,standard,light_rain,5.8,55.7,10,80,0,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,5.0,2.9664793948382657,9.0,0.0124999999999999,0.0,2.8181818181818183,3.2807981290588977,9.0,0.0068181818181818,0.1818181818181818,2.8181818181818183,3.2807981290588977,9.0,0.0068181818181818,0.1818181818181818,6.0,0.025,,,,,1,-1.0,,2.0,1.9132,0.0,2.5,0.09,0.9801,4.25,0,0,0.0,0.3,1,0.8182,0.665,0,3.6,1.4
TRIP_RT_PAR_006_0000010,2020-01-01 10:00:00,RT_PAR_006,Paris,bus,STN_PAR_0262,STN_PAR_0271,0,0,0,0.0,7,40.0,35.4,on_time,0,monthly_pass,clear,5.42,17.7,6,80,0,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.8333333333333334,0.7527726527090811,2.0,0.0,1.8333333333333333,0.4545454545454545,0.6875516509523286,2.0,0.0,2.0,0.4545454545454545,0.6875516509523286,2.0,0.0,2.0,1.0,0.0,,,,,0,-1.0,,0.0,0.0,7.0,0.0,0.0,0.882,0.0,0,0,0.0,0.3,1,0.7273,-0.661,0,0.5,-0.5
TRIP_RT_BER_009_0000010,2020-01-01 10:00:00,RT_BER_009,Berlin,metro,STN_BER_0118,STN_BER_0070,0,0,0,0.0,1,103.4,98.8,on_time,0,tourist_pass,clear,4.93,49.4,6,800,0,1,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.5,0.5477225575051662,1.0,0.0,0.1666666666666666,0.2727272727272727,0.4670993664969138,1.0,0.0,0.0909090909090909,0.2727272727272727,0.4670993664969138,1.0,0.0,0.0909090909090909,1.0,0.0,,,,,0,-1.0,,-1.0,0.0,1.0,0.0,0.0,0.99,0.0,0,0,0.0,0.6,1,0.8182,-0.584,0,0.0,0.0
TRIP_RT_BER_006_0000010,2020-01-01 10:00:00,RT_BER_006,Berlin,rail,STN_BER_0156,STN_BER_0124,0,0,0,0.0,0,16.9,16.0,minor_delay,0,child,cloudy,10.34,8.0,38,600,0,0,0,0,1,0,0,1,demand_spike,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.3333333333333333,0.5163977794943223,1.0,0.0,1.8333333333333333,0.1818181818181818,0.4045199174779452,1.0,0.0,1.0,0.1818181818181818,0.4045199174779452,1.0,0.0,1.0,1.0,0.0,,,,,0,-1.0,,-1.0,0.0,0.0,0.0,0.0,0.9282,0.0,0,0,0.0,0.5,0,0.6364,-0.449,0,0.0,0.0
TRIP_RT_BER_003_0000010,2020-01-01 10:00:00,RT_BER_003,Berlin,rail,STN_BER_0088,STN_BER_0008,0,0,0,0.0,0,78.8,77.2,on_time,0,standard,snow,8.78,38.6,39,600,1,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.1666666666666666,0.408248290463863,1.0,0.0,0.0,0.0909090909090909,0.3015113445777636,1.0,0.0,0.0,0.0909090909090909,0.3015113445777636,1.0,0.0,0.0,0.0,0.0,,,,,0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.5,1,0.9091,-0.302,0,0.0,0.0
TRIP_RT_PAR_014_0000010,2020-01-01 10:00:00,RT_PAR_014,Paris,bus,STN_PAR_0279,STN_PAR_0030,1,1,0,0.0,0,36.0,36.8,on_time,0,standard,light_rain,1.54,18.4,17,80,0,0,0,0,1,0,0,0,none,10,2,1,2020,1,1,1,winter,0.4999999999999999,-0.8660254037844387,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.8333333333333334,0.752772652709081,2.0,0.0,2.1666666666666665,0.4545454545454545,0.6875516509523286,2.0,0.0,1.9090909090909087,0.4545454545454545,0.6875516509523286,2.0,0.0,1.9090909090909087,1.0,0.0,,,,,0,0.0,,1.0,0.0,0.0,1.0,0.054,0.872,0.85,0,0,0.0,0.3,1,0.5455,0.793,0,0.5,0.5
TRIP_RT_SIN_005_0000011,2020-01-01 11:00:00,RT_SIN_005,Singapore,bus,STN_SIN_0048,STN_SIN_0014,0,0,0,0.0,0,69.9,67.4,minor_delay,0,concession,clear,4.26,33.7,5,80,1,1,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.3333333333333333,0.5163977794943223,1.0,0.0,0.0,0.1666666666666666,0.3892494720807615,1.0,0.0,0.0,0.1666666666666666,0.3892494720807615,1.0,0.0,0.0,0.0,0.0,,,,,0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.3,0,0.75,-0.428,0,0.0,0.0
TRIP_RT_PAR_003_0000011,2020-01-01 11:00:00,RT_PAR_003,Paris,metro,STN_PAR_0085,STN_PAR_0266,1,1,0,0.0,0,79.6,79.4,minor_delay,0,standard,cloudy,4.88,39.7,6,800,0,0,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,2.0,1.2649110640673518,4.0,0.0,0.0,1.0,1.348399724926484,4.0,0.0,0.0,1.0,1.348399724926484,4.0,0.0,0.0,1.0,0.0,,,,,0,0.0,,2.0,0.0,0.0,1.0,0.025,1.0,0.95,0,0,0.0,0.6,0,0.8333,0.0,0,0.2,0.8
TRIP_RT_PAR_007_0000011,2020-01-01 11:00:00,RT_PAR_007,Paris,tram,STN_PAR_0081,STN_PAR_0139,0,0,0,0.0,0,19.4,20.6,on_time,0,monthly_pass,clear,10.31,10.3,11,150,0,1,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.5,0.5477225575051662,1.0,0.0,3.333333333333333,0.25,0.4522670168666455,1.0,0.0,1.6666666666666667,0.25,0.4522670168666455,1.0,0.0,1.6666666666666667,0.0,0.0,,,,,0,0.0,,1.0,0.0,0.0,0.0,0.0,0.8249,0.0,0,0,0.0,0.4,1,0.6667,-0.553,0,0.2,-0.2
TRIP_RT_TOK_000_0000011,2020-01-01 11:00:00,RT_TOK_000,Tokyo,bus,STN_TOK_0193,STN_TOK_0246,3,3,2,0.025,0,58.0,56.2,on_time,0,standard,clear,6.21,28.1,14,80,1,1,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,4.333333333333333,1.9663841605003505,7.0,0.0165,2.833333333333333,2.333333333333333,2.5346089292516947,7.0,0.00825,1.5,2.333333333333333,2.5346089292516947,7.0,0.00825,1.5,2.0,0.025,,,,,0,1.0,,5.0,1.3409,17.0,1.5,0.107,0.8496,3.0,0,0,0.0,0.3,1,0.6667,0.263,0,2.1,0.9
TRIP_RT_LON_000_0000011,2020-01-01 11:00:00,RT_LON_000,London,rail,STN_LON_0066,STN_LON_0009,0,0,0,0.0,0,94.7,97.4,diverted,0,standard,cloudy,7.96,48.7,59,600,1,1,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,1.3333333333333333,1.2110601416389966,3.0,0.0,1.6666666666666667,0.6666666666666666,1.0730867399773196,3.0,0.0,0.8333333333333334,0.6666666666666666,1.0730867399773196,3.0,0.0,0.8333333333333334,0.0,0.0,,,,,0,0.0,,2.0,0.0,10.0,0.0,0.0,0.9083,0.0,0,0,0.0,0.5,0,0.5833,-0.621,0,0.2,-0.2
TRIP_RT_LON_004_0000011,2020-01-01 11:00:00,RT_LON_004,London,bus,STN_LON_0172,STN_LON_0137,0,0,0,0.0,0,107.5,106.2,on_time,0,concession,heavy_rain,5.81,53.1,11,80,0,1,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,0.6666666666666666,0.816496580927726,2.0,0.0,1.1666666666666667,0.3333333333333333,0.6513389472789296,2.0,0.0,0.5833333333333334,0.3333333333333333,0.6513389472789296,2.0,0.0,0.5833333333333334,0.0,0.0,,,,,0,0.0,,1.0,0.0,7.0,0.0,0.0,0.9349,0.0,0,0,0.0,0.3,1,0.75,-0.512,0,0.2,-0.2
TRIP_RT_LON_010_0000011,2020-01-01 11:00:00,RT_LON_010,London,rail,STN_LON_0038,STN_LON_0085,0,0,0,0.0,0,82.4,83.6,on_time,0,standard,clear,6.35,41.8,20,600,0,0,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,1.1666666666666667,0.7527726527090811,2.0,0.0,0.0,0.5833333333333334,0.7929614610987591,2.0,0.0,0.0,0.5833333333333334,0.7929614610987591,2.0,0.0,0.0,1.0,0.0,,,,,0,-1.0,,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.5,1,0.8333,-0.736,0,0.2,-0.2
TRIP_RT_TOK_001_0000011,2020-01-01 11:00:00,RT_TOK_001,Tokyo,bus,STN_TOK_0137,STN_TOK_0192,2,2,1,0.012,0,111.8,114.2,on_time,0,standard,light_rain,4.06,57.1,19,80,1,1,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,4.0,2.280350850198276,8.0,0.008,0.0,2.083333333333333,2.539088359425425,8.0,0.004,0.0,2.083333333333333,2.539088359425425,8.0,0.004,0.0,2.0,0.012,,,,,0,0.0,,3.0,1.4771,0.0,1.0,0.035,1.0,1.7,0,0,0.0,0.3,1,0.8333,-0.033,0,2.1,-0.1
TRIP_RT_NEW_002_0000011,2020-01-01 11:00:00,RT_NEW_002,New_York,rail,STN_NEW_0068,STN_NEW_0172,1,1,0,0.0,0,92.8,91.4,major_delay,0,concession,light_rain,4.0,45.7,49,600,0,1,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,2.6666666666666665,1.505545305418162,5.0,0.0,0.0,1.3333333333333333,1.7232808737106584,5.0,0.0,3.333333333333333,1.3333333333333333,1.7232808737106584,5.0,0.0,3.333333333333333,3.0,0.0,,,,,0,-2.0,,-2.0,0.0,0.0,1.0,0.022,0.7082,0.85,0,0,0.0,0.5,0,0.5,-0.193,0,0.9,0.1
TRIP_RT_PAR_013_0000011,2020-01-01 11:00:00,RT_PAR_013,Paris,metro,STN_PAR_0103,STN_PAR_0132,0,0,0,0.0,0,78.2,79.6,on_time,0,standard,cloudy,8.66,39.8,2,800,0,1,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,2.5,1.5165750888103102,4.0,0.0,0.0,1.25,1.6583123951777,4.0,0.0,0.5,1.25,1.6583123951777,4.0,0.0,0.5,2.0,0.0,,,,,0,-2.0,,-1.0,0.0,0.0,0.0,0.0,0.9439,0.0,0,0,0.0,0.6,1,0.8333,-0.754,0,0.2,-0.2
TRIP_RT_PAR_006_0000011,2020-01-01 11:00:00,RT_PAR_006,Paris,bus,STN_PAR_0262,STN_PAR_0271,1,1,0,0.0,0,35.2,35.4,minor_delay,0,tourist_pass,cloudy,9.82,17.7,6,80,0,0,0,0,1,0,0,0,none,11,2,1,2020,1,1,1,winter,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.2225209339563143,0.4999999999999999,0.8660254037844387,0.0172133561558346,0.9998518392091162,1.0,0.632455532033676,2.0,0.0,1.1666666666666667,0.5,0.674199862463242,2.0,0.0,1.8333333333333333,0.5,0.674199862463242,2.0,0.0,1.8333333333333333,0.0,0.0,,,,,0,1.0,,2.0,0.0,7.0,1.0,0.056,0.8858,0.95,0,0,0.0,0.3,0,0.6667,0.742,0,0.2,0.8
