Date,Hour,Station,DelayMinutes
2022-05-22,9,Ximen,19.1
2022-05-22,9,Zhongshan,7.7
2022-05-22,10,Zhongxiao Fuxing,17.0
2022-05-22,10,Xindian,7.5
2022-05-22,10,Muzha,4.6
2022-05-22,11,Banqiao,3.3
2022-05-22,11,Da'an,15.5
2022-05-22,11,Jiantan,6.6
2022-05-22,11,Wanlong,7.1
2022-05-22,12,Taipei Main Station,19.2
2022-05-22,12,Guting,4.9
2022-05-22,13,Nanjing Fuxing,1.7
2022-05-22,13,Guting,6.9
2022-05-22,13,Yongning,4.8
2022-05-22,13,Songshan Airport,7.5
2022-05-22,13,Xindian District Office,3.1
2022-05-22,13,Nangang Exhibition Center,1.3
2022-05-22,14,Zhongxiao Fuxing,30.9
2022-05-22,14,Muzha,4.9
2022-05-22,14,Taipei Zoo,24.2
2022-05-22,15,Taipei Main Station,9.8
2022-05-22,15,Guting,3.2
2022-05-22,15,Dongmen,8.6
2022-05-22,15,Da'an,1.0
2022-05-22,15,Gongguan,2.7
2022-05-22,16,Songshan Airport,2.8
2022-05-22,16,Daqiaotou,3.0
2022-05-22,17,Nanjing Fuxing,8.5
2022-05-22,17,Yongning,16.3
2022-05-22,17,Songshan Airport,3.0
2022-05-22,17,Beitou,25.7
2022-05-22,17,Tamsui,2.1
2022-05-22,17,Xiaobitan,9.5
2022-05-22,17,Wanlong,8.3
2022-05-22,17,Xindian District Office,11.7
2022-05-22,17,Taipei Zoo,2.9
2022-05-22,18,Jiantan,2.7
2022-05-22,19,Nangang,8.4
2022-05-22,19,Jiantan,1.5
2022-05-22,19,Xiaobitan,3.7
2022-05-22,19,Daqiaotou,10.2
2022-05-22,19,Qizhang,0.9
2022-05-22,20,Zhongshan,10.5
2022-05-22,20,Gongguan,7.5
2022-05-22,20,Nangang,4.3
2022-05-22,20,Beitou,0.6
2022-05-22,21,Ximen,10.0
2022-05-22,21,Xiaobitan,10.3
2022-05-22,21,Daqiaotou,1.5
2022-05-22,21,Jingmei,1.5
2022-05-22,22,Zhishan,2.0
2022-05-22,22,Taipei Zoo,4.9
2022-05-22,23,Dongmen,2.2
2022-05-22,23,Jingmei,23.9
2022-05-23,0,Taipei City Hall,8.4
2022-05-23,1,Taipei Zoo,6.4
2022-05-23,2,Muzha,2.4
2022-05-23,3,Yongning,2.3
2022-05-23,3,Tamsui,4.9
2022-05-23,5,Da'an,3.7
2022-05-23,5,Xiaobitan,1.4
2022-05-23,5,Nangang Exhibition Center,4.1
2022-05-23,6,Gongguan,6.5
2022-05-23,6,Yongning,5.9
2022-05-23,6,Taipei Zoo,6.6
2022-05-23,7,Taipei Main Station,4.5
2022-05-23,7,Banqiao,9.9
2022-05-23,7,Xiaobitan,19.3
2022-05-23,7,Jingmei,5.5
2022-05-23,8,Banqiao,11.3
2022-05-23,8,Zhongshan,6.7
2022-05-23,8,Gongguan,4.0
2022-05-23,8,Xindian,8.2
2022-05-23,8,Xiaobitan,19.1
2022-05-23,8,Daqiaotou,3.0
2022-05-23,8,Wanlong,4.0
2022-05-23,9,Banqiao,6.9
2022-05-23,9,Nangang,7.7
2022-05-23,9,Songshan Airport,7.0
2022-05-23,9,Muzha,34.3
2022-05-23,9,Tamsui,6.7
2022-05-23,9,Daqiaotou,4.1
2022-05-23,9,Qizhang,9.8
2022-05-23,10,Taipei Main Station,22.4
2022-05-23,10,Taipei City Hall,12.1
2022-05-23,10,Nanjing Fuxing,0.9
2022-05-23,11,Nanjing Fuxing,9.9
2022-05-23,11,Shilin,0.7
2022-05-23,11,Songshan Airport,1.6
2022-05-23,12,Songshan Airport,4.3
2022-05-23,12,Jiantan,9.9
2022-05-23,12,Tamsui,12.5
2022-05-23,12,Taipei Zoo,4.7
2022-05-23,13,Taipei City Hall,8.9
2022-05-23,13,Nanjing Fuxing,1.6
2022-05-23,13,Wanlong,4.9
2022-05-23,14,Banqiao,4.6
2022-05-23,14,Wanlong,8.5
2022-05-23,15,Taipei City Hall,19.1
2022-05-23,15,Dongmen,1.5
2022-05-23,15,Yongning,20.5
2022-05-23,15,Muzha,1.8
2022-05-23,15,Daqiaotou,2.4
2022-05-23,15,Wanlong,19.5
2022-05-23,16,Taipei Main Station,9.0
2022-05-23,16,Banqiao,6.7
2022-05-23,16,Taipei City Hall,12.7
2022-05-23,16,Jiantan,8.3
2022-05-23,16,Xindian,5.7
2022-05-23,16,Xiaobitan,6.1
2022-05-23,16,Yuanshan,15.0
2022-05-23,16,Daqiaotou,10.4
2022-05-23,16,Nangang Exhibition Center,0.9
2022-05-23,17,Taipei Main Station,4.2
2022-05-23,17,Xiaobitan,14.5
2022-05-23,17,Yuanshan,6.9
2022-05-23,18,Zhongxiao Fuxing,4.9
2022-05-23,18,Banqiao,2.7
2022-05-23,18,Guting,2.9
2022-05-23,18,Gongguan,7.5
2022-05-23,18,Tamsui,9.5
2022-05-23,18,Daqiaotou,5.1
2022-05-23,18,Jingmei,15.1
2022-05-23,18,Taipei Zoo,30.5
2022-05-23,19,Da'an,7.0
2022-05-23,19,Zhongshan,21.5
2022-05-23,19,Yongning,19.2
2022-05-23,19,Zhishan,22.5
2022-05-23,19,Jingmei,6.3
2022-05-23,19,Taipei Zoo,37.1
2022-05-23,20,Ximen,6.1
2022-05-23,20,Taipei City Hall,7.5
2022-05-23,20,Yongning,4.1
2022-05-23,21,Beitou,2.6
2022-05-23,22,Guting,4.4
2022-05-23,22,Da'an,0.9
2022-05-23,22,Wanlong,0.7
2022-05-23,23,Guting,2.5
2022-05-24,0,Zhongshan,2.0
2022-05-24,1,Yongning,1.4
2022-05-24,1,Muzha,7.5
2022-05-24,2,Gongguan,2.3
2022-05-24,3,Nanjing Fuxing,1.8
2022-05-24,4,Xindian,3.5
2022-05-24,4,Jingmei,1.4
2022-05-24,6,Taipei Main Station,12.9
2022-05-24,6,Dongmen,4.5
2022-05-24,6,Beitou,13.5
2022-05-24,7,Banqiao,14.1
2022-05-24,7,Taipei City Hall,3.3
2022-05-24,7,Da'an,8.4
2022-05-24,7,Jiantan,7.8
2022-05-24,7,Xiaobitan,18.1
2022-05-24,7,Wanlong,6.9
2022-05-24,7,Qizhang,22.9
2022-05-24,8,Zhongshan,5.4
2022-05-24,8,Shilin,10.8
2022-05-24,8,Yongning,3.6
2022-05-24,8,Songshan Airport,17.8
2022-05-24,8,Daqiaotou,8.0
2022-05-24,8,Taipei Zoo,5.2
2022-05-24,9,Ximen,5.2
2022-05-24,9,Guting,11.7
2022-05-24,9,Da'an,5.2
2022-05-24,9,Shilin,10.8
2022-05-24,9,Gongguan,24.3
2022-05-24,9,Songshan Airport,2.0
2022-05-24,9,Muzha,12.5
2022-05-24,9,Yuanshan,10.3
2022-05-24,9,Taipei Zoo,16.3
2022-05-24,10,Zhongxiao Fuxing,5.8
2022-05-24,10,Banqiao,3.3
2022-05-24,10,Guting,3.9
2022-05-24,10,Dongmen,16.0
2022-05-24,10,Yongning,5.1
2022-05-24,11,Banqiao,8.7
2022-05-24,12,Guting,6.1
2022-05-24,12,Yongning,5.3
2022-05-24,12,Jiantan,11.5
2022-05-24,12,Nangang Exhibition Center,8.3
2022-05-24,13,Dongmen,10.9
2022-05-24,13,Taipei Zoo,2.5
2022-05-24,14,Banqiao,0.6
2022-05-24,14,Nangang,1.9
2022-05-24,14,Tamsui,10.2
2022-05-24,14,Zhishan,3.0
2022-05-24,15,Tamsui,9.5
2022-05-24,15,Yuanshan,1.7
2022-05-24,15,Jingmei,4.2
2022-05-24,16,Zhongxiao Fuxing,0.5
2022-05-24,16,Taipei City Hall,10.3
2022-05-24,16,Nanjing Fuxing,8.8
2022-05-24,16,Guting,4.2
2022-05-24,16,Beitou,9.3
2022-05-24,16,Zhishan,5.2
2022-05-24,17,Da'an,9.5
2022-05-24,17,Jiantan,0.3
2022-05-24,17,Daqiaotou,1.5
2022-05-24,17,Jingmei,6.2
2022-05-24,18,Taipei Main Station,2.9
2022-05-24,18,Banqiao,30.4
2022-05-24,18,Guting,12.9
2022-05-24,18,Da'an,21.5
2022-05-24,18,Gongguan,1.0
2022-05-24,18,Yongning,34.2
2022-05-24,18,Jiantan,10.5
2022-05-24,18,Wanlong,4.1
2022-05-24,18,Jingmei,0.9
2022-05-24,18,Xindian District Office,7.7
2022-05-24,19,Ximen,5.9
2022-05-24,19,Taipei City Hall,9.3
2022-05-24,19,Yongning,5.2
2022-05-24,19,Beitou,9.5
2022-05-24,19,Zhishan,7.9
2022-05-24,19,Jingmei,6.6
2022-05-24,20,Guting,8.2
2022-05-24,20,Dongmen,5.7
2022-05-24,20,Nangang,1.3
2022-05-24,20,Qizhang,6.1
2022-05-24,21,Zhongxiao Fuxing,12.9
2022-05-24,21,Da'an,1.6
2022-05-24,21,Beitou,5.7
2022-05-24,21,Qizhang,2.3
2022-05-24,21,Xindian District Office,9.0
2022-05-24,22,Beitou,5.2
2022-05-24,23,Yongning,1.2
2022-05-25,0,Taipei Main Station,3.4
2022-05-25,0,Nangang Exhibition Center,1.4
2022-05-25,2,Wanlong,1.9
2022-05-25,4,Nanjing Fuxing,1.3
2022-05-25,6,Shilin,2.3
2022-05-25,6,Songshan Airport,15.4
2022-05-25,6,Tamsui,5.4
2022-05-25,6,Qizhang,3.3
2022-05-25,7,Ximen,1.0
2022-05-25,7,Nangang,17.5
2022-05-25,7,Jingmei,8.0
2022-05-25,8,Taipei Main Station,10.1
2022-05-25,8,Nanjing Fuxing,16.6
2022-05-25,8,Da'an,10.2
2022-05-25,8,Jiantan,4.9
2022-05-25,8,Daqiaotou,3.9
2022-05-25,8,Wanlong,6.3
2022-05-25,8,Nangang Exhibition Center,11.2
2022-05-25,9,Nanjing Fuxing,10.9
2022-05-25,9,Yongning,10.2
2022-05-25,9,Yuanshan,4.1
2022-05-25,9,Daqiaotou,0.8
2022-05-25,9,Nangang Exhibition Center,11.7
2022-05-25,10,Da'an,3.3
2022-05-25,10,Daqiaotou,6.8
2022-05-25,10,Wanlong,1.5
2022-05-25,11,Ximen,4.5
2022-05-25,11,Shilin,14.3
2022-05-25,11,Yuanshan,4.2
2022-05-25,11,Zhishan,3.4
2022-05-25,11,Qizhang,4.3
2022-05-25,11,Nangang Exhibition Center,6.8
2022-05-25,12,Taipei City Hall,6.2
2022-05-25,12,Guting,5.9
2022-05-25,12,Zhongshan,3.8
2022-05-25,12,Shilin,4.1
2022-05-25,12,Xiaobitan,3.7
2022-05-25,12,Wanlong,0.8
2022-05-25,13,Guting,5.5
2022-05-25,13,Yongning,12.7
2022-05-25,13,Tamsui,1.9
2022-05-25,13,Yuanshan,19.5
2022-05-25,13,Daqiaotou,2.4
2022-05-25,14,Taipei Main Station,7.5
2022-05-25,14,Zhishan,6.0
2022-05-25,14,Daqiaotou,2.9
2022-05-25,15,Banqiao,7.3
2022-05-25,15,Taipei City Hall,29.3
2022-05-25,15,Dongmen,3.4
2022-05-25,15,Zhongshan,15.7
2022-05-25,15,Shilin,16.8
2022-05-25,15,Xindian,9.5
2022-05-25,15,Daqiaotou,1.5
2022-05-25,15,Xindian District Office,24.8
2022-05-25,16,Dongmen,6.5
2022-05-25,16,Xindian District Office,5.7
2022-05-25,17,Dongmen,6.1
2022-05-25,17,Qizhang,5.7
2022-05-25,17,Xindian District Office,14.0
2022-05-25,18,Zhongxiao Fuxing,2.6
2022-05-25,18,Nanjing Fuxing,3.8
2022-05-25,18,Guting,1.4
2022-05-25,18,Zhongshan,14.9
2022-05-25,18,Muzha,3.1
2022-05-25,18,Beitou,6.6
2022-05-25,18,Qizhang,16.1
2022-05-25,18,Taipei Zoo,5.5
2022-05-25,19,Taipei Main Station,9.4
2022-05-25,19,Songshan Airport,15.8
2022-05-25,19,Jiantan,2.3
2022-05-25,19,Qizhang,6.5
2022-05-25,19,Xindian District Office,4.5
2022-05-25,20,Jiantan,2.0
2022-05-25,22,Xiaobitan,22.6
2022-05-25,23,Xiaobitan,3.6
2022-05-25,23,Qizhang,2.4
2022-05-26,1,Gongguan,8.8
2022-05-26,3,Muzha,3.3
2022-05-26,3,Daqiaotou,1.3
2022-05-26,4,Jiantan,5.7
2022-05-26,6,Nangang,2.5
2022-05-26,6,Muzha,5.1
2022-05-26,6,Taipei Zoo,6.5
2022-05-26,7,Ximen,5.5
2022-05-26,7,Banqiao,18.6
2022-05-26,7,Guting,27.7
2022-05-26,7,Gongguan,6.9
2022-05-26,7,Daqiaotou,9.7
2022-05-26,8,Taipei City Hall,2.3
2022-05-26,8,Nanjing Fuxing,5.4
2022-05-26,8,Guting,1.3
2022-05-26,8,Da'an,7.7
2022-05-26,8,Zhongshan,12.0
2022-05-26,8,Shilin,2.5
2022-05-26,8,Xindian,1.5
2022-05-26,8,Xiaobitan,15.0
2022-05-26,8,Zhishan,11.4
2022-05-26,8,Daqiaotou,13.2
2022-05-26,8,Qizhang,5.1
2022-05-26,8,Xindian District Office,3.4
2022-05-26,9,Taipei Main Station,12.0
2022-05-26,9,Ximen,2.4
2022-05-26,9,Shilin,10.3
2022-05-26,9,Nangang,3.4
2022-05-26,9,Daqiaotou,7.7
2022-05-26,9,Wanlong,20.4
2022-05-26,9,Nangang Exhibition Center,6.9
2022-05-26,10,Banqiao,10.9
2022-05-26,10,Jiantan,5.2
2022-05-26,10,Beitou,11.4
2022-05-26,10,Jingmei,7.0
2022-05-26,11,Shilin,4.5
2022-05-26,12,Da'an,9.8
2022-05-26,12,Zhishan,19.1
2022-05-26,12,Xindian District Office,2.4
2022-05-26,13,Songshan Airport,1.9
2022-05-26,14,Taipei Main Station,4.4
2022-05-26,14,Nanjing Fuxing,6.0
2022-05-26,14,Songshan Airport,13.8
2022-05-26,14,Jiantan,5.7
2022-05-26,14,Xindian,2.7
2022-05-26,14,Muzha,10.9
2022-05-26,15,Dongmen,1.1
2022-05-26,15,Jiantan,13.5
2022-05-26,15,Xindian,1.3
2022-05-26,15,Muzha,6.6
2022-05-26,15,Taipei Zoo,4.2
2022-05-26,16,Banqiao,9.7
2022-05-26,16,Zhishan,1.6
2022-05-26,17,Zhongxiao Fuxing,1.5
2022-05-26,17,Taipei City Hall,16.1
2022-05-26,17,Zhongshan,16.8
2022-05-26,17,Yongning,25.3
2022-05-26,17,Xiaobitan,6.3
2022-05-26,18,Nanjing Fuxing,25.4
2022-05-26,18,Guting,7.8
2022-05-26,18,Xindian,5.5
2022-05-26,18,Muzha,13.6
2022-05-26,18,Zhishan,10.4
2022-05-26,18,Xindian District Office,6.1
2022-05-26,18,Nangang Exhibition Center,13.2
2022-05-26,19,Banqiao,6.8
2022-05-26,19,Taipei City Hall,8.8
2022-05-26,19,Yongning,5.3
2022-05-26,19,Xindian,20.1
2022-05-26,19,Daqiaotou,7.8
2022-05-26,19,Wanlong,29.2
2022-05-26,20,Jiantan,9.8
2022-05-26,20,Tamsui,5.5
2022-05-26,20,Xiaobitan,3.0
2022-05-26,21,Zhongshan,16.5
2022-05-26,21,Muzha,4.6
2022-05-26,22,Taipei City Hall,2.8
2022-05-26,22,Tamsui,12.4
2022-05-26,23,Gongguan,9.7
2022-05-27,0,Tamsui,7.0
2022-05-27,1,Da'an,4.2
2022-05-27,2,Dongmen,3.6
2022-05-27,3,Taipei Main Station,4.5
2022-05-27,3,Zhishan,1.2
2022-05-27,4,Zhongshan,2.4
2022-05-27,5,Tamsui,2.9
2022-05-27,6,Da'an,6.1
2022-05-27,7,Zhongxiao Fuxing,10.4
2022-05-27,7,Zhongshan,7.4
2022-05-27,7,Shilin,14.1
2022-05-27,7,Nangang,2.5
2022-05-27,7,Beitou,6.5
2022-05-27,7,Yuanshan,13.7
2022-05-27,7,Qizhang,10.4
2022-05-27,7,Xindian District Office,16.5
2022-05-27,8,Shilin,8.4
2022-05-27,8,Gongguan,19.2
2022-05-27,8,Xindian,0.8
2022-05-27,8,Muzha,2.3
2022-05-27,8,Zhishan,16.6
2022-05-27,8,Taipei Zoo,3.3
2022-05-27,9,Dongmen,4.3
2022-05-27,9,Xiaobitan,11.8
2022-05-27,9,Jingmei,7.6
2022-05-27,9,Xindian District Office,9.1
2022-05-27,10,Xiaobitan,1.4
2022-05-27,10,Wanlong,6.3
2022-05-27,10,Qizhang,4.2
2022-05-27,11,Muzha,7.8
2022-05-27,11,Wanlong,3.9
2022-05-27,12,Taipei City Hall,7.5
2022-05-27,12,Muzha,7.4
2022-05-27,13,Dongmen,5.3
2022-05-27,13,Jiantan,4.4
2022-05-27,13,Xindian,3.7
2022-05-27,13,Taipei Zoo,5.4
2022-05-27,14,Taipei City Hall,11.8
2022-05-27,14,Jiantan,15.5
2022-05-27,14,Taipei Zoo,1.5
2022-05-27,15,Beitou,3.6
2022-05-27,15,Xiaobitan,8.9
2022-05-27,15,Jingmei,6.6
2022-05-27,16,Zhongxiao Fuxing,8.4
2022-05-27,16,Zhongshan,7.1
2022-05-27,16,Shilin,8.0
2022-05-27,16,Wanlong,5.2
2022-05-27,16,Xindian District Office,5.6
2022-05-27,16,Nangang Exhibition Center,6.3
2022-05-27,17,Zhongxiao Fuxing,19.3
2022-05-27,17,Ximen,17.3
2022-05-27,17,Dongmen,5.6
2022-05-27,17,Shilin,1.4
2022-05-27,17,Yongning,13.0
2022-05-27,17,Nangang,9.5
2022-05-27,17,Wanlong,2.1
2022-05-27,17,Qizhang,6.4
2022-05-27,17,Taipei Zoo,12.0
2022-05-27,18,Nanjing Fuxing,6.3
2022-05-27,18,Shilin,23.9
2022-05-27,18,Yongning,8.2
2022-05-27,18,Jiantan,12.8
2022-05-27,18,Xindian,10.6
2022-05-27,18,Muzha,8.9
2022-05-27,18,Jingmei,1.8
2022-05-27,18,Taipei Zoo,14.4
2022-05-27,19,Nanjing Fuxing,2.5
2022-05-27,19,Guting,37.4
2022-05-27,19,Xindian,2.3
2022-05-27,19,Tamsui,5.9
2022-05-27,19,Zhishan,19.2
2022-05-27,19,Daqiaotou,14.0
2022-05-27,20,Banqiao,3.1
2022-05-27,20,Nangang,5.5
2022-05-27,20,Taipei Zoo,7.1
2022-05-27,21,Nanjing Fuxing,4.7
2022-05-27,21,Zhongshan,1.1
2022-05-27,21,Daqiaotou,6.9
2022-05-27,21,Qizhang,5.5
2022-05-27,22,Da'an,1.8
2022-05-27,22,Songshan Airport,0.8
2022-05-27,22,Yuanshan,12.3
2022-05-27,23,Guting,4.1
2022-05-27,23,Da'an,2.9
2022-05-28,0,Xindian District Office,10.2
2022-05-28,1,Taipei City Hall,1.9
2022-05-28,1,Beitou,3.7
2022-05-28,2,Yongning,1.7
2022-05-28,2,Nangang,0.5
2022-05-28,3,Guting,1.7
2022-05-28,4,Yongning,8.3
2022-05-28,6,Xindian,0.2
2022-05-28,6,Jingmei,2.6
2022-05-28,7,Zhongshan,1.3
2022-05-28,7,Taipei Zoo,8.1
2022-05-28,8,Taipei Main Station,4.9
2022-05-28,8,Nanjing Fuxing,6.4
2022-05-28,9,Zhongxiao Fuxing,8.3
2022-05-28,9,Da'an,17.1
2022-05-28,9,Xindian,7.7
2022-05-28,9,Yuanshan,31.2
2022-05-28,9,Nangang Exhibition Center,10.2
2022-05-28,10,Ximen,1.2
2022-05-28,10,Taipei City Hall,1.2
2022-05-28,10,Nanjing Fuxing,8.1
2022-05-28,10,Zhishan,4.4
2022-05-28,10,Wanlong,7.6
2022-05-28,11,Taipei Main Station,7.3
2022-05-28,11,Banqiao,15.2
2022-05-28,11,Guting,10.6
2022-05-28,11,Da'an,15.1
2022-05-28,11,Tamsui,8.5
2022-05-28,11,Daqiaotou,9.2
2022-05-28,11,Wanlong,8.0
2022-05-28,12,Ximen,6.6
2022-05-28,12,Banqiao,3.4
2022-05-28,12,Taipei City Hall,1.4
2022-05-28,12,Dongmen,13.0
2022-05-28,12,Da'an,8.4
2022-05-28,12,Xindian District Office,16.7
2022-05-28,13,Nanjing Fuxing,7.0
2022-05-28,13,Dongmen,4.9
2022-05-28,13,Gongguan,6.8
2022-05-28,13,Nangang,3.1
2022-05-28,13,Xiaobitan,0.7
2022-05-28,13,Yuanshan,15.1
2022-05-28,13,Wanlong,8.1
2022-05-28,13,Jingmei,7.3
2022-05-28,14,Zhongxiao Fuxing,5.4
2022-05-28,14,Taipei City Hall,8.9
2022-05-28,14,Nangang,6.4
2022-05-28,14,Jiantan,4.0
2022-05-28,14,Xindian,1.2
2022-05-28,14,Tamsui,2.9
2022-05-28,14,Xiaobitan,4.7
2022-05-28,14,Daqiaotou,8.3
2022-05-28,14,Xindian District Office,5.6
2022-05-28,14,Taipei Zoo,12.2
2022-05-28,15,Yongning,10.7
2022-05-28,15,Beitou,6.9
2022-05-28,15,Yuanshan,10.5
2022-05-28,15,Zhishan,2.2
2022-05-28,15,Daqiaotou,3.9
2022-05-28,15,Jingmei,16.5
2022-05-28,16,Taipei City Hall,9.3
2022-05-28,16,Da'an,5.5
2022-05-28,16,Gongguan,2.7
2022-05-28,16,Yongning,14.6
2022-05-28,16,Nangang,12.3
2022-05-28,16,Beitou,14.9
2022-05-28,16,Tamsui,11.9
2022-05-28,16,Wanlong,3.5
2022-05-28,17,Da'an,3.6
2022-05-28,17,Nangang,0.7
2022-05-28,17,Jiantan,1.4
2022-05-28,17,Beitou,3.8
2022-05-28,17,Tamsui,6.7
2022-05-28,17,Xiaobitan,3.7
2022-05-28,17,Yuanshan,1.8
2022-05-28,18,Shilin,30.1
2022-05-28,18,Songshan Airport,11.2
2022-05-28,18,Yuanshan,9.2
2022-05-28,18,Xindian District Office,0.9
2022-05-28,19,Songshan Airport,5.9
2022-05-28,19,Jiantan,9.6
2022-05-28,19,Xindian,10.9
2022-05-28,19,Taipei Zoo,9.3
2022-05-28,20,Jingmei,0.6
2022-05-28,20,Taipei Zoo,3.6
2022-05-28,21,Taipei City Hall,3.1
2022-05-28,21,Xindian,6.7
2022-05-28,22,Songshan Airport,8.7
2022-05-28,23,Shilin,1.3
2022-05-28,23,Muzha,4.7
2022-05-29,0,Gongguan,7.8
2022-05-29,0,Nangang Exhibition Center,2.8
2022-05-29,1,Shilin,2.0
2022-05-29,2,Yuanshan,5.4
2022-05-29,3,Taipei City Hall,1.9
2022-05-29,3,Tamsui,7.0
2022-05-29,4,Nanjing Fuxing,2.4
2022-05-29,6,Xindian,3.3
2022-05-29,7,Beitou,2.0
2022-05-29,8,Taipei Main Station,15.6
2022-05-29,8,Gongguan,2.9
2022-05-29,9,Taipei City Hall,8.3
2022-05-29,9,Nangang,4.0
2022-05-29,9,Songshan Airport,1.2
2022-05-29,9,Tamsui,13.5
2022-05-29,9,Wanlong,10.7
2022-05-29,9,Nangang Exhibition Center,4.5
2022-05-29,10,Dongmen,6.6
2022-05-29,10,Zhongshan,8.2
2022-05-29,10,Tamsui,10.9
2022-05-29,10,Taipei Zoo,16.6
2022-05-29,11,Taipei City Hall,6.1
2022-05-29,11,Jingmei,0.6
2022-05-29,11,Qizhang,1.3
2022-05-29,11,Xindian District Office,12.1
2022-05-29,12,Zhongxiao Fuxing,24.6
2022-05-29,12,Zhongshan,16.5
2022-05-29,12,Songshan Airport,6.5
2022-05-29,12,Zhishan,7.1
2022-05-29,12,Wanlong,0.9
2022-05-29,12,Qizhang,14.6
2022-05-29,12,Taipei Zoo,2.1
2022-05-29,13,Gongguan,11.6
2022-05-29,13,Yongning,6.9
2022-05-29,13,Tamsui,1.9
2022-05-29,13,Xiaobitan,13.4
2022-05-29,13,Xindian District Office,14.6
2022-05-29,14,Taipei City Hall,12.8
2022-05-29,14,Muzha,6.9
2022-05-29,14,Xiaobitan,6.1
2022-05-29,14,Daqiaotou,5.1
2022-05-29,15,Xindian,21.1
2022-05-29,15,Zhishan,3.7
2022-05-29,15,Xindian District Office,5.5
2022-05-29,16,Songshan Airport,2.8
2022-05-29,16,Beitou,9.7
2022-05-29,16,Jingmei,5.6
2022-05-29,16,Taipei Zoo,2.7
2022-05-29,17,Taipei Main Station,5.4
2022-05-29,17,Gongguan,4.8
2022-05-29,17,Jingmei,15.0
2022-05-29,18,Guting,7.5
2022-05-29,18,Muzha,3.5
2022-05-29,19,Jingmei,3.0
2022-05-29,20,Daqiaotou,13.0
2022-05-29,20,Nangang Exhibition Center,17.5
2022-05-29,20,Taipei Zoo,7.9
2022-05-29,21,Taipei Main Station,3.7
2022-05-29,21,Nanjing Fuxing,7.8
2022-05-29,21,Tamsui,3.6
2022-05-29,23,Gongguan,1.5
2022-05-30,1,Guting,4.5
2022-05-30,2,Yongning,1.4
2022-05-30,5,Qizhang,1.6
2022-05-30,6,Yongning,4.3
2022-05-30,6,Taipei Zoo,7.6
2022-05-30,7,Zhongxiao Fuxing,4.8
2022-05-30,7,Shilin,1.1
2022-05-30,7,Yongning,3.6
2022-05-30,7,Taipei Zoo,8.8
2022-05-30,8,Nanjing Fuxing,11.5
2022-05-30,8,Dongmen,5.4
2022-05-30,8,Da'an,3.2
2022-05-30,8,Shilin,8.3
2022-05-30,8,Songshan Airport,28.1
2022-05-30,8,Jiantan,8.4
2022-05-30,8,Xindian,2.3
2022-05-30,8,Yuanshan,5.3
2022-05-30,8,Zhishan,10.3
2022-05-30,8,Qizhang,5.3
2022-05-30,8,Taipei Zoo,12.2
2022-05-30,9,Nangang,8.5
2022-05-30,9,Muzha,16.0
2022-05-30,9,Beitou,13.6
2022-05-30,9,Tamsui,6.1
2022-05-30,9,Yuanshan,2.6
2022-05-30,9,Xindian District Office,5.0
2022-05-30,10,Zhongxiao Fuxing,5.8
2022-05-30,10,Da'an,8.4
2022-05-30,10,Shilin,9.0
2022-05-30,11,Zhongxiao Fuxing,11.7
2022-05-30,11,Jiantan,2.7
2022-05-30,12,Taipei City Hall,7.5
2022-05-30,12,Shilin,5.9
2022-05-30,12,Jiantan,5.6
2022-05-30,12,Zhishan,5.6
2022-05-30,12,Jingmei,15.5
2022-05-30,13,Taipei City Hall,16.7
2022-05-30,13,Nangang,3.3
2022-05-30,13,Tamsui,17.0
2022-05-30,13,Zhishan,3.2
2022-05-30,13,Daqiaotou,3.7
2022-05-30,14,Yongning,5.2
2022-05-30,14,Xiaobitan,3.5
2022-05-30,14,Taipei Zoo,6.4
2022-05-30,15,Taipei Main Station,1.2
2022-05-30,15,Banqiao,6.9
2022-05-30,15,Zhongshan,5.5
2022-05-30,15,Xindian,15.9
2022-05-30,15,Beitou,6.1
2022-05-30,15,Zhishan,17.6
2022-05-30,16,Ximen,3.4
2022-05-30,16,Nanjing Fuxing,7.0
2022-05-30,16,Zhongshan,5.3
2022-05-30,16,Songshan Airport,4.7
2022-05-30,16,Jiantan,7.5
2022-05-30,16,Xindian,7.3
2022-05-30,17,Taipei Main Station,20.1
2022-05-30,17,Banqiao,1.6
2022-05-30,17,Songshan Airport,11.4
2022-05-30,17,Xindian,1.6
2022-05-30,17,Xiaobitan,12.0
2022-05-30,17,Zhishan,4.0
2022-05-30,18,Zhongshan,5.6
2022-05-30,18,Xiaobitan,4.2
2022-05-30,18,Wanlong,6.4
2022-05-30,18,Nangang Exhibition Center,9.4
2022-05-30,19,Zhongxiao Fuxing,13.6
2022-05-30,19,Nanjing Fuxing,8.3
2022-05-30,19,Yuanshan,17.8
2022-05-30,19,Daqiaotou,9.8
2022-05-30,19,Xindian District Office,6.1
2022-05-30,19,Taipei Zoo,10.2
2022-05-30,20,Guting,13.8
2022-05-30,20,Shilin,7.6
2022-05-30,20,Songshan Airport,3.6
2022-05-30,20,Qizhang,7.9
2022-05-30,21,Banqiao,3.8
2022-05-30,21,Taipei City Hall,21.3
2022-05-30,22,Nangang,2.0
2022-05-30,22,Wanlong,9.6
2022-05-31,0,Zhongxiao Fuxing,6.9
2022-05-31,0,Ximen,6.7
2022-05-31,0,Da'an,4.5
2022-05-31,0,Shilin,2.8
2022-05-31,0,Muzha,1.7
2022-05-31,1,Taipei Zoo,3.6
2022-05-31,2,Gongguan,5.9
