Date,Hour,Station,Entries,Exits
2022-02-10,7,Da'an,1125,1090
2022-02-10,7,Zhongshan,1222,1058
2022-02-10,7,Shilin,1093,1023
2022-02-10,7,Gongguan,1083,1010
2022-02-10,7,Yongning,978,950
2022-02-10,7,Nangang,969,872
2022-02-10,7,Songshan Airport,849,798
2022-02-10,7,Jiantan,780,698
2022-02-10,7,Xindian,760,709
2022-02-10,7,Muzha,615,662
2022-02-10,7,Beitou,580,531
2022-02-10,7,Tamsui,625,548
2022-02-10,7,Xiaobitan,282,286
2022-02-10,7,Yuanshan,514,490
2022-02-10,7,Zhishan,433,416
2022-02-10,7,Daqiaotou,396,418
2022-02-10,7,Wanlong,501,458
2022-02-10,7,Jingmei,488,466
2022-02-10,7,Qizhang,362,300
2022-02-10,7,Xindian District Office,463,396
2022-02-10,7,Nangang Exhibition Center,736,655
2022-02-10,7,Taipei Zoo,377,373
2022-02-10,8,Taipei Main Station,5442,5247
2022-02-10,8,Zhongxiao Fuxing,3669,3414
2022-02-10,8,Ximen,3217,3006
2022-02-10,8,Banqiao,2941,2801
2022-02-10,8,Taipei City Hall,2856,2531
2022-02-10,8,Nanjing Fuxing,2370,2335
2022-02-10,8,Guting,2194,2112
2022-02-10,8,Dongmen,1966,1907
2022-02-10,8,Da'an,1728,1608
2022-02-10,8,Zhongshan,1713,1676
2022-02-10,8,Shilin,1644,1503
2022-02-10,8,Gongguan,1516,1454
2022-02-10,8,Yongning,1403,1313
2022-02-10,8,Nangang,1393,1371
2022-02-10,8,Songshan Airport,1294,1246
2022-02-10,8,Jiantan,1154,1062
2022-02-10,8,Xindian,1168,1107
2022-02-10,8,Muzha,1011,881
2022-02-10,8,Beitou,917,823
2022-02-10,8,Tamsui,926,900
2022-02-10,8,Xiaobitan,422,445
2022-02-10,8,Yuanshan,747,679
2022-02-10,8,Zhishan,666,635
2022-02-10,8,Daqiaotou,664,619
2022-02-10,8,Wanlong,770,694
2022-02-10,8,Jingmei,730,717
2022-02-10,8,Qizhang,532,508
2022-02-10,8,Xindian District Office,623,555
2022-02-10,8,Nangang Exhibition Center,1151,965
2022-02-10,8,Taipei Zoo,589,521
2022-02-10,9,Taipei Main Station,3352,3138
2022-02-10,9,Zhongxiao Fuxing,2252,2099
2022-02-10,9,Ximen,2045,1977
2022-02-10,9,Banqiao,1836,1715
2022-02-10,9,Taipei City Hall,1711,1529
2022-02-10,9,Nanjing Fuxing,1460,1433
2022-02-10,9,Guting,1358,1219
2022-02-10,9,Dongmen,1210,1195
2022-02-10,9,Da'an,1093,1005
2022-02-10,9,Zhongshan,1091,976
2022-02-10,9,Shilin,966,937
2022-02-10,9,Gongguan,944,837
2022-02-10,9,Yongning,862,802
2022-02-10,9,Nangang,876,831
2022-02-10,9,Songshan Airport,818,786
2022-02-10,9,Jiantan,768,694
2022-02-10,9,Xindian,717,706
2022-02-10,9,Muzha,563,536
2022-02-10,9,Beitou,529,487
2022-02-10,9,Tamsui,603,538
2022-02-10,9,Xiaobitan,279,270
2022-02-10,9,Yuanshan,512,445
2022-02-10,9,Zhishan,415,388
2022-02-10,9,Daqiaotou,387,389
2022-02-10,9,Wanlong,476,455
2022-02-10,9,Jingmei,450,472
2022-02-10,9,Qizhang,355,335
2022-02-10,9,Xindian District Office,426,335
2022-02-10,9,Nangang Exhibition Center,690,661
2022-02-10,9,Taipei Zoo,325,314
2022-02-10,10,Taipei Main Station,2254,2243
2022-02-10,10,Zhongxiao Fuxing,1462,1443
2022-02-10,10,Ximen,1301,1298
2022-02-10,10,Banqiao,1303,1162
2022-02-10,10,Taipei City Hall,1101,1075
2022-02-10,10,Nanjing Fuxing,1016,927
2022-02-10,10,Guting,950,850
2022-02-10,10,Dongmen,789,755
2022-02-10,10,Da'an,692,675
2022-02-10,10,Zhongshan,743,712
2022-02-10,10,Shilin,715,619
2022-02-10,10,Gongguan,650,540
2022-02-10,10,Yongning,580,537
2022-02-10,10,Nangang,589,552
2022-02-10,10,Songshan Airport,580,475
2022-02-10,10,Jiantan,514,447
2022-02-10,10,Xindian,515,476
2022-02-10,10,Muzha,436,358
2022-02-10,10,Beitou,385,350
2022-02-10,10,Tamsui,411,355
2022-02-10,10,Xiaobitan,205,154
2022-02-10,10,Yuanshan,306,290
2022-02-10,10,Zhishan,244,245
2022-02-10,10,Daqiaotou,281,279
2022-02-10,10,Wanlong,290,294
2022-02-10,10,Jingmei,320,279
2022-02-10,10,Qizhang,219,226
2022-02-10,10,Xindian District Office,305,265
2022-02-10,10,Nangang Exhibition Center,464,396
2022-02-10,10,Taipei Zoo,233,218
2022-02-10,11,Taipei Main Station,2215,1935
2022-02-10,11,Zhongxiao Fuxing,1486,1343
2022-02-10,11,Ximen,1256,1220
2022-02-10,11,Banqiao,1232,1199
2022-02-10,11,Taipei City Hall,1136,962
2022-02-10,11,Nanjing Fuxing,942,862
2022-02-10,11,Guting,874,791
2022-02-10,11,Dongmen,714,696
2022-02-10,11,Da'an,640,612
2022-02-10,11,Zhongshan,624,629
2022-02-10,11,Shilin,680,622
2022-02-10,11,Gongguan,610,565
2022-02-10,11,Yongning,552,557
2022-02-10,11,Nangang,552,514
2022-02-10,11,Songshan Airport,536,472
2022-02-10,11,Jiantan,440,450
2022-02-10,11,Xindian,462,437
2022-02-10,11,Muzha,389,394
2022-02-10,11,Beitou,333,339
2022-02-10,11,Tamsui,390,363
2022-02-10,11,Xiaobitan,181,158
2022-02-10,11,Yuanshan,302,289
2022-02-10,11,Zhishan,260,243
2022-02-10,11,Daqiaotou,259,238
2022-02-10,11,Wanlong,310,265
2022-02-10,11,Jingmei,299,301
2022-02-10,11,Qizhang,234,193
2022-02-10,11,Xindian District Office,239,241
2022-02-10,11,Nangang Exhibition Center,424,371
2022-02-10,11,Taipei Zoo,196,193
2022-02-10,12,Taipei Main Station,2327,2085
2022-02-10,12,Zhongxiao Fuxing,1596,1541
2022-02-10,12,Ximen,1450,1369
2022-02-10,12,Banqiao,1283,1279
2022-02-10,12,Taipei City Hall,1279,1086
2022-02-10,12,Nanjing Fuxing,1019,985
2022-02-10,12,Guting,913,895
2022-02-10,12,Dongmen,825,836
2022-02-10,12,Da'an,729,736
2022-02-10,12,Zhongshan,727,673
2022-02-10,12,Shilin,673,683
2022-02-10,12,Gongguan,680,623
2022-02-10,12,Yongning,597,612
2022-02-10,12,Nangang,620,574
2022-02-10,12,Songshan Airport,552,541
2022-02-10,12,Jiantan,535,507
2022-02-10,12,Xindian,527,531
2022-02-10,12,Muzha,414,409
2022-02-10,12,Beitou,394,318
2022-02-10,12,Tamsui,388,386
2022-02-10,12,Xiaobitan,165,164
2022-02-10,12,Yuanshan,315,336
2022-02-10,12,Zhishan,298,275
2022-02-10,12,Daqiaotou,305,273
2022-02-10,12,Wanlong,371,326
2022-02-10,12,Jingmei,316,321
2022-02-10,12,Qizhang,256,225
2022-02-10,12,Xindian District Office,304,240
2022-02-10,12,Nangang Exhibition Center,494,461
2022-02-10,12,Taipei Zoo,246,219
2022-02-10,13,Taipei Main Station,2233,2200
2022-02-10,13,Zhongxiao Fuxing,1470,1507
2022-02-10,13,Ximen,1255,1304
2022-02-10,13,Banqiao,1284,1177
2022-02-10,13,Taipei City Hall,1213,1141
2022-02-10,13,Nanjing Fuxing,1024,945
2022-02-10,13,Guting,904,839
2022-02-10,13,Dongmen,837,784
2022-02-10,13,Da'an,709,668
2022-02-10,13,Zhongshan,686,642
2022-02-10,13,Shilin,679,677
2022-02-10,13,Gongguan,633,602
2022-02-10,13,Yongning,559,591
2022-02-10,13,Nangang,554,571
2022-02-10,13,Songshan Airport,506,498
2022-02-10,13,Jiantan,449,452
2022-02-10,13,Xindian,524,430
2022-02-10,13,Muzha,393,409
2022-02-10,13,Beitou,367,349
2022-02-10,13,Tamsui,397,370
2022-02-10,13,Xiaobitan,177,173
2022-02-10,13,Yuanshan,295,289
2022-02-10,13,Zhishan,290,250
2022-02-10,13,Daqiaotou,261,257
2022-02-10,13,Wanlong,321,304
2022-02-10,13,Jingmei,324,286
2022-02-10,13,Qizhang,233,207
2022-02-10,13,Xindian District Office,265,250
2022-02-10,13,Nangang Exhibition Center,452,443
2022-02-10,13,Taipei Zoo,226,192
2022-02-10,14,Taipei Main Station,2152,2107
2022-02-10,14,Zhongxiao Fuxing,1467,1428
2022-02-10,14,Ximen,1333,1167
2022-02-10,14,Banqiao,1153,1088
2022-02-10,14,Taipei City Hall,1107,1107
2022-02-10,14,Nanjing Fuxing,922,888
2022-02-10,14,Guting,829,814
2022-02-10,14,Dongmen,775,792
2022-02-10,14,Da'an,657,616
2022-02-10,14,Zhongshan,680,637
2022-02-10,14,Shilin,619,650
2022-02-10,14,Gongguan,609,592
2022-02-10,14,Yongning,559,513
2022-02-10,14,Nangang,531,534
2022-02-10,14,Songshan Airport,512,454
2022-02-10,14,Jiantan,421,420
2022-02-10,14,Xindian,478,451
2022-02-10,14,Muzha,347,351
2022-02-10,14,Beitou,372,321
2022-02-10,14,Tamsui,367,318
2022-02-10,14,Xiaobitan,160,177
2022-02-10,14,Yuanshan,331,285
2022-02-10,14,Zhishan,268,229
2022-02-10,14,Daqiaotou,246,230
2022-02-10,14,Wanlong,300,273
2022-02-10,14,Jingmei,275,287
2022-02-10,14,Qizhang,217,224
2022-02-10,14,Xindian District Office,259,244
2022-02-10,14,Nangang Exhibition Center,436,426
2022-02-10,14,Taipei Zoo,221,203
2022-02-10,15,Taipei Main Station,2284,2124
2022-02-10,15,Zhongxiao Fuxing,1507,1547
2022-02-10,15,Ximen,1328,1165
2022-02-10,15,Banqiao,1239,1148
2022-02-10,15,Taipei City Hall,1159,1140
2022-02-10,15,Nanjing Fuxing,1027,932
2022-02-10,15,Guting,868,815
2022-02-10,15,Dongmen,832,820
2022-02-10,15,Da'an,738,646
2022-02-10,15,Zhongshan,713,662
2022-02-10,15,Shilin,663,645
2022-02-10,15,Gongguan,653,571
2022-02-10,15,Yongning,608,537
2022-02-10,15,Nangang,555,568
2022-02-10,15,Songshan Airport,525,518
2022-02-10,15,Jiantan,488,444
2022-02-10,15,Xindian,519,502
2022-02-10,15,Muzha,381,361
2022-02-10,15,Beitou,364,345
2022-02-10,15,Tamsui,382,368
2022-02-10,15,Xiaobitan,187,159
2022-02-10,15,Yuanshan,365,306
2022-02-10,15,Zhishan,257,232
2022-02-10,15,Daqiaotou,267,259
2022-02-10,15,Wanlong,303,307
2022-02-10,15,Jingmei,293,290
2022-02-10,15,Qizhang,230,222
2022-02-10,15,Xindian District Office,310,258
2022-02-10,15,Nangang Exhibition Center,444,432
2022-02-10,15,Taipei Zoo,226,193
2022-02-10,16,Taipei Main Station,2664,2489
2022-02-10,16,Zhongxiao Fuxing,1837,1702
2022-02-10,16,Ximen,1656,1581
2022-02-10,16,Banqiao,1547,1466
2022-02-10,16,Taipei City Hall,1384,1281
2022-02-10,16,Nanjing Fuxing,1188,1086
2022-02-10,16,Guting,1080,1068
2022-02-10,16,Dongmen,962,888
2022-02-10,16,Da'an,839,846
2022-02-10,16,Zhongshan,873,837
2022-02-10,16,Shilin,785,725
2022-02-10,16,Gongguan,752,732
2022-02-10,16,Yongning,719,683
2022-02-10,16,Nangang,718,684
2022-02-10,16,Songshan Airport,641,555
2022-02-10,16,Jiantan,599,567
2022-02-10,16,Xindian,641,548
2022-02-10,16,Muzha,447,435
2022-02-10,16,Beitou,432,447
2022-02-10,16,Tamsui,522,436
2022-02-10,16,Xiaobitan,223,216
2022-02-10,16,Yuanshan,355,345
2022-02-10,16,Zhishan,313,322
2022-02-10,16,Daqiaotou,299,301
2022-02-10,16,Wanlong,356,320
2022-02-10,16,Jingmei,375,373
2022-02-10,16,Qizhang,294,285
2022-02-10,16,Xindian District Office,331,296
2022-02-10,16,Nangang Exhibition Center,571,475
2022-02-10,16,Taipei Zoo,277,233
2022-02-10,17,Taipei Main Station,3788,3508
2022-02-10,17,Zhongxiao Fuxing,2671,2358
2022-02-10,17,Ximen,2402,2104
2022-02-10,17,Banqiao,2077,1921
2022-02-10,17,Taipei City Hall,1961,1943
2022-02-10,17,Nanjing Fuxing,1651,1584
2022-02-10,17,Guting,1517,1374
2022-02-10,17,Dongmen,1365,1255
2022-02-10,17,Da'an,1225,1094
2022-02-10,17,Zhongshan,1214,1158
2022-02-10,17,Shilin,1179,1071
2022-02-10,17,Gongguan,1129,1003
2022-02-10,17,Yongning,993,990
2022-02-10,17,Nangang,938,978
2022-02-10,17,Songshan Airport,915,848
2022-02-10,17,Jiantan,829,882
2022-02-10,17,Xindian,874,818
2022-02-10,17,Muzha,701,680
2022-02-10,17,Beitou,591,630
2022-02-10,17,Tamsui,705,670
2022-02-10,17,Xiaobitan,274,297
2022-02-10,17,Yuanshan,496,489
2022-02-10,17,Zhishan,457,439
2022-02-10,17,Daqiaotou,474,449
2022-02-10,17,Wanlong,553,499
2022-02-10,17,Jingmei,556,463
2022-02-10,17,Qizhang,403,388
2022-02-10,17,Xindian District Office,463,391
2022-02-10,17,Nangang Exhibition Center,750,716
2022-02-10,17,Taipei Zoo,370,374
2022-02-10,18,Taipei Main Station,5207,4722
2022-02-10,18,Zhongxiao Fuxing,3609,3348
2022-02-10,18,Ximen,3204,3061
2022-02-10,18,Banqiao,2899,2695
2022-02-10,18,Taipei City Hall,2762,2430
2022-02-10,18,Nanjing Fuxing,2214,2122
2022-02-10,18,Guting,2102,2033
2022-02-10,18,Dongmen,1813,1651
2022-02-10,18,Da'an,1641,1618
2022-02-10,18,Zhongshan,1633,1569
2022-02-10,18,Shilin,1592,1401
2022-02-10,18,Gongguan,1488,1298
2022-02-10,18,Yongning,1370,1189
2022-02-10,18,Nangang,1298,1242
2022-02-10,18,Songshan Airport,1252,1042
2022-02-10,18,Jiantan,1173,1139
2022-02-10,18,Xindian,1144,1148
2022-02-10,18,Muzha,905,958
2022-02-10,18,Beitou,842,825
2022-02-10,18,Tamsui,950,852
2022-02-10,18,Xiaobitan,453,398
2022-02-10,18,Yuanshan,723,738
2022-02-10,18,Zhishan,629,575
2022-02-10,18,Daqiaotou,617,606
2022-02-10,18,Wanlong,724,707
2022-02-10,18,Jingmei,700,713
2022-02-10,18,Qizhang,538,488
2022-02-10,18,Xindian District Office,592,585
2022-02-10,18,Nangang Exhibition Center,1047,926
2022-02-10,18,Taipei Zoo,503,481
2022-02-10,19,Taipei Main Station,4115,3681
2022-02-10,19,Zhongxiao Fuxing,2696,2472
2022-02-10,19,Ximen,2423,2306
2022-02-10,19,Banqiao,2230,2114
2022-02-10,19,Taipei City Hall,2146,2098
2022-02-10,19,Nanjing Fuxing,1837,1691
2022-02-10,19,Guting,1544,1506
2022-02-10,19,Dongmen,1575,1351
2022-02-10,19,Da'an,1279,1231
2022-02-10,19,Zhongshan,1293,1172
2022-02-10,19,Shilin,1264,1212
2022-02-10,19,Gongguan,1129,1070
2022-02-10,19,Yongning,1007,983
2022-02-10,19,Nangang,1088,1059
2022-02-10,19,Songshan Airport,965,898
2022-02-10,19,Jiantan,945,865
2022-02-10,19,Xindian,896,761
2022-02-10,19,Muzha,711,628
2022-02-10,19,Beitou,650,613
2022-02-10,19,Tamsui,730,720
2022-02-10,19,Xiaobitan,331,314
2022-02-10,19,Yuanshan,549,535
2022-02-10,19,Zhishan,489,471
2022-02-10,19,Daqiaotou,503,460
2022-02-10,19,Wanlong,572,546
2022-02-10,19,Jingmei,538,529
2022-02-10,19,Qizhang,401,381
2022-02-10,19,Xindian District Office,467,478
2022-02-10,19,Nangang Exhibition Center,801,776
2022-02-10,19,Taipei Zoo,368,384
2022-02-10,20,Taipei Main Station,2712,2556
2022-02-10,20,Zhongxiao Fuxing,1814,1733
2022-02-10,20,Ximen,1630,1632
2022-02-10,20,Banqiao,1515,1385
2022-02-10,20,Taipei City Hall,1435,1297
2022-02-10,20,Nanjing Fuxing,1153,1165
2022-02-10,20,Guting,1026,975
2022-02-10,20,Dongmen,992,857
2022-02-10,20,Da'an,809,775
2022-02-10,20,Zhongshan,913,859
2022-02-10,20,Shilin,821,750
2022-02-10,20,Gongguan,752,714
2022-02-10,20,Yongning,717,611
2022-02-10,20,Nangang,709,696
2022-02-10,20,Songshan Airport,627,601
2022-02-10,20,Jiantan,569,594
2022-02-10,20,Xindian,575,522
2022-02-10,20,Muzha,476,502
2022-02-10,20,Beitou,415,401
2022-02-10,20,Tamsui,492,441
2022-02-10,20,Xiaobitan,222,207
2022-02-10,20,Yuanshan,417,367
2022-02-10,20,Zhishan,281,299
2022-02-10,20,Daqiaotou,327,318
2022-02-10,20,Wanlong,342,331
2022-02-10,20,Jingmei,394,373
2022-02-10,20,Qizhang,258,233
2022-02-10,20,Xindian District Office,284,320
2022-02-10,20,Nangang Exhibition Center,535,476
2022-02-10,20,Taipei Zoo,258,248
2022-02-10,21,Taipei Main Station,1774,1646
2022-02-10,21,Zhongxiao Fuxing,1240,1110
2022-02-10,21,Ximen,1098,1055
2022-02-10,21,Banqiao,1017,961
2022-02-10,21,Taipei City Hall,978,864
2022-02-10,21,Nanjing Fuxing,808,775
2022-02-10,21,Guting,717,675
2022-02-10,21,Dongmen,596,617
2022-02-10,21,Da'an,596,535
2022-02-10,21,Zhongshan,581,520
2022-02-10,21,Shilin,530,512
2022-02-10,21,Gongguan,504,442
2022-02-10,21,Yongning,439,445
2022-02-10,21,Nangang,487,468
2022-02-10,21,Songshan Airport,470,419
2022-02-10,21,Jiantan,447,370
2022-02-10,21,Xindian,400,379
2022-02-10,21,Muzha,333,320
2022-02-10,21,Beitou,256,277
2022-02-10,21,Tamsui,325,292
2022-02-10,21,Xiaobitan,129,136
2022-02-10,21,Yuanshan,253,216
2022-02-10,21,Zhishan,233,222
2022-02-10,21,Daqiaotou,224,199
2022-02-10,21,Wanlong,249,237
2022-02-10,21,Jingmei,234,243
2022-02-10,21,Qizhang,196,187
2022-02-10,21,Xindian District Office,227,200
2022-02-10,21,Nangang Exhibition Center,356,344
2022-02-10,21,Taipei Zoo,174,179
2022-02-10,22,Taipei Main Station,1145,1130
2022-02-10,22,Zhongxiao Fuxing,726,756
2022-02-10,22,Ximen,644,627
2022-02-10,22,Banqiao,635,592
2022-02-10,22,Taipei City Hall,548,516
2022-02-10,22,Nanjing Fuxing,557,451
2022-02-10,22,Guting,449,441
2022-02-10,22,Dongmen,421,363
2022-02-10,22,Da'an,331,362
2022-02-10,22,Zhongshan,345,356
2022-02-10,22,Shilin,316,326
2022-02-10,22,Gongguan,299,320
2022-02-10,22,Yongning,300,237
2022-02-10,22,Nangang,264,265
2022-02-10,22,Songshan Airport,254,262
2022-02-10,22,Jiantan,240,226
2022-02-10,22,Xindian,214,237
2022-02-10,22,Muzha,191,216
2022-02-10,22,Beitou,168,150
2022-02-10,22,Tamsui,213,182
2022-02-10,22,Xiaobitan,100,71
2022-02-10,22,Yuanshan,178,139
2022-02-10,22,Zhishan,144,136
2022-02-10,22,Daqiaotou,147,125
2022-02-10,22,Wanlong,171,142
2022-02-10,22,Jingmei,178,129
2022-02-10,22,Qizhang,103,108
2022-02-10,22,Xindian District Office,134,149
2022-02-10,22,Nangang Exhibition Center,234,227
2022-02-10,22,Taipei Zoo,97,111
2022-02-10,23,Taipei Main Station,463,426
2022-02-10,23,Zhongxiao Fuxing,326,253
2022-02-10,23,Ximen,271,292
2022-02-10,23,Banqiao,244,255
2022-02-10,23,Taipei City Hall,247,216
2022-02-10,23,Nanjing Fuxing,210,184
2022-02-10,23,Guting,186,176
2022-02-10,23,Dongmen,155,187
2022-02-10,23,Da'an,145,154
2022-02-10,23,Zhongshan,149,146
2022-02-10,23,Shilin,138,119
2022-02-10,23,Gongguan,110,114
2022-02-10,23,Yongning,122,117
2022-02-10,23,Nangang,130,95
2022-02-10,23,Songshan Airport,95,82
2022-02-10,23,Jiantan,100,101
2022-02-10,23,Xindian,95,118
2022-02-10,23,Muzha,80,95
2022-02-10,23,Beitou,54,51
2022-02-10,23,Tamsui,78,88
2022-02-10,23,Xiaobitan,32,34
2022-02-10,23,Yuanshan,70,61
2022-02-10,23,Zhishan,62,48
2022-02-10,23,Daqiaotou,46,64
2022-02-10,23,Wanlong,44,55
2022-02-10,23,Jingmei,64,52
2022-02-10,23,Qizhang,37,44
2022-02-10,23,Xindian District Office,58,53
2022-02-10,23,Nangang Exhibition Center,84,74
2022-02-10,23,Taipei Zoo,41,46
2022-02-11,0,Taipei Main Station,195,164
2022-02-11,0,Zhongxiao Fuxing,116,123
2022-02-11,0,Ximen,128,112
2022-02-11,0,Banqiao,118,69
2022-02-11,0,Taipei City Hall,92,76
2022-02-11,0,Nanjing Fuxing,91,84
2022-02-11,0,Guting,71,65
2022-02-11,0,Dongmen,63,53
2022-02-11,0,Da'an,47,54
2022-02-11,0,Zhongshan,75,52
2022-02-11,0,Shilin,61,50
2022-02-11,0,Gongguan,44,47
2022-02-11,0,Yongning,44,47
2022-02-11,0,Nangang,43,54
2022-02-11,0,Songshan Airport,45,43
2022-02-11,0,Jiantan,36,37
2022-02-11,0,Xindian,46,34
2022-02-11,0,Muzha,33,31
2022-02-11,0,Beitou,27,22
2022-02-11,0,Tamsui,34,36
2022-02-11,0,Xiaobitan,19,10
2022-02-11,0,Yuanshan,27,32
2022-02-11,0,Zhishan,12,23
2022-02-11,0,Daqiaotou,20,17
2022-02-11,0,Wanlong,21,18
2022-02-11,0,Jingmei,22,20
2022-02-11,0,Qizhang,21,16
2022-02-11,0,Xindian District Office,25,24
2022-02-11,0,Nangang Exhibition Center,40,31
2022-02-11,0,Taipei Zoo,12,11
2022-02-11,1,Taipei Main Station,92,104
2022-02-11,1,Zhongxiao Fuxing,71,61
2022-02-11,1,Ximen,55,57
2022-02-11,1,Banqiao,66,52
2022-02-11,1,Taipei City Hall,51,39
2022-02-11,1,Nanjing Fuxing,51,31
2022-02-11,1,Guting,29,40
2022-02-11,1,Dongmen,22,31
2022-02-11,1,Da'an,36,34
2022-02-11,1,Zhongshan,28,28
2022-02-11,1,Shilin,23,35
2022-02-11,1,Gongguan,30,25
2022-02-11,1,Yongning,16,20
2022-02-11,1,Nangang,14,22
2022-02-11,1,Songshan Airport,24,17
2022-02-11,1,Jiantan,23,24
2022-02-11,1,Xindian,20,18
2022-02-11,1,Muzha,16,17
2022-02-11,1,Beitou,17,14
2022-02-11,1,Tamsui,17,21
2022-02-11,1,Xiaobitan,14,2
2022-02-11,1,Yuanshan,8,14
2022-02-11,1,Zhishan,6,12
2022-02-11,1,Daqiaotou,7,10
2022-02-11,1,Wanlong,10,12
2022-02-11,1,Jingmei,13,9
2022-02-11,1,Qizhang,6,8
2022-02-11,1,Xindian District Office,10,12
2022-02-11,1,Nangang Exhibition Center,16,17
2022-02-11,1,Taipei Zoo,14,9
2022-02-11,2,Taipei Main Station,46,37
2022-02-11,2,Zhongxiao Fuxing,32,21
2022-02-11,2,Ximen,18,16
2022-02-11,2,Banqiao,21,18
2022-02-11,2,Taipei City Hall,21,14
2022-02-11,2,Nanjing Fuxing,12,26
2022-02-11,2,Guting,14,16
2022-02-11,2,Dongmen,11,12
2022-02-11,2,Da'an,11,13
2022-02-11,2,Zhongshan,9,15
2022-02-11,2,Shilin,11,3
2022-02-11,2,Gongguan,10,13
2022-02-11,2,Yongning,10,6
2022-02-11,2,Nangang,9,7
2022-02-11,2,Songshan Airport,4,6
2022-02-11,2,Jiantan,5,4
2022-02-11,2,Xindian,11,14
2022-02-11,2,Muzha,9,13
2022-02-11,2,Beitou,9,8
2022-02-11,2,Tamsui,8,4
2022-02-11,2,Xiaobitan,6,3
2022-02-11,2,Yuanshan,3,4
2022-02-11,2,Zhishan,6,3
2022-02-11,2,Daqiaotou,5,6
2022-02-11,2,Wanlong,3,7
2022-02-11,2,Jingmei,5,4
2022-02-11,2,Qizhang,1,3
2022-02-11,2,Xindian District Office,4,4
2022-02-11,2,Nangang Exhibition Center,6,5
2022-02-11,2,Taipei Zoo,6,3
2022-02-11,3,Taipei Main Station,36,32
2022-02-11,3,Zhongxiao Fuxing,28,19
2022-02-11,3,Ximen,28,30
2022-02-11,3,Banqiao,18,18
2022-02-11,3,Taipei City Hall,23,21
2022-02-11,3,Nanjing Fuxing,12,13
2022-02-11,3,Guting,21,16
2022-02-11,3,Dongmen,18,13
2022-02-11,3,Da'an,17,18
2022-02-11,3,Zhongshan,9,18
2022-02-11,3,Shilin,9,11
2022-02-11,3,Gongguan,8,12
2022-02-11,3,Yongning,10,17
2022-02-11,3,Nangang,16,8
2022-02-11,3,Songshan Airport,11,9
2022-02-11,3,Jiantan,11,10
2022-02-11,3,Xindian,7,9
2022-02-11,3,Muzha,6,6
2022-02-11,3,Beitou,3,7
2022-02-11,3,Tamsui,4,6
2022-02-11,3,Xiaobitan,2,1
2022-02-11,3,Yuanshan,6,8
2022-02-11,3,Zhishan,6,10
2022-02-11,3,Daqiaotou,6,8
2022-02-11,3,Wanlong,9,2
2022-02-11,3,Jingmei,4,7
2022-02-11,3,Qizhang,4,7
2022-02-11,3,Xindian District Office,4,8
2022-02-11,3,Nangang Exhibition Center,11,5
2022-02-11,3,Taipei Zoo,4,8
2022-02-11,4,Taipei Main Station,93,97
2022-02-11,4,Zhongxiao Fuxing,64,78
2022-02-11,4,Ximen,63,53
2022-02-11,4,Banqiao,57,38
2022-02-11,4,Taipei City Hall,54,44
2022-02-11,4,Nanjing Fuxing,50,34
2022-02-11,4,Guting,35,32
2022-02-11,4,Dongmen,31,26
2022-02-11,4,Da'an,26,31
2022-02-11,4,Zhongshan,26,17
2022-02-11,4,Shilin,30,39
2022-02-11,4,Gongguan,37,22
2022-02-11,4,Yongning,25,23
2022-02-11,4,Nangang,26,24
2022-02-11,4,Songshan Airport,27,30
2022-02-11,4,Jiantan,27,30
2022-02-11,4,Xindian,21,12
2022-02-11,4,Muzha,18,19
2022-02-11,4,Beitou,21,14
2022-02-11,4,Tamsui,15,19
2022-02-11,4,Xiaobitan,8,5
2022-02-11,4,Yuanshan,18,8
2022-02-11,4,Zhishan,17,10
2022-02-11,4,Daqiaotou,8,8
2022-02-11,4,Wanlong,11,16
2022-02-11,4,Jingmei,10,10
2022-02-11,4,Qizhang,10,4
2022-02-11,4,Xindian District Office,8,5
2022-02-11,4,Nangang Exhibition Center,22,19
2022-02-11,4,Taipei Zoo,3,9
2022-02-11,5,Taipei Main Station,545,559
2022-02-11,5,Zhongxiao Fuxing,387,339
2022-02-11,5,Ximen,328,339
2022-02-11,5,Banqiao,292,324
2022-02-11,5,Taipei City Hall,269,273
2022-02-11,5,Nanjing Fuxing,251,246
2022-02-11,5,Guting,208,232
2022-02-11,5,Dongmen,205,202
2022-02-11,5,Da'an,153,159
2022-02-11,5,Zhongshan,168,158
2022-02-11,5,Shilin,160,149
2022-02-11,5,Gongguan,158,153
2022-02-11,5,Yongning,144,126
2022-02-11,5,Nangang,159,126
2022-02-11,5,Songshan Airport,129,121
2022-02-11,5,Jiantan,142,127
2022-02-11,5,Xindian,127,132
2022-02-11,5,Muzha,105,73
2022-02-11,5,Beitou,88,79
2022-02-11,5,Tamsui,86,94
2022-02-11,5,Xiaobitan,49,45
2022-02-11,5,Yuanshan,70,75
2022-02-11,5,Zhishan,81,72
2022-02-11,5,Daqiaotou,74,58
2022-02-11,5,Wanlong,84,89
2022-02-11,5,Jingmei,88,80
2022-02-11,5,Qizhang,54,48
2022-02-11,5,Xindian District Office,70,73
2022-02-11,5,Nangang Exhibition Center,113,112
2022-02-11,5,Taipei Zoo,55,54
2022-02-11,6,Taipei Main Station,2224,2128
2022-02-11,6,Zhongxiao Fuxing,1569,1387
2022-02-11,6,Ximen,1334,1256
2022-02-11,6,Banqiao,1259,1173
2022-02-11,6,Taipei City Hall,1183,1036
2022-02-11,6,Nanjing Fuxing,991,869
2022-02-11,6,Guting,921,799
