Unique ID,Datetime,Stop Name,Remote Unit,Line,Connecting Lines,Daytime Routes,North Direction Label,South Direction Label,Division,Structure,Borough,Neighborhood,Latitude,Longitude,Entries,Exits
6019,2017-04-16 16:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,121.0,170.0
6020,2017-04-16 16:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,628.0,644.0
6021,2017-04-16 20:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,3162.0,3150.0
6022,2017-04-16 20:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,1761.0,1326.0
6023,2017-04-16 20:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,742.0,211.0
6024,2017-04-16 20:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,660.0,319.0
6025,2017-04-16 20:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,2610.0,2689.0
6026,2017-04-16 20:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,200.0,461.0
6027,2017-04-16 20:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,779.0,620.0
6028,2017-04-16 20:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,154.0,419.0
6029,2017-04-16 20:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,789.0,207.0
6030,2017-04-16 20:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,157.0,370.0
6031,2017-04-16 20:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,489.0,468.0
6032,2017-04-16 20:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,259.0,393.0
6033,2017-04-16 20:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,792.0,514.0
6034,2017-04-16 20:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,652.0,526.0
6035,2017-04-17 00:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,551.0,282.0
6036,2017-04-17 00:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,208.0,495.0
6037,2017-04-17 00:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,56.0,21.0
6038,2017-04-17 00:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,169.0,79.0
6039,2017-04-17 00:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,291.0,250.0
6040,2017-04-17 00:00:00,103 St,R180,Lexington Av,6,6,,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,132.0,94.0
6041,2017-04-17 00:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,152.0,90.0
6042,2017-04-17 00:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,143.0,92.0
6043,2017-04-17 00:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,119.0,128.0
6044,2017-04-17 00:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,156.0,107.0
6045,2017-04-17 00:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,68.0,141.0
6046,2017-04-17 00:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,145.0,69.0
6047,2017-04-17 00:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,140.0,121.0
6048,2017-04-17 00:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,60.0,136.0
6049,2017-04-17 04:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,423.0,339.0
6050,2017-04-17 04:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,354.0,416.0
6051,2017-04-17 04:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,57.0,117.0
6052,2017-04-17 04:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,139.0,117.0
6053,2017-04-17 04:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,411.0,209.0
6054,2017-04-17 04:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,68.0,86.0
6055,2017-04-17 04:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,100.0,137.0
6056,2017-04-17 04:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,69.0,120.0
6057,2017-04-17 04:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,55.0,33.0
6058,2017-04-17 04:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,177.0,71.0
6059,2017-04-17 04:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,162.0,55.0
6060,2017-04-17 04:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,184.0,83.0
6061,2017-04-17 04:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,97.0,97.0
6062,2017-04-17 04:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,147.0,58.0
6063,2017-04-17 08:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,1929.0,1776.0
6064,2017-04-17 08:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,1770.0,3077.0
6065,2017-04-17 08:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,546.0,416.0
6066,2017-04-17 08:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,794.0,449.0
6067,2017-04-17 08:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,2898.0,1443.0
6068,2017-04-17 08:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,559.0,145.0
6069,2017-04-17 08:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,362.0,189.0
6070,2017-04-17 08:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,162.0,271.0
6071,2017-04-17 08:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,254.0,162.0
6072,2017-04-17 08:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,600.0,480.0
6073,2017-04-17 08:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,359.0,624.0
6074,2017-04-17 08:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,496.0,377.0
6075,2017-04-17 08:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,579.0,232.0
6076,2017-04-17 08:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,641.0,183.0
6077,2017-04-17 12:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,811.0,1283.0
6078,2017-04-17 12:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,2056.0,2804.0
6079,2017-04-17 12:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,,BMT,Subway,M,Midtown,40.749719,-73.987823,557.0,275.0
6080,2017-04-17 12:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,790.0,159.0
6081,2017-04-17 12:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,2291.0,2408.0
6082,2017-04-17 12:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,216.0,125.0
6083,2017-04-17 12:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,456.0,564.0
6084,2017-04-17 12:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,626.0,533.0
6085,2017-04-17 12:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,274.0,86.0
6086,2017-04-17 12:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,380.0,543.0
6087,2017-04-17 12:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,717.0,135.0
6088,2017-04-17 12:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,165.0,591.0
6089,2017-04-17 12:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,475.0,248.0
6090,2017-04-17 12:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,675.0,434.0
6091,2017-04-17 16:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,1713.0,2388.0
6092,2017-04-17 16:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,954.0,1248.0
6093,2017-04-17 16:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,415.0,587.0
6094,2017-04-17 16:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,643.0,487.0
6095,2017-04-17 16:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,1356.0,2406.0
6096,2017-04-17 16:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,707.0,551.0
6097,2017-04-17 16:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,245.0,357.0
6098,2017-04-17 16:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,559.0,425.0
6099,2017-04-17 16:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,579.0,196.0
6100,2017-04-17 16:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,355.0,618.0
6101,2017-04-17 16:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,593.0,199.0
6102,2017-04-17 16:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,264.0,151.0
6103,2017-04-17 16:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,447.0,169.0
6104,2017-04-17 16:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,213.0,262.0
6105,2017-04-17 20:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,3343.0,602.0
6106,2017-04-17 20:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,2834.0,2436.0
6107,2017-04-17 20:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,176.0,105.0
6108,2017-04-17 20:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,651.0,571.0
6109,2017-04-17 20:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,2285.0,1380.0
6110,2017-04-17 20:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,534.0,312.0
6111,2017-04-17 20:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,664.0,447.0
6112,2017-04-17 20:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,761.0,608.0
6113,2017-04-17 20:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,363.0,227.0
6114,2017-04-17 20:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,583.0,437.0
6115,2017-04-17 20:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,690.0,457.0
6116,2017-04-17 20:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,242.0,271.0
6117,2017-04-17 20:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,677.0,330.0
6118,2017-04-17 20:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,622.0,578.0
6119,2017-04-18 00:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,500.0,206.0
6120,2017-04-18 00:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,264.0,173.0
6121,2017-04-18 00:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,110.0,130.0
6122,2017-04-18 00:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,62.0,15.0
6123,2017-04-18 00:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,284.0,121.0
6124,2017-04-18 00:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,190.0,122.0
6125,2017-04-18 00:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,88.0,94.0
6126,2017-04-18 00:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,172.0,103.0
6127,2017-04-18 00:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,105.0,48.0
6128,2017-04-18 00:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,,IRT,Subway,M,East Harlem,40.798629,-73.941617,96.0,62.0
6129,2017-04-18 00:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,,IRT,Subway,Q,Flushing,40.7596,-73.83,53.0,67.0
6130,2017-04-18 00:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,58.0,69.0
6131,2017-04-18 00:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,171.0,76.0
6132,2017-04-18 00:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,192.0,21.0
6133,2017-04-18 04:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,391.0,320.0
6134,2017-04-18 04:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,491.0,104.0
6135,2017-04-18 04:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,76.0,68.0
6136,2017-04-18 04:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,146.0,74.0
6137,2017-04-18 04:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,153.0,203.0
6138,2017-04-18 04:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,135.0,102.0
6139,2017-04-18 04:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,141.0,54.0
6140,2017-04-18 04:00:00,103 St,R314,8th Av - Fulton St,BC,BC,,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,193.0,53.0
6141,2017-04-18 04:00:00,111 St,R355,Liberty Av,A,A,Manhattan,,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,135.0,138.0
6142,2017-04-18 04:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,150.0,75.0
6143,2017-04-18 04:00:00,Flushing - Main St,R055,Flushing,7,7,Main St Flushing,Manhattan,IRT,Subway,Q,Flushing,40.7596,-73.83,139.0,64.0
6144,2017-04-18 04:00:00,Atlantic Av - Barclays Ctr,R057,Brighton,2-3-4-5-B-D-N-Q-R,2 3 4 5 B D N Q R,Manhattan,Coney Island,BMT,Subway,B,Downtown Brooklyn,40.6839,-73.9788,86.0,47.0
6145,2017-04-18 04:00:00,161 St - Yankee Stadium,R098,Concourse,4-B-D,4 B D,Norwood,Manhattan,IND,Elevated,Bx,Highbridge,40.8279,-73.9256,198.0,99.0
6146,2017-04-18 04:00:00,St George,R014,Staten Island,SIR,SIR,Ferry Terminal,Tottenville,SIR,Open Cut,SI,St George,40.6437,-74.0736,198.0,83.0
6147,2017-04-18 08:00:00,Grand Central–42 St,R047,42 St Shuttle,4-5-6-7-S,4 5 6 7 S,Uptown Bronx,Downtown,IRT,Subway,M,Midtown,40.751776,-73.976848,3356.0,1994.0
6148,2017-04-18 08:00:00,34 St - Penn Station,R012,Broadway - 7Av,1-2-3-A-C-E,1 2 3,Uptown Bronx,Downtown Brooklyn,IRT,Subway,M,Midtown,40.750373,-73.991057,3481.0,629.0
6149,2017-04-18 08:00:00,34 St - Herald Sq,R022,Broadway,B-D-F-M-N-Q-R-W,B D F M N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Midtown,40.749719,-73.987823,294.0,521.0
6150,2017-04-18 08:00:00,14 St - Union Sq,R020,Canarsie,4-5-6-L-N-Q-R-W,4 5 6 L N Q R W,Uptown Queens,Downtown Brooklyn,BMT,Subway,M,Gramercy,40.735736,-73.990568,649.0,194.0
6151,2017-04-18 08:00:00,Times Sq - 42 St,R033,Broadway - 7Av,1-2-3-7-N-Q-R-W-S,1 2 3 7 N Q R W S,Uptown Queens,Downtown Brooklyn,IRT,Subway,M,Times Square,40.75529,-73.987495,3492.0,2886.0
6152,2017-04-18 08:00:00,103 St,R180,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.7906,-73.947478,122.0,216.0
6153,2017-04-18 08:00:00,103 St,R191,Broadway - 7Av,1,1,Uptown Bronx,Downtown,IRT,Subway,M,Upper West Side,40.799446,-73.968379,481.0,105.0
6154,2017-04-18 08:00:00,103 St,R314,8th Av - Fulton St,BC,BC,Uptown Bronx,Downtown Brooklyn,IND,Subway,M,Upper West Side,40.796092,-73.961454,681.0,269.0
6155,2017-04-18 08:00:00,111 St,R355,Liberty Av,A,A,Manhattan,Lefferts Blvd,IND,Elevated,Q,South Ozone Park,40.684331,-73.832163,421.0,285.0
6156,2017-04-18 08:00:00,116 St,R182,Lexington Av,6,6,Uptown Bronx,Downtown,IRT,Subway,M,East Harlem,40.798629,-73.941617,792.0,570.0
